,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
plan_agent_layer1_tick_1,0.37910645933666015,0.33197829941862167,0.3667125266866852,0.32651994698230763,0.33039480649200464,0.30990372522612425,0.339023315049341,0.33477097463053174,0.3814574054149774,0.3745039640683002,0.3531352811890426,0.35489950561000044,0.3514098562207028,0.35981159692541687,0.34866439829432705,0.36688351088576704,0.3668276036520321,0.34789516672067944,0.3731839433860764,0.34990262993370913,0.36869212257117767,0.3615100979194147,0.36917828600431274,0.35016949403530456,0.3733339668126711,0.3618496733390392,0.369702640925155,0.37354214972250277,0.38153205541323504,0.38513804200367907,0.3830736133012591,0.3830736133012591,0.39177854189246464,0.36371890611278734,0.3819681386469204,0.3729855455497951,0.39728504688095134,0.3825485223253616,0.40861796664919103,0.39769655503143986,0.3986663156204212
plan_agent_layer1_tick_2,0.40493665237929066,0.38143888380150637,0.3819695069451958,0.36123869957180715,0.42566951146495813,0.43449032002067245,0.4342316758025192,0.4163122004547305,0.4304238236930235,0.4531414967280526,0.43818013955185486,0.45552216512411403,0.479010432601889,0.45411138031285664,0.4589874725073499,0.4497804040480993,0.48631794638261516,0.47960132113269616,0.49735028731748515,0.5012080353052106,0.5017739140219095,0.5072375789875118,0.48697413044870563,0.49691017801519066,0.5049756713980488,0.5031654052761378,0.5085892402871932,0.508348887701631,0.5118091440582772,0.5308100631992898,0.5316962752275878,0.5316962752275878,0.5170238553841496,0.5371433170784148,0.5217915346062946,0.5195168181222215,0.5303546439962833,0.5338797345617141,0.5391751510655732,0.5353112658547893,0.5406067562333052
plan_agent_layer1_tick_3,0.3860641644705033,0.37974508607546664,0.38178863688960335,0.3650890883761288,0.4343497677455542,0.43880100404073613,0.44879018216934935,0.4510865064210393,0.4824676856402628,0.4858969047738143,0.4901920953315525,0.49879876255156275,0.5262517455553578,0.5172989553296875,0.538365073642876,0.5114809544546813,0.5285451597369051,0.5530427700850492,0.5637422970303583,0.5662495426925249,0.5508246213469377,0.5764737132038269,0.5498556210470439,0.5759819538370772,0.5515899938360714,0.5546327003073007,0.5614953115833441,0.5736947267878527,0.5764478099005582,0.5907662656194441,0.5869600023102775,0.5869600023102775,0.5820477271791977,0.5920676472045502,0.5883589629575672,0.5823026051769865,0.5874636184255188,0.5963613994697208,0.59021200995708,0.5951011385517427,0.5911125705990804
plan_agent_layer1_tick_4,0.3775905532806515,0.37853860887124136,0.40836774867545955,0.37341038429787454,0.45893133999473923,0.4841579206085512,0.4835610409240424,0.4784961381092933,0.5160482355217677,0.5236774016015395,0.5262090976977954,0.5266987237459668,0.5722770621833886,0.5527646459091713,0.583526952310079,0.5536713845322505,0.561038234634878,0.5992610360475783,0.6065184066738378,0.6005874364190891,0.5915859268203727,0.6115430987132602,0.6072164006388198,0.6134859901198176,0.5985242427162277,0.6004849047352547,0.6113584473771665,0.6243017674924989,0.6238409755078462,0.6317072876499524,0.625625625901366,0.625625625901366,0.6151529508426175,0.6294557805189054,0.6227505003927325,0.6266242955724123,0.6217345606754804,0.624958018651461,0.6283371339775085,0.6260335718930224,0.6322329339081827
plan_agent_layer1_tick_5,0.36843508351992327,0.3762908530631806,0.396855256817667,0.37972822311294785,0.47009919540363043,0.49044027478919405,0.47915592730660983,0.47575178256861295,0.5218686670023547,0.5499567087781221,0.5441057478002757,0.5424652376418077,0.5861520192850065,0.5573815748448275,0.598001636457967,0.5641923855580933,0.5679164325317462,0.612909192289456,0.6134246268323015,0.6165313337636796,0.6069476441614146,0.6280441673156392,0.620196154742839,0.631488535164651,0.611586253868419,0.606051369718052,0.6241875160077879,0.6420164460155056,0.635753225124694,0.6507681205155029,0.6441163231834419,0.6441163231834419,0.6295132978781516,0.6443387461157573,0.6421745561116046,0.6430673311775083,0.6387258995506631,0.6424753760657973,0.644935650485556,0.645696770115572,0.6534694419550753
plan_agent_layer1_tick_6,0.35976873806746557,0.3714023689664848,0.39439528093455956,0.38162825170846093,0.4752726111163742,0.5052716291107404,0.49042194041883036,0.49374942866252647,0.5357635143481042,0.5662762720656932,0.5598132726232683,0.5572416140865725,0.6032673123165398,0.5816935970012522,0.6167470852707803,0.5826524047836584,0.5839274215283684,0.6301529343285304,0.6300873361285915,0.6314222461128467,0.6209880161809952,0.6458171108305544,0.6383397301827859,0.6487163043932763,0.6238863223443936,0.6316053810729347,0.6412659659307935,0.6539908490478975,0.653390455838413,0.663921884146034,0.6561016254555216,0.6561016254555216,0.646581996879329,0.6602741527587834,0.6560683996067437,0.6556964152967497,0.6530126222552267,0.6600107611695959,0.6627237960095214,0.6635426327104924,0.6646581141244434
plan_agent_layer1_tick_7,0.35525156168021116,0.3697404266510319,0.38855420833142773,0.3803412267697285,0.4760312561375389,0.5042338628579027,0.4884419372025867,0.4931062942889996,0.5356268947574127,0.5739171579610546,0.5681887319405841,0.5606120004810199,0.6140571030280537,0.5875771778974477,0.6276004832335282,0.5981894887444407,0.5876130159975277,0.6422861048553147,0.643223103488366,0.6419326508338263,0.6373768031033726,0.6557206587345631,0.6508625593343236,0.6580701650353344,0.6383107058139623,0.64167157856807,0.6526119892907427,0.6654654243742362,0.6640605970311375,0.6790532402322709,0.6685622434964267,0.6685622434964267,0.6553496125682885,0.6712070982052711,0.6682646329249766,0.6660870944129171,0.6639563673815629,0.6698793143085245,0.6743180743071796,0.6789498596520251,0.681187596248424
plan_agent_layer1_tick_8,0.3441600265687511,0.3637986716546185,0.38382570861146487,0.3811779547575515,0.4755298158493121,0.5072305489353852,0.49128463432074626,0.4954607262452365,0.54067134298027,0.5793895810509377,0.5738093400749704,0.5642529977393161,0.617955763662828,0.5900798029729857,0.6320937219020206,0.6033714781211861,0.5913659370739484,0.6497818920122949,0.6485947462528456,0.6493797557775036,0.6397750370488564,0.6604573991889804,0.6550163484967101,0.6651672144139009,0.640864221913837,0.6507816133564064,0.6620953393495193,0.6742486176313338,0.6737993186380571,0.6867578689839782,0.6733072968329384,0.6733072968329384,0.6627430572130117,0.6775245124994138,0.6746310151039053,0.6709279678784003,0.6701308443711003,0.6772431178882414,0.6817895471724992,0.6858750630765054,0.6880232691271828
plan_agent_layer1_tick_9,0.3364011436482379,0.3593077715430727,0.38040145463792613,0.38139133213762133,0.47374118141879995,0.5088075810015129,0.4938589012169823,0.4985199488466206,0.5455732976480157,0.5821378736799389,0.5761789454650538,0.5687576500329335,0.6236701156877876,0.5949158182588864,0.6395560447202322,0.6112011748743804,0.5974020183996792,0.6552350551542067,0.6546037414185961,0.6537455823111029,0.6479760248681743,0.666774321187079,0.6615777584296955,0.6714068660826598,0.6503580327665934,0.6553348431597288,0.6673486007559699,0.6786841419292097,0.6810386574869117,0.6917398277749605,0.68099235828094,0.68099235828094,0.6705096593213449,0.6854044315154183,0.6834559743397786,0.6774827939357956,0.6755149278060554,0.6844413778994726,0.6905449205549521,0.6930793004546203,0.6942985859812919
plan_agent_layer1_tick_10,0.329284735797439,0.35675490418095374,0.3750957634869113,0.3792444439607835,0.4743422962133749,0.5096885965168808,0.49370422736630337,0.49979996423379697,0.5483619164673822,0.5842145770534847,0.5787944201335038,0.5677997100907705,0.6248294333567038,0.5996859921605514,0.6434448039794699,0.6129160077381005,0.5985720651176243,0.6594875829056862,0.6586518187228837,0.6569866320636072,0.6502653315472272,0.6696342579248963,0.6664127699649481,0.6729115366724278,0.6518414102222302,0.6575487435067606,0.6704034280718296,0.6833289595693401,0.6840797434459093,0.6967729512810469,0.68384151256812,0.68384151256812,0.6773974549476011,0.6885176224610751,0.6857878036593965,0.6844767404313123,0.6816290417878653,0.6913293823454445,0.6953618265422674,0.6968386117851881,0.7006610484983228
plan_agent_layer1_tick_11,0.3233090104744347,0.3531473309494536,0.3706597925695332,0.3758595332151497,0.4738305907688827,0.509589004604184,0.49292480055692767,0.5006100970638765,0.5511183713299205,0.5851928282359654,0.5820229618451143,0.5715425323473511,0.628927665809843,0.6017136595319814,0.6452551877126691,0.6152450398430386,0.5977724829947679,0.664980251171305,0.6599323538710735,0.6617126644130669,0.6518554450866991,0.6732864253694065,0.6668792554264386,0.6765441723757932,0.6545326619734706,0.6622828411779452,0.6737354536810555,0.6877258874184304,0.6878556388546443,0.6985238222681727,0.6909947550888113,0.6909947550888113,0.6811523021394488,0.6932242038236225,0.6915087021780472,0.6859552099231666,0.6842354185532785,0.6936964973392106,0.6987963771401946,0.701842712741227,0.7015877072186727
plan_agent_layer1_tick_12,0.3183965599590735,0.3493571922340348,0.3685627250195668,0.3752289246190267,0.4740429700039126,0.5100947671289086,0.49322119115722796,0.49954532899741266,0.551217828878663,0.5876634099390141,0.5812097098752858,0.5717348864013839,0.6311991586451772,0.6031892314113098,0.6453236458199256,0.6168415101513154,0.5988181016215164,0.6658668063131736,0.6643999193706357,0.663954785766083,0.6551881360541937,0.675722381283347,0.6699057403470576,0.6811162061292232,0.6588654910598327,0.6622691776980989,0.6761239666970509,0.6902893171573277,0.6886955470611124,0.6998332778707965,0.6930635679367936,0.6930635679367936,0.6836051551342293,0.6923130118126156,0.69151297572998,0.6861418823121997,0.6868539479795748,0.6952464660703419,0.6984654109844171,0.7054692047284605,0.7041197120049536
plan_agent_layer1_tick_13,0.3139549076750372,0.34631127087899743,0.3662118367896371,0.37411648742251585,0.47364951881800926,0.508566822877947,0.4944347989306606,0.49973951565087604,0.5505675404869299,0.5875348711968408,0.5839385925411815,0.5724617485036367,0.6316649280266656,0.6034962480903568,0.648889283690921,0.6169788357585759,0.5980579035177289,0.6667449500263405,0.6663622461185288,0.6654013996632286,0.6562849481469446,0.67657351839086,0.6701113278617743,0.6821456240131852,0.6623211722299666,0.6664599180956576,0.6776945481613834,0.6914339371493505,0.6908757549470321,0.703204052683662,0.6932952798463233,0.6932952798463233,0.6867976331253696,0.6952809765965204,0.6932731491186919,0.6885418714633831,0.6882532291967097,0.6954203039181864,0.7024727405498377,0.7074510564679428,0.7085834562968462
plan_agent_layer1_tick_14,0.30937149403759323,0.34302563677155656,0.36442134582947955,0.37241548322918855,0.47239241035058477,0.509035075004517,0.4950358180216264,0.4978328793006435,0.5512045768596006,0.5880355046459467,0.5834492050536518,0.5731119357917389,0.6321385730387179,0.6039056785191315,0.6488605265946438,0.6191478358737073,0.5986073647634481,0.6693358951285654,0.667330231311469,0.6681197716751137,0.6581388442877311,0.6779658161929578,0.6718489625987818,0.6838735753808933,0.663589033329216,0.666805175656058,0.6804490043371686,0.6930426919269919,0.6918070597531958,0.7052843578317101,0.6952494890375679,0.6952494890375679,0.6885576865940711,0.6975474978894373,0.6933059658910334,0.6902107008451317,0.6919239500278871,0.6977376050509643,0.7024953145279687,0.7073175300264543,0.710143847553069
plan_agent_layer1_tick_15,0.30591303883702003,0.3398222518960595,0.36281491676081096,0.37005928704564656,0.47146458658932716,0.5071901498582053,0.49326035509008853,0.4965393261204419,0.5511031631290415,0.5878863049780862,0.5838178736552284,0.5740169388389115,0.6343980948146567,0.6058207076155022,0.6498005822706353,0.6207076718483382,0.5985554126993076,0.6707971843506652,0.66864231431921,0.6704379516225365,0.6601821416791032,0.6785816677064914,0.6734265824415889,0.6849203928622343,0.6646416710093167,0.6686775896930008,0.6803240008414175,0.6944810944082951,0.6938441429298939,0.7035894037488917,0.6955619743607963,0.6955619743607963,0.6878798665214703,0.6971376768455635,0.6949904697426199,0.6913487079680064,0.6885648975890207,0.6991129689650182,0.7045936414325376,0.7099887125626598,0.7102745871544448
plan_box_layer1_tick_1,0.39271762568189594,0.3608032149457244,0.36782797911495,0.35246792846948516,0.36876916052110886,0.35111690976961596,0.3880931073545996,0.33921374081058187,0.4079056005693745,0.3850869686261841,0.36921083047729625,0.3770492511666646,0.35229281762958353,0.3669724494275034,0.3475128599078263,0.3315933477847234,0.2902921308486497,0.33687331795689995,0.31242677027258403,0.3685884088638196,0.3709884919627773,0.36066000530046927,0.36313482325579255,0.3643382178455782,0.3582925611872646,0.38001575612997585,0.3605998777779245,0.30433677007097815,0.3694290020953655,0.36858857908536014,0.3546285745395827,0.3546285745395827,0.3434728175593705,0.3197929943911132,0.35638535965408746,0.2994360694882765,0.3743687021265954,0.3748855750390666,0.40393706685907016,0.39119470681227775,0.37379780511749716
