Changed directory to /rds/user/tdb47/hpc-work/planning/thinker_private_planning/probing.

JobID: 58393844
======
Time: Wed Aug  7 22:57:37 BST 2024
Running on master node: gpu-q-17
Current directory: /rds/user/tdb47/hpc-work/planning/thinker_private_planning/probing

Nodes allocated:
================
gpu-q-17

numtasks=1, numnodes=1, mpi_tasks_per_node=1 (OMP_NUM_THREADS=1)

Executing command:
==================
python create_probe_dataset.py --env_name probing- --model_name 10m --num_episodes 5000 --pct_train 0.6 


Initializing env 0 with device cpu
Data collected from episode 1119 with episode length of 120
Data collected from episode 1120 with episode length of 116
Data collected from episode 1121 with episode length of 119
Data collected from episode 1122 with episode length of 120
Data collected from episode 1123 with episode length of 120
Data collected from episode 1124 with episode length of 56
Data collected from episode 1125 with episode length of 116
Data collected from episode 1126 with episode length of 119
Data collected from episode 1127 with episode length of 119
Data collected from episode 1128 with episode length of 117
Data collected from episode 1129 with episode length of 40
Data collected from episode 1130 with episode length of 118
Data collected from episode 1131 with episode length of 117
Data collected from episode 1132 with episode length of 50
Data collected from episode 1133 with episode length of 45
Data collected from episode 1134 with episode length of 118
Data collected from episode 1135 with episode length of 116
Data collected from episode 1136 with episode length of 119
Data collected from episode 1137 with episode length of 118
Data collected from episode 1138 with episode length of 117
Data collected from episode 1139 with episode length of 117
Data collected from episode 1140 with episode length of 9
Data collected from episode 1141 with episode length of 117
Data collected from episode 1142 with episode length of 33
Data collected from episode 1143 with episode length of 16
Data collected from episode 1144 with episode length of 120
Data collected from episode 1145 with episode length of 120
Data collected from episode 1146 with episode length of 39
Data collected from episode 1147 with episode length of 120
Data collected from episode 1148 with episode length of 119
Data collected from episode 1149 with episode length of 120
Data collected from episode 1150 with episode length of 31
Data collected from episode 1151 with episode length of 119
Data collected from episode 1152 with episode length of 118
Data collected from episode 1153 with episode length of 32
Data collected from episode 1154 with episode length of 117
Data collected from episode 1155 with episode length of 120
Data collected from episode 1156 with episode length of 118
Data collected from episode 1157 with episode length of 119
Data collected from episode 1158 with episode length of 118
Data collected from episode 1159 with episode length of 119
Data collected from episode 1160 with episode length of 118
Data collected from episode 1161 with episode length of 20
Data collected from episode 1162 with episode length of 25
Data collected from episode 1163 with episode length of 119
Data collected from episode 1164 with episode length of 31
Data collected from episode 1165 with episode length of 33
Data collected from episode 1166 with episode length of 115
Data collected from episode 1167 with episode length of 24
Data collected from episode 1168 with episode length of 118
Data collected from episode 1169 with episode length of 115
Data collected from episode 1170 with episode length of 117
Data collected from episode 1171 with episode length of 119
Data collected from episode 1172 with episode length of 119
Data collected from episode 1173 with episode length of 116
Data collected from episode 1174 with episode length of 120
Data collected from episode 1175 with episode length of 59
Data collected from episode 1176 with episode length of 120
Data collected from episode 1177 with episode length of 18
Data collected from episode 1178 with episode length of 117
Data collected from episode 1179 with episode length of 118
Data collected from episode 1180 with episode length of 116
Data collected from episode 1181 with episode length of 119
Data collected from episode 1182 with episode length of 116
Data collected from episode 1183 with episode length of 120
Data collected from episode 1184 with episode length of 118
Data collected from episode 1185 with episode length of 25
Data collected from episode 1186 with episode length of 117
Data collected from episode 1187 with episode length of 19
Data collected from episode 1188 with episode length of 48
Data collected from episode 1189 with episode length of 30
Data collected from episode 1190 with episode length of 119
Data collected from episode 1191 with episode length of 119
Data collected from episode 1192 with episode length of 33
Data collected from episode 1193 with episode length of 119
Data collected from episode 1194 with episode length of 118
Data collected from episode 1195 with episode length of 116
Data collected from episode 1196 with episode length of 115
Data collected from episode 1197 with episode length of 116
Data collected from episode 1198 with episode length of 120
Data collected from episode 1199 with episode length of 119
Data collected from episode 1200 with episode length of 116
Data collected from episode 1201 with episode length of 119
Data collected from episode 1202 with episode length of 118
Data collected from episode 1203 with episode length of 120
Data collected from episode 1204 with episode length of 115
Data collected from episode 1205 with episode length of 116
Data collected from episode 1206 with episode length of 119
Data collected from episode 1207 with episode length of 116
Data collected from episode 1208 with episode length of 117
Data collected from episode 1209 with episode length of 119
Data collected from episode 1210 with episode length of 115
Data collected from episode 1211 with episode length of 32
Data collected from episode 1212 with episode length of 16
Data collected from episode 1213 with episode length of 115
Data collected from episode 1214 with episode length of 52
Data collected from episode 1215 with episode length of 19
Data collected from episode 1216 with episode length of 30
Data collected from episode 1217 with episode length of 117
Data collected from episode 1218 with episode length of 120
Data collected from episode 1219 with episode length of 120
Data collected from episode 1220 with episode length of 115
Data collected from episode 1221 with episode length of 117
Data collected from episode 1222 with episode length of 117
Data collected from episode 1223 with episode length of 116
Data collected from episode 1224 with episode length of 116
Data collected from episode 1225 with episode length of 117
Data collected from episode 1226 with episode length of 60
Data collected from episode 1227 with episode length of 34
Data collected from episode 1228 with episode length of 116
Data collected from episode 1229 with episode length of 115
Data collected from episode 1230 with episode length of 120
Data collected from episode 1231 with episode length of 120
Data collected from episode 1232 with episode length of 120
Data collected from episode 1233 with episode length of 63
Data collected from episode 1234 with episode length of 117
Data collected from episode 1235 with episode length of 116
Data collected from episode 1236 with episode length of 118
Data collected from episode 1237 with episode length of 18
Data collected from episode 1238 with episode length of 40
Data collected from episode 1239 with episode length of 116
Data collected from episode 1240 with episode length of 45
Data collected from episode 1241 with episode length of 119
Data collected from episode 1242 with episode length of 120
Data collected from episode 1243 with episode length of 120
Data collected from episode 1244 with episode length of 35
Data collected from episode 1245 with episode length of 116
Data collected from episode 1246 with episode length of 116
Data collected from episode 1247 with episode length of 115
Data collected from episode 1248 with episode length of 23
Data collected from episode 1249 with episode length of 116
Data collected from episode 1250 with episode length of 49
Data collected from episode 1251 with episode length of 120
Data collected from episode 1252 with episode length of 116
Data collected from episode 1253 with episode length of 115
Data collected from episode 1254 with episode length of 116
Data collected from episode 1255 with episode length of 116
Data collected from episode 1256 with episode length of 44
Data collected from episode 1257 with episode length of 119
Data collected from episode 1258 with episode length of 33
Data collected from episode 1259 with episode length of 118
Data collected from episode 1260 with episode length of 118
Data collected from episode 1261 with episode length of 119
Data collected from episode 1262 with episode length of 116
Data collected from episode 1263 with episode length of 117
Data collected from episode 1264 with episode length of 48
Data collected from episode 1265 with episode length of 120
Data collected from episode 1266 with episode length of 25
Data collected from episode 1267 with episode length of 119
Data collected from episode 1268 with episode length of 39
Data collected from episode 1269 with episode length of 27
Data collected from episode 1270 with episode length of 116
Data collected from episode 1271 with episode length of 119
Data collected from episode 1272 with episode length of 119
Data collected from episode 1273 with episode length of 120
Data collected from episode 1274 with episode length of 60
Data collected from episode 1275 with episode length of 42
Data collected from episode 1276 with episode length of 115
Data collected from episode 1277 with episode length of 120
Data collected from episode 1278 with episode length of 51
Data collected from episode 1279 with episode length of 119
Data collected from episode 1280 with episode length of 55
Data collected from episode 1281 with episode length of 118
Data collected from episode 1282 with episode length of 118
Data collected from episode 1283 with episode length of 120
Data collected from episode 1284 with episode length of 117
Data collected from episode 1285 with episode length of 117
Data collected from episode 1286 with episode length of 118
Data collected from episode 1287 with episode length of 118
Data collected from episode 1288 with episode length of 116
Data collected from episode 1289 with episode length of 118
Data collected from episode 1290 with episode length of 32
Data collected from episode 1291 with episode length of 120
Data collected from episode 1292 with episode length of 22
Data collected from episode 1293 with episode length of 116
Data collected from episode 1294 with episode length of 49
Data collected from episode 1295 with episode length of 30
Data collected from episode 1296 with episode length of 115
Data collected from episode 1297 with episode length of 32
Data collected from episode 1298 with episode length of 116
Data collected from episode 1299 with episode length of 26
Data collected from episode 1300 with episode length of 116
Data collected from episode 1301 with episode length of 120
Data collected from episode 1302 with episode length of 120
Data collected from episode 1303 with episode length of 120
Data collected from episode 1304 with episode length of 118
Data collected from episode 1305 with episode length of 39
Data collected from episode 1306 with episode length of 120
Data collected from episode 1307 with episode length of 117
Data collected from episode 1308 with episode length of 117
Data collected from episode 1309 with episode length of 120
Data collected from episode 1310 with episode length of 29
Data collected from episode 1311 with episode length of 24
Data collected from episode 1312 with episode length of 120
Data collected from episode 1313 with episode length of 115
Data collected from episode 1314 with episode length of 117
Data collected from episode 1315 with episode length of 116
Data collected from episode 1316 with episode length of 118
Data collected from episode 1317 with episode length of 120
Data collected from episode 1318 with episode length of 27
Data collected from episode 1319 with episode length of 51
Data collected from episode 1320 with episode length of 115
Data collected from episode 1321 with episode length of 120
Data collected from episode 1322 with episode length of 116
Data collected from episode 1323 with episode length of 117
Data collected from episode 1324 with episode length of 116
Data collected from episode 1325 with episode length of 120
Data collected from episode 1326 with episode length of 115
Data collected from episode 1327 with episode length of 29
Data collected from episode 1328 with episode length of 23
Data collected from episode 1329 with episode length of 118
Data collected from episode 1330 with episode length of 118
Data collected from episode 1331 with episode length of 120
Data collected from episode 1332 with episode length of 118
Data collected from episode 1333 with episode length of 120
Data collected from episode 1334 with episode length of 117
Data collected from episode 1335 with episode length of 115
Data collected from episode 1336 with episode length of 39
Data collected from episode 1337 with episode length of 117
Data collected from episode 1338 with episode length of 30
Data collected from episode 1339 with episode length of 117
Data collected from episode 1340 with episode length of 117
Data collected from episode 1341 with episode length of 117
Data collected from episode 1342 with episode length of 115
Data collected from episode 1343 with episode length of 119
Data collected from episode 1344 with episode length of 115
Data collected from episode 1345 with episode length of 118
Data collected from episode 1346 with episode length of 117
Data collected from episode 1347 with episode length of 119
Data collected from episode 1348 with episode length of 117
Data collected from episode 1349 with episode length of 28
Data collected from episode 1350 with episode length of 30
Data collected from episode 1351 with episode length of 39
Data collected from episode 1352 with episode length of 63
Data collected from episode 1353 with episode length of 27
Data collected from episode 1354 with episode length of 119
Data collected from episode 1355 with episode length of 35
Data collected from episode 1356 with episode length of 26
Data collected from episode 1357 with episode length of 115
Data collected from episode 1358 with episode length of 119
Data collected from episode 1359 with episode length of 116
Data collected from episode 1360 with episode length of 18
Data collected from episode 1361 with episode length of 120
Data collected from episode 1362 with episode length of 119
Data collected from episode 1363 with episode length of 119
Data collected from episode 1364 with episode length of 117
Data collected from episode 1365 with episode length of 120
Data collected from episode 1366 with episode length of 115
Data collected from episode 1367 with episode length of 119
Data collected from episode 1368 with episode length of 49
Data collected from episode 1369 with episode length of 119
Data collected from episode 1370 with episode length of 118
Data collected from episode 1371 with episode length of 32
Data collected from episode 1372 with episode length of 43
Data collected from episode 1373 with episode length of 117
Data collected from episode 1374 with episode length of 116
Data collected from episode 1375 with episode length of 115
Data collected from episode 1376 with episode length of 116
Data collected from episode 1377 with episode length of 117
Data collected from episode 1378 with episode length of 30
Data collected from episode 1379 with episode length of 34
Data collected from episode 1380 with episode length of 116
Data collected from episode 1381 with episode length of 115
Data collected from episode 1382 with episode length of 119
Data collected from episode 1383 with episode length of 120
Data collected from episode 1384 with episode length of 120
Data collected from episode 1385 with episode length of 115
Data collected from episode 1386 with episode length of 47
Data collected from episode 1387 with episode length of 32
Data collected from episode 1388 with episode length of 115
Data collected from episode 1389 with episode length of 117
Data collected from episode 1390 with episode length of 115
Data collected from episode 1391 with episode length of 117
Data collected from episode 1392 with episode length of 16
Data collected from episode 1393 with episode length of 118
Data collected from episode 1394 with episode length of 120
Data collected from episode 1395 with episode length of 117
Data collected from episode 1396 with episode length of 120
Data collected from episode 1397 with episode length of 117
Data collected from episode 1398 with episode length of 16
Data collected from episode 1399 with episode length of 117
Data collected from episode 1400 with episode length of 40
Data collected from episode 1401 with episode length of 119
Data collected from episode 1402 with episode length of 117
Data collected from episode 1403 with episode length of 115
Data collected from episode 1404 with episode length of 115
Data collected from episode 1405 with episode length of 116
Data collected from episode 1406 with episode length of 36
Data collected from episode 1407 with episode length of 118
Data collected from episode 1408 with episode length of 116
Data collected from episode 1409 with episode length of 118
Data collected from episode 1410 with episode length of 119
Data collected from episode 1411 with episode length of 118
Data collected from episode 1412 with episode length of 17
Data collected from episode 1413 with episode length of 117
Data collected from episode 1414 with episode length of 120
Data collected from episode 1415 with episode length of 120
Data collected from episode 1416 with episode length of 118
Data collected from episode 1417 with episode length of 117
Data collected from episode 1418 with episode length of 119
Data collected from episode 1419 with episode length of 115
Data collected from episode 1420 with episode length of 118
Data collected from episode 1421 with episode length of 117
Data collected from episode 1422 with episode length of 116
Data collected from episode 1423 with episode length of 117
Data collected from episode 1424 with episode length of 118
Data collected from episode 1425 with episode length of 116
Data collected from episode 1426 with episode length of 118
Data collected from episode 1427 with episode length of 118
Data collected from episode 1428 with episode length of 119
Data collected from episode 1429 with episode length of 117
Data collected from episode 1430 with episode length of 30
Data collected from episode 1431 with episode length of 118
Data collected from episode 1432 with episode length of 46
Data collected from episode 1433 with episode length of 115
Data collected from episode 1434 with episode length of 50
Data collected from episode 1435 with episode length of 118
Data collected from episode 1436 with episode length of 117
Data collected from episode 1437 with episode length of 115
Data collected from episode 1438 with episode length of 50
Data collected from episode 1439 with episode length of 39
Data collected from episode 1440 with episode length of 120
Data collected from episode 1441 with episode length of 15
Data collected from episode 1442 with episode length of 118
Data collected from episode 1443 with episode length of 118
Data collected from episode 1444 with episode length of 119
Data collected from episode 1445 with episode length of 23
Data collected from episode 1446 with episode length of 117
Data collected from episode 1447 with episode length of 115
Data collected from episode 1448 with episode length of 117
Data collected from episode 1449 with episode length of 116
Data collected from episode 1450 with episode length of 32
Data collected from episode 1451 with episode length of 31
Data collected from episode 1452 with episode length of 119
Data collected from episode 1453 with episode length of 40
Data collected from episode 1454 with episode length of 116
Data collected from episode 1455 with episode length of 115
Data collected from episode 1456 with episode length of 120
Data collected from episode 1457 with episode length of 115
Data collected from episode 1458 with episode length of 116
Data collected from episode 1459 with episode length of 115
Data collected from episode 1460 with episode length of 119
Data collected from episode 1461 with episode length of 116
Data collected from episode 1462 with episode length of 116
Data collected from episode 1463 with episode length of 119
Data collected from episode 1464 with episode length of 119
Data collected from episode 1465 with episode length of 119
Data collected from episode 1466 with episode length of 118
Data collected from episode 1467 with episode length of 119
Data collected from episode 1468 with episode length of 46
Data collected from episode 1469 with episode length of 117
Data collected from episode 1470 with episode length of 120
Data collected from episode 1471 with episode length of 120
Data collected from episode 1472 with episode length of 55
Data collected from episode 1473 with episode length of 28
Data collected from episode 1474 with episode length of 120
Data collected from episode 1475 with episode length of 120
Data collected from episode 1476 with episode length of 115
Data collected from episode 1477 with episode length of 120
Data collected from episode 1478 with episode length of 115
Data collected from episode 1479 with episode length of 119
Data collected from episode 1480 with episode length of 119
Data collected from episode 1481 with episode length of 117
Data collected from episode 1482 with episode length of 117
Data collected from episode 1483 with episode length of 118
Data collected from episode 1484 with episode length of 37
Data collected from episode 1485 with episode length of 115
Data collected from episode 1486 with episode length of 39
Data collected from episode 1487 with episode length of 116
Data collected from episode 1488 with episode length of 30
Data collected from episode 1489 with episode length of 120
Data collected from episode 1490 with episode length of 116
Data collected from episode 1491 with episode length of 118
Data collected from episode 1492 with episode length of 26
Data collected from episode 1493 with episode length of 28
Data collected from episode 1494 with episode length of 119
Data collected from episode 1495 with episode length of 37
Data collected from episode 1496 with episode length of 120
Data collected from episode 1497 with episode length of 30
Data collected from episode 1498 with episode length of 23
Data collected from episode 1499 with episode length of 116
Data collected from episode 1500 with episode length of 21
Data collected from episode 1501 with episode length of 117
Data collected from episode 1502 with episode length of 25
Data collected from episode 1503 with episode length of 115
Data collected from episode 1504 with episode length of 118
Data collected from episode 1505 with episode length of 116
Data collected from episode 1506 with episode length of 119
Data collected from episode 1507 with episode length of 117
Data collected from episode 1508 with episode length of 115
Data collected from episode 1509 with episode length of 116
Data collected from episode 1510 with episode length of 55
Data collected from episode 1511 with episode length of 38
Data collected from episode 1512 with episode length of 117
Data collected from episode 1513 with episode length of 118
Data collected from episode 1514 with episode length of 119
Data collected from episode 1515 with episode length of 48
Data collected from episode 1516 with episode length of 119
Data collected from episode 1517 with episode length of 27
Data collected from episode 1518 with episode length of 117
Data collected from episode 1519 with episode length of 32
Data collected from episode 1520 with episode length of 120
Data collected from episode 1521 with episode length of 115
Data collected from episode 1522 with episode length of 119
Data collected from episode 1523 with episode length of 45
Data collected from episode 1524 with episode length of 120
Data collected from episode 1525 with episode length of 116
Data collected from episode 1526 with episode length of 120
Data collected from episode 1527 with episode length of 116
Data collected from episode 1528 with episode length of 116
Data collected from episode 1529 with episode length of 118
Data collected from episode 1530 with episode length of 120
Data collected from episode 1531 with episode length of 119
Data collected from episode 1532 with episode length of 33
Data collected from episode 1533 with episode length of 56
Data collected from episode 1534 with episode length of 116
Data collected from episode 1535 with episode length of 44
Data collected from episode 1536 with episode length of 118
Data collected from episode 1537 with episode length of 119
Data collected from episode 1538 with episode length of 115
Data collected from episode 1539 with episode length of 41
Data collected from episode 1540 with episode length of 115
Data collected from episode 1541 with episode length of 25
Data collected from episode 1542 with episode length of 120
Data collected from episode 1543 with episode length of 117
Data collected from episode 1544 with episode length of 119
Data collected from episode 1545 with episode length of 120
Data collected from episode 1546 with episode length of 120
Data collected from episode 1547 with episode length of 116
Data collected from episode 1548 with episode length of 116
Data collected from episode 1549 with episode length of 35
Data collected from episode 1550 with episode length of 115
Data collected from episode 1551 with episode length of 31
Data collected from episode 1552 with episode length of 53
Data collected from episode 1553 with episode length of 53
Data collected from episode 1554 with episode length of 34
Data collected from episode 1555 with episode length of 117
Data collected from episode 1556 with episode length of 119
Data collected from episode 1557 with episode length of 25
Data collected from episode 1558 with episode length of 119
Data collected from episode 1559 with episode length of 118
Data collected from episode 1560 with episode length of 119
Data collected from episode 1561 with episode length of 119
Data collected from episode 1562 with episode length of 118
Data collected from episode 1563 with episode length of 116
Data collected from episode 1564 with episode length of 119
Data collected from episode 1565 with episode length of 115
Data collected from episode 1566 with episode length of 116
Data collected from episode 1567 with episode length of 119
Data collected from episode 1568 with episode length of 119
Data collected from episode 1569 with episode length of 120
Data collected from episode 1570 with episode length of 45
Data collected from episode 1571 with episode length of 120
Data collected from episode 1572 with episode length of 118
Data collected from episode 1573 with episode length of 117
Data collected from episode 1574 with episode length of 40
Data collected from episode 1575 with episode length of 119
Data collected from episode 1576 with episode length of 118
Data collected from episode 1577 with episode length of 116
Data collected from episode 1578 with episode length of 119
Data collected from episode 1579 with episode length of 37
Data collected from episode 1580 with episode length of 115
Data collected from episode 1581 with episode length of 120
Data collected from episode 1582 with episode length of 118
Data collected from episode 1583 with episode length of 21
Data collected from episode 1584 with episode length of 118
Data collected from episode 1585 with episode length of 119
Data collected from episode 1586 with episode length of 117
Data collected from episode 1587 with episode length of 116
Data collected from episode 1588 with episode length of 118
Data collected from episode 1589 with episode length of 116
Data collected from episode 1590 with episode length of 35
Data collected from episode 1591 with episode length of 120
Data collected from episode 1592 with episode length of 118
Data collected from episode 1593 with episode length of 117
Data collected from episode 1594 with episode length of 36
Data collected from episode 1595 with episode length of 117
Data collected from episode 1596 with episode length of 118
Data collected from episode 1597 with episode length of 118
Data collected from episode 1598 with episode length of 117
Data collected from episode 1599 with episode length of 115
Data collected from episode 1600 with episode length of 117
Data collected from episode 1601 with episode length of 17
Data collected from episode 1602 with episode length of 119
Data collected from episode 1603 with episode length of 120
Data collected from episode 1604 with episode length of 39
Data collected from episode 1605 with episode length of 119
Data collected from episode 1606 with episode length of 42
Data collected from episode 1607 with episode length of 24
Data collected from episode 1608 with episode length of 118
Data collected from episode 1609 with episode length of 43
Data collected from episode 1610 with episode length of 118
Data collected from episode 1611 with episode length of 119
Data collected from episode 1612 with episode length of 116
Data collected from episode 1613 with episode length of 28
Data collected from episode 1614 with episode length of 119
Data collected from episode 1615 with episode length of 22
Data collected from episode 1616 with episode length of 31
Data collected from episode 1617 with episode length of 119
Data collected from episode 1618 with episode length of 18
Data collected from episode 1619 with episode length of 120
Data collected from episode 1620 with episode length of 31
Data collected from episode 1621 with episode length of 21
Data collected from episode 1622 with episode length of 28
Data collected from episode 1623 with episode length of 118
Data collected from episode 1624 with episode length of 116
Data collected from episode 1625 with episode length of 31
Data collected from episode 1626 with episode length of 21
Data collected from episode 1627 with episode length of 120
Data collected from episode 1628 with episode length of 118
Data collected from episode 1629 with episode length of 120
Data collected from episode 1630 with episode length of 27
Data collected from episode 1631 with episode length of 32
Data collected from episode 1632 with episode length of 120
Data collected from episode 1633 with episode length of 119
Data collected from episode 1634 with episode length of 19
Data collected from episode 1635 with episode length of 37
Data collected from episode 1636 with episode length of 116
Data collected from episode 1637 with episode length of 115
Data collected from episode 1638 with episode length of 115
Data collected from episode 1639 with episode length of 115
Data collected from episode 1640 with episode length of 119
Data collected from episode 1641 with episode length of 69
Data collected from episode 1642 with episode length of 116
Data collected from episode 1643 with episode length of 79
Data collected from episode 1644 with episode length of 25
Data collected from episode 1645 with episode length of 117
Data collected from episode 1646 with episode length of 118
Data collected from episode 1647 with episode length of 119
Data collected from episode 1648 with episode length of 118
Data collected from episode 1649 with episode length of 120
Data collected from episode 1650 with episode length of 117
Data collected from episode 1651 with episode length of 120
Data collected from episode 1652 with episode length of 117
Data collected from episode 1653 with episode length of 116
Data collected from episode 1654 with episode length of 120
Data collected from episode 1655 with episode length of 118
Data collected from episode 1656 with episode length of 26
Data collected from episode 1657 with episode length of 119
Data collected from episode 1658 with episode length of 118
Data collected from episode 1659 with episode length of 119
Data collected from episode 1660 with episode length of 31
Data collected from episode 1661 with episode length of 27
Data collected from episode 1662 with episode length of 120
Data collected from episode 1663 with episode length of 119
Data collected from episode 1664 with episode length of 43
Data collected from episode 1665 with episode length of 119
Data collected from episode 1666 with episode length of 117
Data collected from episode 1667 with episode length of 120
Data collected from episode 1668 with episode length of 116
Data collected from episode 1669 with episode length of 120
Data collected from episode 1670 with episode length of 115
Data collected from episode 1671 with episode length of 49
Data collected from episode 1672 with episode length of 115
Data collected from episode 1673 with episode length of 34
Data collected from episode 1674 with episode length of 116
Data collected from episode 1675 with episode length of 120
Data collected from episode 1676 with episode length of 119
Data collected from episode 1677 with episode length of 118
Data collected from episode 1678 with episode length of 35
Data collected from episode 1679 with episode length of 55
Data collected from episode 1680 with episode length of 115
Data collected from episode 1681 with episode length of 116
Data collected from episode 1682 with episode length of 117
Data collected from episode 1683 with episode length of 120
Data collected from episode 1684 with episode length of 116
Data collected from episode 1685 with episode length of 117
Data collected from episode 1686 with episode length of 118
Data collected from episode 1687 with episode length of 54
Data collected from episode 1688 with episode length of 17
Data collected from episode 1689 with episode length of 116
Data collected from episode 1690 with episode length of 120
Data collected from episode 1691 with episode length of 120
Data collected from episode 1692 with episode length of 118
Data collected from episode 1693 with episode length of 120
Data collected from episode 1694 with episode length of 36
Data collected from episode 1695 with episode length of 117
Data collected from episode 1696 with episode length of 120
Data collected from episode 1697 with episode length of 117
Data collected from episode 1698 with episode length of 116
Data collected from episode 1699 with episode length of 115
Data collected from episode 1700 with episode length of 115
Data collected from episode 1701 with episode length of 117
Data collected from episode 1702 with episode length of 116
Data collected from episode 1703 with episode length of 116
Data collected from episode 1704 with episode length of 118
Data collected from episode 1705 with episode length of 25
Data collected from episode 1706 with episode length of 115
Data collected from episode 1707 with episode length of 51
Data collected from episode 1708 with episode length of 120
Data collected from episode 1709 with episode length of 119
Data collected from episode 1710 with episode length of 41
Data collected from episode 1711 with episode length of 120
Data collected from episode 1712 with episode length of 19
Data collected from episode 1713 with episode length of 119
Data collected from episode 1714 with episode length of 119
Data collected from episode 1715 with episode length of 120
Data collected from episode 1716 with episode length of 117
Data collected from episode 1717 with episode length of 26
Data collected from episode 1718 with episode length of 115
Data collected from episode 1719 with episode length of 117
Data collected from episode 1720 with episode length of 120
Data collected from episode 1721 with episode length of 116
Data collected from episode 1722 with episode length of 29
Data collected from episode 1723 with episode length of 120
Data collected from episode 1724 with episode length of 119
Data collected from episode 1725 with episode length of 120
Data collected from episode 1726 with episode length of 56
Data collected from episode 1727 with episode length of 47
Data collected from episode 1728 with episode length of 120
Data collected from episode 1729 with episode length of 30
Data collected from episode 1730 with episode length of 116
Data collected from episode 1731 with episode length of 35
Data collected from episode 1732 with episode length of 120
Data collected from episode 1733 with episode length of 118
Data collected from episode 1734 with episode length of 33
Data collected from episode 1735 with episode length of 37
Data collected from episode 1736 with episode length of 34
Data collected from episode 1737 with episode length of 120
Data collected from episode 1738 with episode length of 119
Data collected from episode 1739 with episode length of 36
Data collected from episode 1740 with episode length of 28
Data collected from episode 1741 with episode length of 120
Data collected from episode 1742 with episode length of 117
Data collected from episode 1743 with episode length of 28
Data collected from episode 1744 with episode length of 116
Data collected from episode 1745 with episode length of 115
Data collected from episode 1746 with episode length of 17
Data collected from episode 1747 with episode length of 32
Data collected from episode 1748 with episode length of 115
Data collected from episode 1749 with episode length of 116
Data collected from episode 1750 with episode length of 76
Data collected from episode 1751 with episode length of 116
Data collected from episode 1752 with episode length of 119
Data collected from episode 1753 with episode length of 49
Data collected from episode 1754 with episode length of 23
Data collected from episode 1755 with episode length of 119
Data collected from episode 1756 with episode length of 117
Data collected from episode 1757 with episode length of 116
Data collected from episode 1758 with episode length of 117
Data collected from episode 1759 with episode length of 115
Data collected from episode 1760 with episode length of 115
Data collected from episode 1761 with episode length of 118
Data collected from episode 1762 with episode length of 38
Data collected from episode 1763 with episode length of 115
Data collected from episode 1764 with episode length of 115
Data collected from episode 1765 with episode length of 115
Data collected from episode 1766 with episode length of 116
Data collected from episode 1767 with episode length of 28
Data collected from episode 1768 with episode length of 47
Data collected from episode 1769 with episode length of 115
Data collected from episode 1770 with episode length of 119
Data collected from episode 1771 with episode length of 44
Data collected from episode 1772 with episode length of 119
Data collected from episode 1773 with episode length of 120
Data collected from episode 1774 with episode length of 115
Data collected from episode 1775 with episode length of 120
Data collected from episode 1776 with episode length of 117
Data collected from episode 1777 with episode length of 120
Data collected from episode 1778 with episode length of 35
Data collected from episode 1779 with episode length of 116
Data collected from episode 1780 with episode length of 120
Data collected from episode 1781 with episode length of 116
Data collected from episode 1782 with episode length of 116
Data collected from episode 1783 with episode length of 119
Data collected from episode 1784 with episode length of 120
Data collected from episode 1785 with episode length of 115
Data collected from episode 1786 with episode length of 43
Data collected from episode 1787 with episode length of 120
Data collected from episode 1788 with episode length of 117
Data collected from episode 1789 with episode length of 115
Data collected from episode 1790 with episode length of 119
Data collected from episode 1791 with episode length of 117
Data collected from episode 1792 with episode length of 116
Data collected from episode 1793 with episode length of 118
Data collected from episode 1794 with episode length of 33
Data collected from episode 1795 with episode length of 116
Data collected from episode 1796 with episode length of 119
Data collected from episode 1797 with episode length of 120
Data collected from episode 1798 with episode length of 35
Data collected from episode 1799 with episode length of 62
Data collected from episode 1800 with episode length of 120
Data collected from episode 1801 with episode length of 119
Data collected from episode 1802 with episode length of 119
Data collected from episode 1803 with episode length of 116
Data collected from episode 1804 with episode length of 115
Data collected from episode 1805 with episode length of 119
Data collected from episode 1806 with episode length of 118
Data collected from episode 1807 with episode length of 117
Data collected from episode 1808 with episode length of 118
Data collected from episode 1809 with episode length of 34
Data collected from episode 1810 with episode length of 118
Data collected from episode 1811 with episode length of 32
Data collected from episode 1812 with episode length of 28
Data collected from episode 1813 with episode length of 21
Data collected from episode 1814 with episode length of 116
Data collected from episode 1815 with episode length of 32
Data collected from episode 1816 with episode length of 116
Data collected from episode 1817 with episode length of 115
Data collected from episode 1818 with episode length of 120
Data collected from episode 1819 with episode length of 119
Data collected from episode 1820 with episode length of 58
Data collected from episode 1821 with episode length of 119
Data collected from episode 1822 with episode length of 117
Data collected from episode 1823 with episode length of 31
Data collected from episode 1824 with episode length of 116
Data collected from episode 1825 with episode length of 48
Data collected from episode 1826 with episode length of 120
Data collected from episode 1827 with episode length of 117
Data collected from episode 1828 with episode length of 115
Data collected from episode 1829 with episode length of 116
Data collected from episode 1830 with episode length of 115
Data collected from episode 1831 with episode length of 118
Data collected from episode 1832 with episode length of 117
Data collected from episode 1833 with episode length of 31
Data collected from episode 1834 with episode length of 33
Data collected from episode 1835 with episode length of 51
Data collected from episode 1836 with episode length of 115
Data collected from episode 1837 with episode length of 32
Data collected from episode 1838 with episode length of 119
Data collected from episode 1839 with episode length of 120
Data collected from episode 1840 with episode length of 56
Data collected from episode 1841 with episode length of 116
