,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
"{2: [2, 25]}",-0.0002,0.0004,0.0004,-0.001,-0.0002,-0.0001,0.0004,0.0007,-0.0032,-0.0007,0.0015,0.0003,-0.0013,-0.0016,-0.001,0.0004,-0.0004,0.0001,-0.0008,0.0001,-0.0012,0.0008,0.0073,0.0014,0.0,-0.0004,0.0024,0.0007,-0.0017,-0.001,0.0009,0.0,-0.0011,0.0075,0.0014,-0.0001,-0.003,0.0003,-0.0001,-0.0006,-0.0006,0.0003,0.0012,-0.0004,0.0,0.0059,0.0009,0.0004,-0.0005,-0.0008,-0.0001,0.0006,0.0009,-0.0022,0.0006,0.0018,-0.0006,0.0001,0.0019,0.0,0.0006,-0.0014,0.002,0.0026,-0.0016,-0.0023,0.0014,0.001,-0.0011,-0.0019,-0.0028,0.0004,-0.0014,-0.003,0.0013,-0.0002,-0.0038,-0.0015,-0.0035,-0.0004,0.0,0.0005,0.0015,0.0004,0.0001,0.0007,0.0003,0.0003,0.0003,0.0004,0.0015,0.0029,-0.0,0.0011,0.0008,0.0005
"{2: [2, 26]}",0.011,0.0039,0.0317,0.0005,0.0129,0.0278,0.0124,0.0001,0.0076,0.0221,0.0171,0.0044,0.0093,0.0179,0.018,0.0009,0.0175,0.0574,0.017,0.0024,0.0132,0.0432,0.0661,0.0147,0.0118,0.0252,0.0088,0.057,0.013,0.0426,0.0135,0.0005,0.0166,0.0347,0.0137,0.007,0.034,0.0782,0.0221,0.0069,0.0465,0.0556,0.0154,0.0011,0.0302,0.0314,0.1359,0.0071,0.0283,0.0353,0.0061,-0.0035,0.0301,0.0292,0.0435,0.0023,0.0101,0.0447,-0.0087,0.0005,0.0034,0.0198,-0.009,0.0098,0.0121,0.0073,0.0189,0.0034,0.0127,0.0296,0.019,0.0005,0.0129,0.0882,0.0023,0.0043,0.0013,0.0014,0.0381,0.0097,0.0103,0.0178,0.02,0.0007,0.005,0.0071,0.0171,0.0103,-0.0045,0.0046,0.0242,0.0007,0.004,0.007,0.0228,0.0022
"{2: [2, 27]}",-0.0002,0.0004,-0.0007,-0.0006,0.0001,0.0,0.0001,0.0004,-0.0004,-0.0002,-0.0005,0.0007,-0.0003,-0.0005,-0.0004,0.0003,0.0002,0.0014,0.0002,0.0012,0.0005,-0.0006,-0.0017,0.0005,0.0008,-0.0006,0.0002,-0.0016,0.0042,0.0008,0.0002,0.0006,0.0002,0.0052,0.0006,0.001,0.0029,0.0011,-0.0015,0.0024,0.0013,-0.0013,0.0,0.0003,0.0009,-0.0001,-0.002,-0.0022,0.0003,-0.0004,-0.0003,-0.0005,0.0034,-0.0009,0.0004,-0.0006,0.0006,0.0006,0.0033,-0.0001,0.0008,-0.0004,0.0014,0.0006,0.0003,-0.0003,-0.0,0.0006,-0.0004,-0.0001,-0.0002,0.0,0.001,0.0053,0.0012,0.0009,-0.0045,-0.0015,-0.0015,0.0003,0.0001,0.0002,0.0001,0.0002,0.0003,0.0003,0.0,0.0005,-0.0003,-0.0001,0.0001,-0.0008,-0.0,0.0001,0.0002,0.0001
"{2: [2, 28]}",0.0001,-0.0005,0.0014,0.0002,-0.0002,0.003,0.0243,0.0001,-0.0004,-0.0019,0.0013,0.001,-0.0007,-0.0012,0.052,0.0013,-0.0004,0.0004,0.9658,0.0012,-0.0007,-0.001,0.9356,0.0047,0.0002,0.0012,0.9383,0.0114,0.0,0.0034,0.0341,0.0015,-0.0007,-0.0004,0.881,-0.0004,0.0001,-0.0029,0.876,0.0017,-0.0008,0.0103,0.9674,0.0003,-0.0024,0.0021,0.8774,0.0009,-0.0018,0.0019,0.933,0.001,0.0016,-0.0015,0.911,0.0021,-0.0001,0.0016,-0.0042,-0.0002,-0.0002,0.0004,-0.0212,-0.0003,-0.0003,-0.0034,0.0025,0.0017,-0.0007,0.0022,0.0167,-0.0002,-0.0009,0.0219,0.487,-0.0001,-0.0032,0.0009,0.9084,-0.0007,-0.0001,0.0036,0.3091,0.0007,0.0002,0.002,0.0342,0.0031,-0.0004,0.0025,0.2599,0.0002,0.0004,0.0038,0.066,0.0018
"{2: [2, 29]}",-0.0,0.0004,-0.0007,-0.0007,-0.0002,-0.0,0.0,0.0002,-0.0002,0.0001,-0.0005,0.0007,-0.0006,-0.0008,-0.0004,0.0003,-0.0003,0.0008,0.0001,0.0009,-0.0003,-0.0008,-0.0017,0.0002,-0.0001,-0.0005,0.0003,-0.0006,0.0004,0.0009,0.0001,0.0005,-0.0008,0.0035,0.0003,0.0014,0.0004,0.0009,-0.0018,0.0004,0.0002,-0.0005,-0.0,0.0004,0.0001,-0.0001,-0.0026,-0.0006,-0.0011,-0.0003,-0.0005,0.0002,0.0019,-0.0004,0.0004,0.0007,-0.0,0.0005,0.0022,-0.0001,0.0002,-0.0003,0.0008,0.0005,-0.0001,-0.0006,-0.0,0.0004,-0.0009,-0.0004,-0.0004,0.0,-0.0008,0.0057,0.0013,0.0008,-0.0027,-0.0018,-0.0011,0.0007,-0.0001,0.0002,0.0001,0.0004,0.0001,0.0003,0.0,0.0004,0.0,-0.0,-0.0001,-0.0004,-0.0001,0.0,0.0001,0.0002
"{2: [2, 30]}",0.0002,0.0006,-0.0008,-0.0005,-0.0002,0.0001,-0.0001,0.0003,0.0,0.0005,-0.0008,0.0008,-0.0005,-0.0011,0.0002,0.0003,0.0001,-0.0008,-0.0002,0.0012,-0.0006,0.0008,-0.0014,0.0001,0.0001,0.0006,0.0003,-0.0007,-0.0004,-0.0008,0.0005,0.0006,-0.0003,0.0029,0.0011,0.0001,-0.0005,0.0021,-0.0022,-0.0007,0.0004,0.0002,0.0022,0.0007,-0.0024,0.0017,0.0023,-0.0023,-0.0003,-0.0007,0.0002,0.0003,-0.0004,-0.0008,0.0016,0.0001,0.0,0.0005,0.0019,-0.0001,-0.0001,-0.0003,0.001,0.0009,-0.0001,-0.0017,-0.0001,0.0006,-0.0009,-0.0009,-0.0008,0.0001,0.0001,0.0014,0.0015,0.001,-0.001,0.0003,-0.0025,0.0006,-0.0001,0.0002,0.0002,0.0004,0.0002,0.0007,0.0,0.0003,-0.0,0.0001,-0.0001,-0.0012,0.0001,-0.0001,0.0002,0.0003
"{2: [2, 31]}",-0.0005,-0.0003,-0.0011,-0.0014,0.0001,-0.0015,-0.0002,-0.0002,-0.0002,-0.0004,-0.0007,0.0002,-0.0007,-0.0013,-0.0004,0.0002,0.0005,0.0002,-0.0015,-0.0011,-0.0014,-0.0015,-0.0024,0.0006,0.0001,-0.0012,-0.0001,0.0009,0.0007,0.0005,-0.0002,-0.0004,-0.0013,0.0043,0.0019,0.0021,0.0026,0.0039,0.0002,0.0017,0.0017,-0.0033,-0.0005,0.0005,0.0008,-0.0012,-0.0079,-0.0018,-0.0012,-0.0022,-0.001,-0.0003,0.0042,0.0015,-0.0008,0.0004,0.0002,0.0006,0.003,-0.0002,0.0003,0.0,0.0005,0.003,-0.0005,-0.0006,-0.0001,-0.0002,-0.001,-0.002,-0.0009,-0.0002,0.0017,0.0122,0.0055,0.0032,-0.0046,-0.0012,-0.0037,0.0019,-0.0,0.0002,-0.0001,0.0003,0.0002,0.0009,0.0003,0.0003,-0.0004,-0.0002,0.0001,0.0001,0.0,0.0007,0.0005,0.0004
"{2: [3, 4]}",0.0046,0.0263,-0.0007,0.148,0.3849,0.0089,0.0177,0.0043,0.0051,0.1817,-0.0005,0.2559,0.3645,0.0094,0.0524,0.011,0.6739,0.0084,0.0818,0.033,0.0055,0.2203,0.0048,0.6558,0.3542,0.0313,0.0301,0.0607,-0.0001,0.5751,0.0005,0.0198,0.6171,0.0432,0.038,0.0066,0.0016,0.2968,0.0024,0.7663,0.4307,0.0306,0.2353,0.0033,0.0108,0.6944,-0.0,0.7981,0.4795,0.0105,0.329,0.0078,0.0288,0.3846,0.0014,0.8042,0.2849,-0.0053,0.0053,0.0012,-0.0033,0.0517,0.0022,0.0023,0.0319,0.0476,0.0005,0.1729,0.4561,0.0032,0.0468,0.0016,0.4995,0.4938,0.0176,0.1915,-0.011,0.1172,0.0021,0.4567,0.3871,0.0024,0.045,0.0046,0.0045,0.0621,0.0011,0.4712,-0.0049,0.0034,0.1052,0.0009,-0.001,0.1364,0.0006,0.3161
"{2: [3, 5]}",0.0054,0.0284,-0.0005,0.1738,0.4101,0.0078,0.0207,0.005,0.0013,0.1846,-0.0003,0.1172,0.3445,0.0063,0.054,0.0086,0.6582,0.0266,0.0883,0.026,0.0096,0.2454,0.0059,0.6673,0.3038,0.0217,0.03,0.0479,-0.003,0.581,0.0001,0.0214,0.5272,0.0362,0.0391,0.0031,0.0064,0.3387,0.0036,0.3751,0.4227,0.0189,0.245,0.0027,0.0023,0.5813,0.002,0.8095,0.4102,0.002,0.3304,0.0059,-0.0009,0.3583,0.0006,0.8286,0.2401,-0.0055,0.0051,0.0015,-0.0033,0.0541,-0.0005,0.002,0.0123,0.0872,0.0004,0.1571,0.434,0.0036,0.0534,0.0024,0.5186,0.0857,0.0232,0.1085,-0.0099,0.1273,-0.0023,0.215,0.3605,0.0018,0.0472,0.0045,0.0011,0.0611,0.0011,0.4104,-0.0057,0.0022,0.0914,0.0055,-0.0012,0.135,0.0009,0.2855
"{2: [3, 6]}",0.0035,0.0251,-0.0004,0.0399,0.4019,0.0097,0.0349,0.0079,0.0013,0.1821,0.0001,0.0015,0.3671,0.0071,0.3374,0.0073,0.631,0.0268,0.0653,0.842,0.0076,0.1945,0.0005,0.9193,0.2877,0.0163,0.0431,0.3825,-0.0031,0.5524,-0.0006,0.058,0.6141,0.0266,0.0287,0.3335,0.0036,0.5166,0.0015,0.7249,0.4209,0.0286,0.2355,0.964,0.0048,0.6354,0.0091,0.9582,0.4207,0.0009,0.3349,0.9558,0.0018,0.36,-0.0002,0.9664,0.2381,-0.0058,0.0059,0.0027,-0.0034,0.0577,0.0009,-0.0229,0.0118,0.1013,0.0007,0.0276,0.4434,0.0022,0.1634,0.0014,0.5495,0.0334,0.0156,-0.0008,-0.0003,0.1074,0.0008,0.9469,0.3743,0.0017,0.0706,0.0232,0.0014,0.0608,0.0016,0.8787,-0.0015,0.0025,0.1315,0.0014,-0.0009,0.156,0.0024,0.3489
"{2: [3, 7]}",0.0067,0.048,0.0004,0.1753,0.4137,0.0208,0.0247,0.0064,0.0085,0.2256,0.001,0.118,0.34,0.0109,0.0808,0.0127,0.6373,0.0339,0.1158,0.0305,0.0094,0.3359,0.0085,0.687,0.2936,0.0222,0.0289,0.0539,-0.0017,0.6659,-0.0005,0.022,0.5269,0.055,0.0328,0.0067,0.0062,0.2783,0.0025,0.405,0.452,0.038,0.2556,0.0057,0.0045,0.6493,0.0007,0.8047,0.4352,0.0086,0.337,0.0083,0.0035,0.406,0.0022,0.8297,0.23,-0.0021,0.0046,0.0024,-0.003,0.0706,0.0006,-0.0087,0.0268,0.1821,0.0016,0.1776,0.4437,0.0065,0.0649,0.0048,0.563,0.4189,0.0243,0.1843,-0.0015,0.3182,0.004,0.2361,0.3832,0.003,0.0478,0.0055,0.0046,0.0903,0.0013,0.3966,-0.0064,0.0043,0.1335,0.0014,-0.0002,0.215,0.0011,0.2703
"{2: [3, 8]}",0.006,0.0854,-0.0004,0.1696,0.3998,0.1224,0.0146,0.0039,0.002,-0.0039,0.0003,0.1121,0.3514,0.0351,0.0428,0.0093,0.6163,0.6028,0.0911,0.0245,0.0136,0.9232,0.0051,0.6495,0.2812,0.2159,0.0291,0.0415,-0.0059,0.9258,-0.0003,0.0268,0.4528,0.4994,0.0329,0.0015,0.0151,0.812,-0.0001,0.4338,0.405,0.9113,0.2407,0.0038,0.0078,0.9644,0.001,0.7971,0.4339,0.7553,0.3069,0.0061,0.0073,0.9395,0.0014,0.8224,0.2374,0.3425,0.0046,0.0006,-0.004,0.5678,0.0021,0.0088,0.0082,0.0019,0.0007,0.1416,0.4297,0.0411,0.0391,0.0027,0.5459,0.9603,0.0139,0.1417,-0.0003,0.9243,-0.0012,0.1348,0.3689,0.1811,0.0385,0.0036,0.0025,0.8043,0.001,0.3661,-0.0048,0.0474,0.0816,0.0012,-0.0014,0.8932,0.0003,0.2729
"{2: [3, 9]}",0.0046,0.1681,0.0035,0.1706,0.2803,0.0367,0.1665,0.0079,0.0026,0.2708,0.0007,0.1476,0.311,0.0136,0.2403,0.0147,0.5264,0.0302,0.4677,0.029,0.0087,0.4811,0.0037,0.7733,0.3375,0.0521,0.0443,0.0326,0.0022,0.6187,0.0005,0.0392,0.5101,0.0448,0.1186,0.0144,0.0231,0.2529,0.0095,0.3704,0.4041,0.0392,0.4058,0.0065,0.0212,0.7018,0.0001,0.8419,0.4486,0.0089,0.4935,0.0103,0.0683,0.4126,0.0025,0.782,0.1911,-0.0018,0.0047,0.0027,-0.0014,0.1224,-0.0076,-0.0031,0.0179,0.3684,0.0019,0.1601,0.3677,0.0064,0.3126,0.0074,0.504,0.8147,0.0635,0.1909,-0.0059,0.3396,0.0138,0.3612,0.2815,0.0024,0.0537,0.0071,0.0054,0.1223,0.0008,0.4073,-0.0052,0.0047,0.2816,-0.0029,-0.0007,0.2174,0.0007,0.2715
"{2: [3, 10]}",0.0027,0.09,0.0032,0.1685,0.477,0.0173,0.0226,0.0049,-0.0017,0.3309,0.0026,0.1294,0.3072,0.008,0.1128,0.0091,0.8302,0.1242,0.197,0.0255,0.0201,0.8501,0.0194,0.672,0.4842,0.0544,0.1446,0.0544,0.0134,0.8704,0.002,0.0243,0.7077,0.0661,0.9475,0.0047,0.9549,0.6662,0.0037,0.4127,0.7602,0.1227,0.2304,0.0035,0.0001,0.9467,0.0171,0.8037,0.7508,0.0456,0.2803,0.0058,-0.0002,0.7974,0.0058,0.8186,0.311,0.0544,0.0046,0.0008,-0.0032,0.4725,0.0002,0.0041,0.0242,0.2964,0.0073,0.1661,0.4322,0.0154,0.0593,0.0037,0.6398,0.7541,0.396,0.1456,-0.0395,0.8868,0.0086,0.124,0.4,0.0076,0.0542,0.0047,0.0027,0.4113,0.0053,0.3921,-0.0054,0.0061,0.1382,0.0007,0.0006,0.7691,0.0055,0.2854
"{2: [3, 11]}",0.0037,0.0294,-0.0002,0.1618,0.4115,0.0097,0.0175,0.0037,0.0064,0.217,0.0001,0.1072,0.3318,0.0072,0.0436,0.0097,0.6652,0.0282,0.0797,0.0257,0.0085,0.2295,0.0066,0.6791,0.2956,0.0222,0.0319,0.0484,-0.001,0.5497,-0.0002,0.0278,0.5371,0.0309,0.0312,0.0034,0.0041,0.2671,0.0025,0.3885,0.4316,0.0352,0.2082,0.0034,0.0072,0.644,0.0006,0.8091,0.4621,0.0007,0.2925,0.0054,0.0049,0.3587,0.0014,0.8187,0.2296,-0.0052,0.004,0.0011,-0.0032,0.0547,0.0017,-0.0005,0.0156,0.1175,0.0007,0.1561,0.4313,0.0026,0.0458,0.0029,0.5599,0.1031,0.0161,0.1776,-0.0077,0.1172,0.0008,0.1487,0.3482,0.0017,0.0447,0.0045,0.0015,0.0691,0.0011,0.4184,-0.0055,0.0024,0.104,0.0008,-0.0011,0.1458,0.0009,0.2928
"{2: [3, 12]}",0.0047,0.0275,-0.0002,0.1982,0.3789,0.0088,0.0174,0.0043,0.0012,0.195,0.0003,0.1249,0.3467,0.007,0.042,0.0105,0.6324,0.0329,0.0703,0.0251,0.0077,0.2191,0.0069,0.6749,0.3073,0.0146,0.0283,0.0566,-0.002,0.5796,0.0001,0.0225,0.5606,0.0347,0.0267,0.0045,0.003,0.2622,0.0027,0.3874,0.4081,0.0302,0.2431,0.0043,0.005,0.6201,-0.0016,0.7997,0.4417,0.0047,0.3113,0.0066,0.0038,0.3388,0.0005,0.8208,0.2404,-0.0068,0.0045,0.0013,-0.0032,0.0544,0.001,0.0017,0.0125,0.1029,0.0003,0.167,0.4408,0.002,0.0527,0.0028,0.5986,0.0616,0.015,0.1535,-0.0027,0.1045,-0.0007,0.1725,0.3759,0.0013,0.0435,0.0043,0.0016,0.059,0.001,0.4298,-0.0049,0.0028,0.101,0.0011,-0.0011,0.1473,0.0005,0.3189
"{2: [3, 13]}",0.0036,0.027,0.0005,0.1578,0.4237,0.0108,0.0194,0.0034,-0.0007,0.14,-0.0001,0.2133,0.4275,0.0074,0.0655,0.0077,0.6973,0.0221,0.1462,0.0521,0.0144,0.1776,0.0122,0.7861,0.25,0.0215,0.03,0.2359,-0.0032,0.5723,0.0003,0.0243,0.6154,0.0403,0.0368,0.0114,0.004,0.278,0.006,0.5751,0.4435,0.0167,0.209,0.0015,0.0093,0.6408,0.0002,0.887,0.554,0.0024,0.2626,0.0043,0.0092,0.3619,0.0022,0.8874,0.2941,-0.0065,0.0069,-0.0004,-0.0034,0.0619,0.0002,0.0123,0.0112,0.0644,0.0019,0.2091,0.48,0.0035,0.0831,0.0018,0.6656,0.0312,0.0135,0.2916,-0.01,0.1168,0.0212,0.1963,0.425,0.0014,0.0537,0.0032,0.0042,0.0668,0.0009,0.3878,-0.0058,0.0022,0.1567,0.0028,-0.0001,0.1546,0.0007,0.292
"{2: [3, 14]}",0.0038,0.0717,0.0002,0.1717,0.3677,0.0175,0.0331,0.0052,0.0223,0.2291,0.0002,0.1171,0.3985,0.0097,0.121,0.0122,0.6637,0.03,0.0579,0.0258,0.0057,0.2875,0.0056,0.7341,0.2751,0.0291,0.0248,0.0542,-0.0012,0.5965,-0.0001,0.0342,0.5326,0.0368,0.0429,0.0052,0.0098,0.3494,0.0008,0.4187,0.4173,0.039,0.2155,0.0035,0.0023,0.6285,0.0066,0.8249,0.456,0.0027,0.2823,0.0047,0.0014,0.3818,0.0,0.8345,0.2558,-0.0055,0.007,0.001,-0.003,0.0591,0.0017,0.0014,0.0394,0.1189,0.0008,0.1734,0.4946,0.0049,0.0927,0.006,0.646,0.4495,0.0326,0.1385,-0.0141,0.1491,-0.0015,0.3129,0.3497,0.0048,0.0495,0.005,0.0013,0.062,0.0007,0.3746,-0.0047,0.0034,0.1246,-0.0008,-0.0017,0.1638,0.0005,0.2388
"{2: [3, 15]}",0.0037,0.0713,0.001,0.1835,0.4629,0.0077,0.0117,0.0029,0.0007,0.2287,0.0025,0.1212,0.4287,0.0084,0.0398,0.0102,0.6346,0.1575,0.0747,0.0165,0.0483,0.1196,-0.0006,0.6853,0.3337,0.0213,0.0229,0.0672,-0.0013,0.781,0.0004,0.0213,0.4675,0.2941,0.0439,-0.0045,0.0314,0.37,-0.0011,0.361,0.3992,0.1796,0.2914,0.004,0.0291,0.5697,-0.0019,0.7896,0.4784,0.0155,0.3074,0.005,0.034,0.3399,0.0006,0.7271,0.2413,0.0002,0.0026,0.0014,-0.0031,0.0654,0.0009,0.002,0.0121,0.0956,0.0055,0.117,0.509,0.0128,0.0276,0.0042,0.6479,0.8891,0.0078,0.1424,-0.0129,0.3156,-0.0024,0.0594,0.347,0.013,0.0454,0.004,0.0035,0.0741,0.0006,0.4464,-0.0024,0.006,0.1357,0.0015,0.0011,0.1489,0.0006,0.314
"{2: [3, 16]}",0.5135,0.1777,-0.0001,0.1888,0.663,0.0131,0.0174,0.0671,0.0788,0.5921,0.0004,0.2328,0.5986,0.0119,0.0431,0.1744,0.9479,0.0178,0.077,0.2592,0.9582,0.8383,0.0087,0.6737,0.9715,0.02,0.034,0.4014,0.9371,0.8712,0.0004,0.0907,0.9682,0.025,0.123,0.1785,0.9615,0.7882,0.0038,0.4761,0.9657,0.034,0.2173,0.3302,0.9554,0.9428,0.0021,0.8267,0.9631,0.002,0.2855,0.3096,0.9508,0.807,0.0024,0.8487,0.8463,-0.0072,0.0045,0.0057,0.4883,0.3746,0.0015,0.0036,0.2286,0.5312,0.0009,0.2123,0.4763,0.007,0.0552,0.132,0.9666,0.1391,0.0154,0.2151,-0.0156,0.7269,0.0025,0.244,0.8435,0.0013,0.0445,0.0646,0.9349,0.3068,0.001,0.4188,-0.005,0.0019,0.0983,0.0018,0.5881,0.7186,0.0007,0.2861
"{2: [3, 17]}",0.0031,0.0212,-0.0004,0.1298,0.3802,0.0092,0.0138,0.0044,0.0005,0.2002,0.0003,0.09,0.346,0.0046,0.043,0.0091,0.6301,0.0485,0.1145,0.0253,0.0159,0.3177,0.0107,0.7188,0.2831,0.0199,0.0421,0.0541,0.0,0.5912,-0.0009,0.0182,0.5268,0.0262,0.0308,0.0069,0.0105,0.3217,0.0041,0.5233,0.4197,0.05,0.2442,0.0034,0.0089,0.6858,-0.0023,0.7926,0.4481,0.0021,0.2853,0.0053,0.0047,0.4012,-0.0007,0.8087,0.2227,-0.0069,0.0044,0.001,-0.0035,0.0618,0.0013,0.0012,0.0125,0.1156,0.0,0.1114,0.4079,0.0012,0.0448,0.0028,0.6029,0.0539,0.015,0.136,-0.0035,0.0819,0.0039,0.1533,0.3466,0.0016,0.0422,0.004,0.0018,0.0647,0.0008,0.3965,-0.0027,0.0019,0.112,0.0016,-0.0012,0.1575,0.0006,0.3034
"{2: [3, 18]}",0.0038,0.0834,-0.0009,0.1882,0.6149,0.0503,0.0179,0.0073,0.0002,0.4383,-0.0015,0.1468,0.6673,0.0245,0.0491,0.0159,0.7614,0.0363,0.0806,0.0303,0.0077,0.7013,0.0047,0.7193,0.5285,0.0523,0.0373,0.05,-0.0041,0.857,0.0009,0.0282,0.6627,0.0287,0.0354,0.0124,0.0004,0.5425,0.0002,0.4245,0.6073,0.067,0.2528,0.0045,0.003,0.8607,-0.0024,0.8176,0.7393,0.0122,0.3367,0.0081,-0.001,0.6135,0.0047,0.8252,0.3528,-0.002,0.0037,0.0015,-0.0034,0.0981,0.0043,0.0014,0.0135,0.257,-0.0003,0.2055,0.7276,0.0319,0.0515,0.0075,0.6445,0.086,0.0304,0.1543,0.0001,0.279,-0.0007,0.2037,0.4847,0.0043,0.0568,0.0103,0.0012,0.3013,0.0009,0.416,-0.0037,0.0061,0.1359,0.0012,-0.0006,0.4075,0.0001,0.2914
"{2: [3, 19]}",-0.0012,0.0292,-0.0014,0.1098,0.2767,0.0006,0.0077,0.0027,0.0015,0.2693,-0.0005,0.0674,0.2242,0.003,0.0273,0.0102,0.6115,0.0153,0.0637,0.013,0.0032,0.4149,0.0017,0.685,0.3109,0.0447,0.0313,0.0466,-0.0026,0.7268,0.0001,0.02,0.4648,0.0256,0.0223,0.0037,0.0006,0.4872,0.0003,0.3343,0.3539,0.0258,0.1825,0.0029,0.0022,0.6111,-0.0019,0.8196,0.3569,0.0008,0.2106,0.0062,0.0075,0.3029,-0.0016,0.7973,0.1851,-0.0049,0.0059,0.0007,-0.0038,0.0533,0.0044,0.0018,0.0056,0.1417,-0.0011,0.0655,0.3829,-0.0003,0.0187,0.0016,0.5772,0.378,0.0083,0.1338,-0.0027,0.3826,-0.002,0.0983,0.3038,0.0009,0.0353,0.003,-0.0009,0.0844,-0.0007,0.3671,0.0082,0.0002,0.1165,0.0084,-0.003,0.1911,0.0004,0.3061
"{2: [3, 20]}",0.0182,0.027,-0.0003,0.198,0.2919,0.0097,0.0171,0.004,0.0447,0.1905,0.0001,0.1517,0.062,0.0071,0.0416,0.0094,0.7983,0.0311,0.0739,0.0264,0.6919,0.1886,0.006,0.6559,0.9787,0.0174,0.0292,0.0457,0.9507,0.4722,-0.0,0.0212,0.9674,0.0375,0.0361,0.0047,0.9523,0.2491,0.0036,0.3721,0.9684,0.0247,0.2204,0.0023,0.9631,0.6322,0.0002,0.7846,0.959,0.0022,0.2962,0.0062,0.966,0.3628,0.0014,0.8069,0.1616,-0.0076,0.0053,0.0013,0.3367,0.0536,0.0018,0.0029,0.0886,0.1045,0.0006,0.1739,0.4651,0.0027,0.048,0.0025,0.9575,0.0656,0.0156,0.1481,0.0029,0.0898,-0.0006,0.1117,0.2732,0.0013,0.0435,0.0046,0.4,0.0643,0.0011,0.4109,-0.0043,0.0012,0.1028,0.0007,-0.0007,0.1466,0.0006,0.2888
"{2: [3, 21]}",0.0851,0.233,0.0432,0.656,0.7731,0.0371,0.6995,0.0095,0.077,0.5302,0.0274,0.7484,0.6509,0.0503,0.6933,0.0251,0.9089,0.1139,0.9356,0.0393,0.0929,0.6661,0.3996,0.8372,0.7178,0.1343,0.8521,0.1281,0.2254,0.7432,0.0453,0.0864,0.8787,0.1778,0.9067,0.0334,0.1439,0.4935,0.0877,0.729,0.7977,0.2118,0.9217,0.067,0.1696,0.8992,0.2018,0.8826,0.8766,0.1035,0.8784,0.0604,0.2697,0.8371,0.0585,0.8864,0.6965,0.0033,0.0102,0.0035,0.0378,0.1691,-0.08,-0.0129,0.0902,0.3718,0.0312,0.7054,0.6669,0.0351,0.7152,0.0091,0.797,0.4048,0.7881,0.6377,-0.0011,0.5931,0.2921,0.474,0.6514,0.0191,0.723,0.0141,0.0544,0.4441,0.0202,0.7535,-0.0034,0.0191,0.8723,0.0015,0.0199,0.6195,0.0302,0.8028
"{2: [3, 22]}",0.7183,0.0601,0.5606,0.608,0.6281,0.3142,0.1413,0.4136,0.7896,0.4392,0.4747,0.5103,0.5986,0.3518,0.38,0.4788,0.7633,0.4124,0.2343,0.9004,0.8159,0.3469,0.8582,0.7873,0.4409,0.3227,0.143,0.8413,0.8749,0.6336,0.504,0.1117,0.6978,0.5205,0.0519,0.7932,0.8906,0.4056,0.5193,0.599,0.5172,0.5285,0.4865,0.8457,0.9115,0.7616,0.5943,0.858,0.6528,0.1554,0.6021,0.8286,0.886,0.499,0.4681,0.8611,0.3673,0.0184,0.0043,0.2196,0.1983,0.1035,-0.0185,-0.0118,0.8591,0.231,0.5112,0.5872,0.6711,0.4213,0.3054,0.3825,0.6379,0.6276,0.0847,0.5575,-0.0592,0.1601,0.7521,0.2946,0.4948,0.0632,0.1648,0.8202,0.8713,0.1974,0.1461,0.6749,-0.0107,0.0851,0.3234,0.0008,0.5955,0.3678,0.2674,0.6049
"{2: [3, 23]}",0.0032,0.0415,0.0019,0.2058,0.3811,0.0168,0.0269,0.0076,0.0044,0.1477,0.0012,0.1032,0.3011,0.0113,0.0488,0.0172,0.7222,0.0169,0.0727,0.02,0.0123,0.5251,0.0239,0.6663,0.2799,0.0406,0.1313,0.0417,0.0035,0.7745,0.001,0.0295,0.6633,0.1368,0.0264,0.0327,0.0347,0.7009,0.0068,0.9086,0.3887,0.0354,0.2837,0.007,0.0044,0.7884,0.0013,0.7705,0.4599,0.004,0.3017,0.0065,0.0043,0.5412,0.0026,0.6798,0.2039,-0.0069,0.0058,0.0012,-0.0032,0.0847,-0.0012,0.0052,0.0115,0.0571,0.0015,0.1108,0.4131,0.0046,0.0349,0.0074,0.6779,0.6893,0.2087,0.0555,-0.0106,0.4139,0.1966,0.9386,0.3463,0.006,0.0553,0.009,0.0042,0.1198,0.0037,0.3965,-0.0049,0.0048,0.1716,0.0011,-0.0007,0.3631,0.0054,0.373
