,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239
{0: [0]},0.0002,0.0001,-0.0005,-0.0001,0.0001,-0.0002,0.0002,-0.0001,0.0003,-0.0001,-0.001,-0.0005,-0.0001,-0.0004,-0.0005,0.0003,-0.0,-0.0002,-0.001,-0.0016,-0.0011,-0.0001,0.001,-0.0003,0.0001,0.0001,-0.0001,-0.0004,-0.0002,-0.0001,0.0002,0.0001,-0.0004,-0.0004,-0.003,-0.0006,0.0012,-0.0,0.0001,-0.0003,-0.0002,-0.0001,0.0002,-0.0002,0.0,-0.0002,0.0127,0.0002,-0.0004,-0.0006,0.0003,-0.0005,-0.0006,-0.0001,0.008,0.0002,-0.0002,-0.0001,-0.0005,-0.0033,-0.0007,0.0001,-0.0008,0.0002,-0.0002,0.0002,-0.0002,0.0011,0.0,-0.0005,0.008,0.0004,-0.0,0.0001,-0.0003,-0.0021,-0.0009,-0.0,0.0003,0.0002,-0.0003,-0.0011,-0.0008,-0.0015,-0.0005,-0.0001,-0.0005,0.0,-0.0006,0.0001,-0.0011,-0.0005,-0.0008,0.0001,0.0013,-0.0002,0.0001,-0.0001,0.0002,-0.0001,-0.0005,-0.0001,0.0007,0.0002,0.0003,-0.0001,-0.0001,0.0003,-0.0001,-0.0002,-0.0004,0.0004,0.0006,-0.0001,0.0002,0.0001,0.0003,-0.001,-0.0004,0.0001,-0.0008,0.0,-0.0002,-0.0039,-0.0004,-0.0001,-0.0004,0.0002,-0.0006,-0.0001,-0.0001,-0.0013,-0.0003,0.0001,-0.0004,0.0004,-0.0004,-0.0002,-0.0009,-0.0025,-0.0009,0.0,0.0007,-0.0,-0.0003,-0.0005,-0.0009,-0.0019,-0.0013,-0.001,0.0013,0.0004,0.0005,-0.0003,-0.0001,-0.0019,-0.0012,-0.0003,0.0005,0.0002,0.0002,0.0,-0.0,-0.0008,-0.0003,-0.0002,-0.0002,0.0002,0.0009,-0.0,0.0017,-0.0035,0.0031,0.0005,-0.0025,-0.0066,-0.0004,-0.0007,-0.0004,-0.001,-0.0004,0.0001,-0.0008,0.0004,0.0003,-0.0022,-0.0001,0.0056,-0.0004,-0.0001,0.0016,0.0003,0.0001,-0.0004,-0.0001,-0.0012,-0.0007,0.0003,-0.0011,0.0002,-0.0005,-0.0005,0.0002,0.001,0.0004,-0.0002,0.0006,0.0006,0.0001,-0.0023,-0.0003,0.0003,-0.0017,-0.0002,-0.0024,0.0004,0.0006,-0.0001,-0.0003,0.0015,-0.0001,-0.0001,0.0001,-0.0007,-0.0,-0.0003,-0.0004,-0.0005,-0.001,-0.0003,0.0001,0.0,0.0002,-0.0001,-0.0006,0.0009,-0.0009,-0.0,0.0001,0.0003
{0: [1]},-0.0,-0.0003,0.0002,0.0003,-0.0002,-0.0001,-0.0005,-0.0001,0.0001,-0.0004,-0.0004,0.0016,-0.0,0.0001,0.0008,-0.0002,-0.0001,-0.0003,-0.0001,-0.0001,-0.0004,-0.0007,-0.0001,-0.0003,0.0004,-0.0,-0.0001,0.0011,-0.0002,-0.0001,0.0,-0.0001,-0.0006,-0.0003,-0.0018,-0.0004,-0.0001,0.0002,-0.0002,-0.0005,0.0001,-0.0005,-0.0001,0.0006,-0.0001,-0.0003,0.0008,-0.0001,-0.0004,-0.0011,-0.0002,-0.0,-0.0003,-0.0001,-0.0001,0.0001,0.0002,-0.0004,-0.0003,-0.0007,-0.0004,-0.0009,-0.0001,-0.0002,0.0003,-0.0003,-0.0002,0.0022,-0.0,-0.0007,-0.0031,0.0001,0.0001,0.0005,-0.0018,0.0066,-0.0009,0.0001,-0.0001,0.0006,-0.0002,-0.0008,-0.0002,-0.0,-0.0001,-0.0001,-0.0002,-0.0,-0.0005,-0.0009,-0.0003,0.0027,-0.0003,0.0001,0.0002,-0.0002,0.0005,-0.0002,0.0001,0.0006,-0.0001,-0.0006,0.0002,0.0,0.0004,-0.0012,-0.0001,0.0009,-0.0002,-0.0001,0.0003,-0.0002,-0.0001,-0.0003,-0.0,-0.0001,-0.0002,-0.0,0.0004,-0.0005,-0.0001,-0.0003,-0.0001,-0.001,-0.0004,-0.0004,-0.0001,0.0001,-0.0001,-0.0006,-0.0002,0.0002,-0.0004,-0.0004,-0.001,0.0001,0.0002,-0.0001,-0.0003,-0.0007,-0.0008,0.0002,-0.0012,-0.0003,-0.0005,-0.0002,-0.0006,0.0034,-0.0025,-0.0011,-0.0003,-0.0003,0.0004,-0.0004,-0.0002,0.0007,-0.0007,-0.0008,-0.0001,-0.0002,0.0008,0.0003,-0.0001,0.0008,-0.0006,-0.0003,-0.0001,-0.0002,0.0008,-0.0003,-0.0009,-0.0024,-0.0039,0.0007,-0.0029,0.0018,0.0001,-0.0007,-0.0001,-0.0006,-0.0007,-0.0002,-0.0005,0.0001,-0.0001,0.0044,-0.0004,-0.0014,-0.0002,-0.0002,0.0002,0.0001,-0.0003,0.0008,-0.0008,0.0011,-0.0004,-0.0002,0.0018,0.0001,-0.0006,0.0029,-0.0002,0.0014,0.0003,-0.0,-0.0006,-0.0001,-0.0001,0.0148,-0.0006,0.0015,0.0011,0.0002,0.0,0.0001,-0.0005,0.0003,-0.0002,-0.0001,-0.0004,-0.0004,-0.0002,-0.0006,-0.0005,-0.0003,-0.0001,0.0,-0.0004,-0.0005,-0.0007,-0.0001,-0.0002,-0.0002,-0.0001,0.0,-0.0009,-0.0003,-0.0003,-0.0003
{0: [2]},0.0004,-0.0,-0.0001,0.0001,-0.0004,-0.0007,0.0013,-0.0005,-0.0002,-0.0,-0.0002,-0.0002,0.0001,0.0004,-0.0,0.0004,0.0007,-0.0001,0.0002,-0.0028,-0.0005,-0.0011,0.0004,0.0002,0.0002,0.0,-0.0001,-0.0009,0.0002,-0.0001,0.0002,-0.0001,0.0001,-0.0006,-0.0007,0.0022,0.0005,-0.0005,0.0004,-0.0013,0.0001,-0.0,-0.0,-0.0013,0.0,-0.0005,-0.0003,-0.0001,0.0002,-0.0006,-0.0001,0.0002,-0.0003,-0.0007,0.0007,-0.0004,-0.0002,0.001,-0.0005,-0.0044,-0.0002,-0.0006,0.0029,-0.0001,-0.0008,-0.0003,-0.0,0.0002,0.0002,-0.0011,0.0015,-0.0002,-0.0008,0.0027,0.0009,-0.002,-0.0,0.0041,-0.0002,-0.0008,0.0001,-0.0004,-0.0004,-0.0034,0.0002,-0.0012,0.0003,0.0003,-0.002,0.0001,-0.0002,-0.0002,-0.0006,0.0017,-0.0001,-0.0004,0.0007,0.0001,-0.0001,-0.0018,0.001,0.0014,0.0007,0.0,0.0004,-0.0,-0.0002,-0.0018,-0.0021,-0.0008,0.0001,-0.0001,0.001,0.0001,-0.0001,-0.0023,0.0001,-0.0015,0.0003,-0.0,-0.0002,-0.0005,-0.0003,-0.0004,-0.0004,0.0015,0.0008,0.0,-0.0004,0.0006,-0.0002,-0.0022,-0.0005,-0.001,0.0011,-0.0,0.0004,-0.0002,-0.0,-0.0038,-0.0005,-0.0007,0.0005,0.0003,0.0021,0.001,0.0,-0.0018,-0.0018,-0.0025,0.0002,0.001,0.0003,-0.0005,-0.0001,-0.0021,-0.0011,-0.001,-0.0004,0.0002,0.0014,0.0002,-0.0001,-0.0027,-0.0003,-0.0008,0.0001,-0.0001,0.0007,-0.0019,0.0007,0.0012,0.0246,-0.0003,-0.0002,0.0012,0.0,-0.0006,-0.0003,-0.0015,-0.0004,-0.0001,0.001,-0.0002,0.0001,0.0009,0.0001,-0.0042,-0.0002,0.0125,0.0009,-0.0001,-0.0002,0.0007,0.0003,-0.0018,0.0003,0.0018,0.0009,-0.0013,-0.0006,-0.0008,0.0,-0.0037,0.0003,0.0002,0.0014,-0.0001,0.0042,0.0005,0.0003,-0.0016,-0.0016,0.0003,-0.0006,0.0003,0.001,0.0004,-0.0002,0.0003,-0.0001,-0.0004,0.0008,-0.0011,0.0002,0.0001,-0.0002,-0.0006,-0.0008,-0.002,0.0006,-0.0005,0.0006,0.0003,-0.0003,0.0008,-0.001,-0.0008,0.0003,-0.0006
{0: [3]},-0.0003,0.0006,0.0001,0.0001,-0.0001,-0.001,-0.0005,-0.0001,-0.0003,0.0003,0.0,0.0004,0.0001,0.0008,-0.0008,0.0007,-0.0001,-0.0,-0.0003,0.0019,-0.0006,0.0005,-0.0003,0.0001,-0.0001,0.0001,0.0001,0.0002,0.0001,-0.0004,-0.0002,0.0002,-0.0003,-0.0022,-0.0013,-0.0013,-0.0001,-0.0009,0.0002,-0.0007,0.0005,0.0009,0.0001,0.0016,-0.0002,-0.001,0.0028,0.0002,0.0005,0.0012,0.0003,-0.0008,-0.0,-0.001,-0.0008,0.0005,-0.0003,0.0008,-0.0001,0.0018,0.0,-0.0001,-0.0,0.0004,-0.0004,0.0009,0.0,0.0053,0.0001,-0.0007,0.0051,0.0005,0.0003,0.004,-0.001,0.0037,0.0001,0.0004,0.0004,0.0009,0.0,0.0021,-0.0002,0.0018,-0.0,0.0,0.0002,0.0001,-0.0002,0.0027,-0.0,0.0014,-0.0005,0.0074,0.0033,0.0005,-0.0002,-0.0004,-0.0001,-0.0006,0.0,0.0007,0.001,0.0001,0.0004,-0.0012,0.0,0.001,-0.0024,-0.0004,-0.0005,0.0004,0.0002,-0.0001,0.0001,0.0005,0.0003,-0.0031,-0.0001,0.0004,-0.0002,0.0006,0.0002,0.0036,-0.0001,0.0003,-0.0003,0.0,-0.0004,0.0045,-0.0001,0.0004,-0.0001,0.0004,-0.0004,0.0005,0.0002,0.0021,-0.0001,0.0039,-0.0001,0.0007,0.0001,-0.0008,0.0017,0.0028,0.0,0.0063,-0.0002,0.0014,-0.0009,0.0,-0.0,0.0008,-0.0,0.0025,0.0002,-0.0003,0.0004,0.0001,-0.0004,0.0013,0.0,0.0003,0.0001,-0.0007,0.0,0.0,-0.0,0.0001,0.0001,-0.0024,0.0039,-0.0001,0.0036,-0.0069,-0.0002,-0.0016,-0.0001,-0.0001,-0.0001,-0.0006,-0.0005,-0.0002,-0.0,0.0019,0.0,0.0136,0.0001,-0.0003,0.0024,0.0006,-0.0,0.0004,0.0,0.0004,-0.0001,0.0003,0.0004,-0.0,0.0002,-0.0011,-0.0002,0.0051,0.0004,0.0008,0.0064,0.0004,-0.0002,0.1491,0.0,-0.0003,-0.0012,-0.0003,-0.0002,-0.0001,-0.0003,0.0002,0.0003,0.0009,0.0,-0.0009,-0.0004,-0.0015,0.0002,0.0,0.0,0.001,-0.0002,-0.0021,0.0001,-0.0,0.0001,0.0006,0.0,0.0017,-0.0001,-0.0012,-0.0002,-0.0003
{0: [4]},0.0004,-0.0001,0.0001,-0.0003,-0.0002,0.0004,-0.0004,-0.0001,0.0006,-0.0005,0.0002,-0.0008,-0.0002,0.0004,0.0002,-0.0003,-0.0002,0.0005,-0.0002,-0.0006,0.0001,0.0006,0.0005,-0.0001,0.0004,-0.0002,0.0,-0.0009,-0.0001,0.0007,0.0001,-0.0,-0.0008,-0.0015,-0.0006,-0.0004,0.0008,0.0002,0.0002,-0.0002,0.0002,-0.0007,0.0,-0.0013,0.0003,0.0002,-0.0004,0.0,0.0016,-0.0001,0.0,-0.0005,0.0003,0.0002,-0.0008,-0.0001,-0.0001,0.0006,-0.0002,-0.0003,0.0001,0.0004,-0.0005,-0.0002,0.0005,0.0002,-0.0001,-0.0007,-0.0002,0.0009,-0.0018,-0.0002,0.0006,-0.0008,-0.0001,-0.0013,-0.0006,0.0011,0.0,-0.0001,-0.0002,0.0001,-0.0004,-0.0011,0.0008,0.0008,-0.0001,-0.0001,-0.0001,0.0002,0.0001,-0.0005,0.0002,0.0011,0.0008,-0.0001,-0.0001,-0.0005,0.0001,0.0002,-0.0002,0.0011,-0.0001,-0.0002,0.0002,-0.0005,-0.0,-0.0001,-0.0031,0.0006,-0.0002,-0.0002,0.0012,-0.0003,0.0,-0.0002,0.0008,0.0012,-0.0002,-0.0001,0.0008,-0.0002,-0.0003,-0.0011,0.0001,0.0004,0.0,-0.0,0.0001,-0.0001,-0.0005,-0.0,-0.0002,0.0011,-0.0013,-0.0002,0.0006,0.0,-0.0005,-0.0,0.0001,0.0011,-0.0005,-0.0,0.0022,0.0014,-0.0005,-0.0013,0.0006,0.0001,0.0003,-0.0005,-0.0002,-0.0007,0.0001,-0.0019,0.0006,-0.0002,-0.0,0.0,-0.0004,-0.0006,0.0,-0.001,0.0003,0.0003,0.0001,-0.0001,-0.0004,-0.0015,0.0001,0.0038,-0.003,0.0012,-0.0034,-0.004,-0.0002,-0.0003,-0.0002,0.0001,0.0001,0.0005,0.0001,-0.0002,0.0002,-0.0032,-0.0001,-0.0012,-0.0006,0.0006,0.0001,-0.0001,0.0006,-0.001,0.0001,-0.0005,-0.0004,0.0007,0.0005,-0.0001,0.0001,0.0016,0.0,-0.0008,-0.0,0.0014,0.0,-0.0004,0.0007,0.0005,0.0002,-0.0005,0.0011,-0.0002,0.0002,0.0001,-0.0006,0.0,-0.0,-0.0003,0.0001,-0.0,-0.0002,-0.0003,-0.0001,-0.0003,-0.0001,-0.0003,-0.0002,0.0006,-0.0004,-0.0002,-0.0001,0.0001,-0.0001,-0.0002,-0.0,0.0002,0.0001,-0.0001
{0: [5]},0.0007,0.0002,0.0012,0.0002,0.0001,-0.0004,-0.0017,0.0,-0.0009,0.0004,-0.0004,-0.0024,-0.0001,0.0003,-0.0022,-0.0003,-0.0009,-0.0004,-0.0005,-0.0007,-0.0015,0.0003,0.0001,0.0001,0.0003,-0.0002,0.0,0.0002,-0.0,0.0001,0.0005,0.0,-0.0021,0.0003,0.0026,-0.0035,0.001,-0.0005,-0.0022,-0.0004,-0.0006,0.0002,0.0001,0.0004,-0.0005,0.0005,0.0118,0.0001,-0.001,-0.0012,-0.0002,-0.0009,-0.0008,0.0003,0.0024,-0.0003,-0.0003,0.0005,-0.0011,0.0027,-0.0003,0.0013,0.0001,0.0003,-0.0018,0.0003,-0.0008,-0.0009,-0.0001,0.0002,0.0067,-0.0,-0.003,0.0003,-0.001,-0.0018,0.001,-0.0,-0.0009,-0.0001,-0.0001,-0.0,0.0002,0.004,0.0,0.0008,-0.0001,-0.0002,-0.0024,-0.0004,-0.0003,-0.0023,-0.0,0.0005,0.0017,-0.0004,-0.0,-0.0003,0.0002,-0.0018,0.0004,0.0002,0.0024,-0.0,0.0009,0.0006,0.0023,-0.0021,-0.0004,-0.0,-0.001,-0.0,-0.0008,0.0,0.0002,-0.0009,0.0001,-0.0013,0.0003,-0.0001,-0.0014,-0.0009,0.0002,0.0016,0.0001,0.0008,-0.0008,0.0001,-0.001,0.0077,-0.0001,0.001,-0.0001,0.0006,-0.0016,-0.0,-0.0011,-0.0003,-0.0004,-0.0005,-0.0007,0.0014,0.0013,-0.0003,0.0002,0.0002,0.0013,-0.0027,-0.0005,0.0025,-0.0007,-0.0003,-0.0004,-0.0005,-0.0002,-0.0031,0.0001,0.0002,0.0015,0.0001,0.0009,0.0003,0.0002,0.0016,-0.0005,0.0001,0.0001,0.0,-0.0006,0.0004,-0.0003,-0.0006,0.0071,-0.0001,-0.003,-0.0066,-0.0013,-0.0007,0.0001,0.0005,-0.0002,0.0005,0.0028,-0.0002,-0.0002,0.0024,-0.0005,-0.0019,-0.0001,0.0005,-0.0007,-0.0002,-0.0012,0.0,0.0004,-0.0018,0.0003,0.0011,0.0003,-0.0006,-0.0001,-0.0024,-0.0007,0.0009,0.0002,0.0009,0.0008,-0.0004,0.0026,-0.001,-0.0007,-0.0007,-0.0008,0.0017,0.0014,0.0001,-0.0009,0.0002,0.0047,-0.0004,-0.0001,-0.0005,-0.0028,-0.0002,-0.0005,0.001,0.0003,0.0018,-0.0007,0.0004,-0.0033,-0.0003,-0.001,0.0001,0.0011,0.001,-0.001,-0.0003,-0.0033,-0.0004
{0: [6]},0.0011,0.0042,0.0005,-0.0003,-0.0007,0.0,0.0121,-0.0003,-0.0018,-0.0003,0.0019,0.0004,-0.0007,0.0001,-0.0013,0.0014,-0.0008,-0.0006,0.0026,-0.0018,-0.0013,0.0003,0.001,-0.0011,-0.001,-0.0005,0.0005,0.0001,-0.0001,-0.0002,0.0003,0.0,-0.0007,-0.0015,0.0033,0.0001,0.0018,-0.0003,-0.0025,-0.0023,-0.0016,0.0018,0.0,0.0018,-0.0004,-0.0002,0.0225,0.0012,0.0002,-0.002,0.0003,0.0008,-0.0005,-0.0002,0.0055,-0.0009,-0.001,-0.0024,0.0006,-0.0008,-0.0008,-0.0004,-0.0044,-0.0007,-0.0028,-0.0005,0.0003,0.0045,-0.0004,-0.0003,0.0006,0.0008,-0.0011,0.0014,-0.0001,-0.0072,-0.0017,-0.0,0.0,-0.0008,-0.0006,0.0007,0.0009,-0.0014,-0.0001,-0.0002,-0.0019,-0.0007,-0.0025,-0.0009,0.001,-0.002,-0.002,-0.0002,-0.0005,0.0019,-0.0014,0.0001,0.0003,-0.0004,-0.0005,-0.0001,0.0002,0.0003,-0.0005,0.0005,-0.0001,-0.0026,-0.0006,-0.0004,0.0044,0.0001,-0.0022,0.0008,0.0003,-0.0028,-0.0005,-0.0012,0.0006,0.0002,-0.0011,0.0009,0.0007,-0.0021,-0.0001,0.0001,-0.003,-0.0009,-0.0014,0.0022,0.0017,-0.0003,-0.0003,-0.0004,-0.0052,-0.0006,0.0001,0.0024,0.0014,-0.0027,-0.0004,-0.0003,-0.0051,-0.0019,0.0004,0.0034,0.0007,-0.0016,-0.0027,-0.0023,-0.0032,-0.0014,-0.0011,0.0028,0.0001,-0.0024,-0.0007,-0.0007,0.0016,0.0002,-0.0012,0.0008,0.0008,-0.0023,-0.0006,-0.0002,0.0008,0.0001,0.0008,-0.0013,0.0011,-0.0017,0.006,-0.0001,-0.0014,-0.0085,-0.0014,-0.0033,0.0005,-0.0008,-0.0002,0.0,-0.0004,-0.0004,0.0001,0.0016,0.0009,0.0014,-0.0009,-0.0004,-0.0046,-0.0006,-0.0002,0.0008,0.0011,-0.0018,-0.0011,-0.0002,-0.0014,-0.0026,-0.0016,0.0033,0.0013,-0.0003,-0.0007,0.0005,0.0059,-0.0007,-0.0008,0.0041,0.0015,0.0016,-0.0001,0.0014,-0.0056,-0.0002,-0.0002,-0.0,0.0012,0.0003,0.0002,0.0001,-0.0029,-0.0029,-0.0001,0.0002,0.0013,0.0002,-0.0004,0.0001,-0.0044,-0.0014,0.0,-0.0001,0.0006,0.0005,-0.0004,0.0001,-0.0014,-0.0013
{0: [7]},0.0011,-0.0001,-0.0004,0.0008,0.0001,-0.0002,-0.0005,-0.0001,-0.001,-0.0003,-0.0005,0.0002,0.0001,-0.0,0.0003,0.0003,-0.0002,0.0001,-0.0008,0.0012,-0.0003,0.0003,0.0001,-0.0001,0.0011,-0.0001,-0.0,0.001,-0.0003,0.0,0.0001,0.0,-0.0029,-0.0001,-0.0022,0.0022,0.0007,0.0002,-0.0005,-0.0,-0.0003,-0.0003,-0.0002,0.0015,0.0008,-0.0001,0.0035,-0.0001,-0.0006,-0.0009,0.0001,0.0011,-0.0002,0.0001,-0.0008,-0.0002,0.0001,0.0007,-0.0006,0.0018,0.0002,-0.0001,-0.0011,0.0,-0.0009,0.0004,-0.0003,0.0006,0.0004,0.0008,-0.0013,-0.0002,-0.002,0.0,0.0009,0.0014,0.0001,0.0008,-0.0002,0.0006,0.0001,0.0029,-0.0006,0.0014,0.0001,0.0005,0.0001,-0.0004,-0.0013,0.001,-0.001,0.0007,-0.0001,-0.0009,0.0007,-0.0002,0.0009,-0.0005,-0.0001,0.0013,0.0007,0.0002,-0.0003,-0.0001,0.0004,-0.0004,-0.0,0.0023,0.0014,0.0001,-0.0008,0.0002,-0.0012,-0.0004,-0.0001,0.0017,0.0007,-0.0002,-0.0004,0.0003,-0.0003,0.002,-0.0003,0.0021,0.0005,0.0004,0.0002,-0.0001,0.0002,0.002,-0.0006,0.0012,0.0009,0.0009,0.0001,0.0001,0.0008,0.0007,-0.0008,0.0027,0.001,0.0007,0.0001,-0.0003,-0.0005,0.0015,-0.0006,0.0036,0.001,-0.0001,0.0001,0.0007,0.0005,0.0004,-0.0003,0.0033,-0.0003,-0.0001,-0.0002,0.0001,0.0005,0.0002,-0.0001,0.0024,-0.0003,0.0,-0.0002,-0.0003,0.0011,0.0011,-0.0002,-0.0016,-0.0012,-0.0002,0.0004,0.0006,-0.0002,0.0006,-0.0004,-0.0005,0.0007,0.0001,-0.0001,-0.0004,-0.0007,-0.0034,-0.0001,-0.0012,-0.0003,0.0004,-0.0008,0.0004,-0.0004,-0.0005,-0.0001,0.0017,0.0,0.0009,0.0006,-0.0,-0.0009,0.0029,-0.0004,0.0022,0.0011,0.0007,0.0005,0.0001,-0.0007,-0.003,0.0006,0.0012,-0.0033,0.0012,-0.0002,0.0003,-0.0003,0.0001,-0.0003,0.0004,0.0009,-0.0,-0.0006,-0.0005,-0.0011,0.0001,-0.0004,0.0013,-0.0004,0.0004,-0.0009,0.0002,-0.0003,-0.0003,-0.0002,0.0011,-0.0011,-0.0,-0.0004,0.0
{0: [8]},0.0011,-0.0002,-0.0005,0.0044,-0.0007,0.0001,-0.0004,0.0004,0.0014,0.0001,-0.0015,0.0044,-0.0007,0.0008,0.0008,0.0008,-0.0005,-0.0008,-0.0004,0.0012,0.001,0.0006,0.0001,0.0002,-0.0003,-0.0004,-0.0002,-0.0011,0.0004,-0.0001,0.0001,0.0006,0.0008,0.0008,-0.0032,-0.0004,0.0015,-0.0004,-0.0002,0.0013,-0.0001,-0.0002,0.0,0.0017,0.0016,0.0001,-0.0005,0.0017,0.0003,0.0004,-0.0003,0.0001,-0.0005,0.0001,0.0,-0.0003,0.0002,-0.002,-0.0014,0.0037,-0.0002,0.0005,0.001,-0.0009,0.0006,-0.0002,-0.0005,0.0011,-0.0001,0.001,-0.0014,0.0009,0.0019,0.0011,-0.0028,0.0005,-0.0007,0.0002,0.0003,-0.0005,0.0,-0.0012,-0.0009,0.0062,0.0005,0.0005,0.0,-0.0011,0.0004,-0.0003,-0.0006,0.0064,0.0016,0.0018,0.001,0.0,-0.0005,-0.0002,-0.0003,-0.0009,0.0009,-0.0001,0.001,0.0004,0.0003,-0.0001,-0.0004,0.0001,-0.0038,-0.0001,-0.0002,0.0005,-0.0019,-0.0,-0.0004,-0.0013,0.0014,-0.0003,-0.0001,0.0009,0.0003,-0.0016,-0.0008,0.0071,-0.0001,0.0006,0.0007,-0.0002,0.0004,-0.0002,-0.0006,0.0028,0.0003,0.0004,0.0005,-0.0006,0.0012,-0.0004,-0.0007,0.0052,-0.0007,0.0007,-0.0009,-0.0011,-0.0008,-0.0006,-0.0003,0.0118,-0.0011,0.0013,0.0001,-0.0014,0.0012,-0.0003,-0.0008,-0.0017,-0.0004,-0.0003,0.0002,0.0018,-0.0001,-0.0003,-0.0003,-0.0009,-0.0003,-0.0,0.0003,0.0008,0.0303,-0.0016,0.0001,-0.0024,-0.0026,0.0007,-0.0033,-0.0081,0.0005,-0.0015,-0.0006,0.0018,-0.0006,0.0001,0.0006,0.0,-0.0001,0.0016,-0.0004,0.0191,-0.0005,0.0006,-0.0039,0.0008,0.0009,0.0003,-0.001,0.0007,-0.0007,0.001,0.0009,0.0008,0.0003,-0.0005,-0.0004,-0.0055,0.0001,0.0002,-0.0001,0.0003,-0.0008,0.0,-0.0001,0.0011,0.0013,0.0006,-0.0049,0.0002,0.0,0.0001,-0.0004,-0.0003,0.0001,0.0001,0.0008,0.0006,-0.0003,0.0003,-0.0004,-0.0003,-0.0004,0.0007,0.0007,0.0004,-0.0002,0.0002,-0.0001,0.0003,-0.0014,0.0001,0.0001,-0.0003
{0: [9]},0.0006,0.0007,0.0,-0.0009,0.9324,0.0004,-0.0002,-0.0001,-0.0067,0.0006,-0.001,-0.0032,0.001,0.0012,-0.0005,-0.0005,-0.0045,0.0004,-0.0005,-0.0032,0.8894,0.0006,-0.0007,-0.0008,0.0018,-0.0015,-0.0001,-0.0022,0.0142,0.0001,0.0002,-0.0,-0.0008,-0.0011,-0.0017,-0.0019,0.9002,0.0005,-0.0014,-0.001,0.0046,-0.0022,0.0,0.0154,0.915,-0.0002,-0.0015,0.0002,-0.0044,-0.0006,0.0003,-0.0013,-0.0001,0.0002,0.0006,-0.001,-0.0016,0.0031,-0.0008,-0.0052,0.8549,0.0,-0.0006,-0.0008,-0.0031,0.0003,-0.0001,-0.0016,-0.0012,-0.0001,-0.0019,-0.0003,0.0461,0.0014,-0.0011,-0.0018,0.0066,0.0006,-0.0003,-0.0004,0.0,-0.0017,-0.0001,-0.0057,0.8529,-0.0006,0.0006,-0.0001,0.0005,-0.001,-0.0004,-0.0031,0.774,0.0021,0.0016,-0.0004,0.0018,-0.001,0.0004,-0.0006,0.0025,0.0006,0.0007,0.0001,0.0005,-0.0019,-0.0002,-0.0005,0.0018,0.0001,0.0001,0.0001,0.0012,-0.0019,-0.0,-0.0028,0.0048,0.0002,0.0004,-0.0003,-0.0022,-0.0011,-0.0003,-0.0065,0.8917,-0.0001,-0.0003,-0.0003,-0.0017,-0.0022,-0.0007,-0.0026,0.8677,-0.0008,-0.0006,-0.0009,-0.0033,0.0002,-0.0007,-0.0047,0.8688,-0.001,-0.0004,-0.0006,0.0018,-0.0011,-0.0007,-0.0064,0.8509,-0.0032,-0.0005,0.0008,0.0025,-0.0029,-0.0,-0.0021,0.9256,-0.0005,-0.0001,-0.0002,0.0014,-0.0025,0.0001,-0.0028,0.863,-0.0001,0.0001,0.0765,-0.0009,-0.0021,0.0006,-0.0033,0.0064,-0.0003,-0.0011,-0.0074,0.8568,-0.0008,-0.0003,-0.0018,0.9124,0.0,0.0001,-0.0003,0.0048,-0.0038,-0.0004,-0.0029,-0.0008,0.0004,-0.0041,-0.0004,0.0162,-0.0003,-0.0001,-0.0015,-0.0013,0.0005,0.0005,-0.0014,0.0132,-0.0031,-0.0,0.0035,-0.0,-0.0003,-0.001,-0.0004,0.0024,0.6421,0.0018,-0.0007,0.0262,0.0003,-0.0026,0.0007,0.8596,0.0001,-0.0001,-0.0009,0.0013,-0.0,-0.0013,-0.002,0.0001,0.0012,-0.0001,-0.0019,0.0003,-0.0001,-0.0014,-0.0012,-0.0035,0.0007,-0.0001,-0.0015,0.0033,0.0005,-0.0005,-0.0013
