,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9589773518153346,0.9706004958821483,0.9638404767428372,0.9119493823222364
Precision_0,0.9800492764087905,0.9829619536885771,0.9828524765399769,0.9376917297587147
Recall_0,0.9867031134728032,0.9893272994744047,0.9868579232901395,0.9949495292065877
F1_0,0.9833649394447054,0.9861343548561574,0.9848511273357415,0.9654724494123965
Precision_1,0.7038899571069368,0.8415545839869172,0.8091066955572972,1.0
Recall_1,0.6444240491092923,0.7587716658642273,0.7921732065479057,0.0
F1_1,0.6728456638363718,0.7980219954110294,0.8005504154724526,0.0
Precision_2,0.7415648488460647,0.8460257303580836,0.7686756289545675,1.0
Recall_2,0.7333333333333333,0.8150130975769483,0.7498362802881466,0.0
F1_2,0.7374261207421675,0.8302299013517233,0.7591390898618466,0.0
Precision_3,0.8217862581743259,0.8576514868943067,0.7605967651979922,1.0
Recall_3,0.7331255494285943,0.8085351234715895,0.697514584831775,0.0
F1_3,0.7749281973306301,0.8323693715188364,0.7276911147981091,0.0
Precision_4,0.6699693162144094,0.8087782340862423,0.7231150183637179,0.22308760490249352
Recall_4,0.6272508425613866,0.7585459797785267,0.6983148772267693,0.35580163697640826
F1_4,0.6479067030261838,0.7828571428571428,0.7104985998056873,0.27423185394092325
Avg_F1,0.7632943248760118,0.8459225531989778,0.7965460694547675,0.24794086067066395
