,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.8860913189902307,0.878603460992513,0.9153004014862646,0.7986936910295305
Precision_0,0.9655297230479154,0.9667928482931201,0.9714433318910223,0.8298711578529798
Recall_0,0.9763675813965776,0.9779907793111344,0.9811931412870215,0.9948739090612864
F1_0,0.9709184088171713,0.9723595753419447,0.976293895452163,0.9049123384962143
Precision_1,0.5856888270879784,0.5268311222920022,0.6778927956958584,0.24652087475149106
Recall_1,0.6029832817745014,0.4789870335022708,0.5867422497202659,0.005101033370631212
F1_1,0.5942102425438934,0.5017711700064641,0.6290326137290789,0.00999524419832499
Precision_2,0.5611182038300683,0.5102248962940108,0.7171753106497598,1.0
Recall_2,0.5262640692998175,0.49159764486320884,0.6991832993385468,0.0
F1_2,0.5431325424422172,0.5007380989431096,0.7080650286842062,0.0
Precision_3,0.5429651116374378,0.5495020230314348,0.6976435617972687,1.0
Recall_3,0.5039893288540869,0.5814951131750776,0.666716070119968,0.0
F1_3,0.5227517294388931,0.5650460657121483,0.6818292816423452,0.0
Precision_4,0.5905088415734392,0.5205566097406704,0.6803529609233253,0.23939055050577246
Recall_4,0.5519556087770487,0.46500312020374085,0.7178239530451502,0.24008702838542106
F1_4,0.5705817227641639,0.49121416067952733,0.6985863476887092,0.23973828360188457
Avg_F1,0.6403189292012679,0.6062258141366388,0.7387614334393005,0.23092917325928478
