,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9632726175234491,0.9644646385927802,0.9669334833978124,0.828449424559548
Precision_0,0.9853312529399445,0.9872534616191839,0.9866121334565082,0.8822315657170218
Recall_0,0.9902962693175099,0.9901001119089036,0.9915569663705756,0.9746372878703642
F1_0,0.9878075222533947,0.9886747377076736,0.9890783696096057,0.9261351751609823
Precision_1,0.8861765806210251,0.8813458211537314,0.8863558607798797,0.46118051131484916
Recall_1,0.8640486138745191,0.8573584029712163,0.8805876110890039,0.27606446478312774
F1_1,0.8749727161302238,0.8691866450948669,0.8834623206064967,0.34538194264377947
Precision_2,0.8744465135526588,0.8719072437372448,0.8925572742965359,0.4713742434780035
Recall_2,0.8674039045695614,0.8803753509679326,0.8744725218790536,0.2615224208988063
F1_2,0.8709109718049218,0.8761208358013848,0.8834223534485619,0.3364046783008158
Precision_3,0.8915777147996674,0.8799615640476014,0.891319212808539,0.4672407444126562
Recall_3,0.8590746690866874,0.8759902872139511,0.8738809447891884,0.2697178550113234
F1_3,0.8750244621450907,0.8779714348926965,0.8825139431869315,0.34200882235549634
Precision_4,0.8626784500339905,0.8787426553985486,0.8956819080021307,0.4518042922537305
Recall_4,0.8576899969960949,0.8598177630920196,0.8698975334601649,0.3170705250158539
F1_4,0.8601769911504424,0.8691772069150215,0.8826014443061658,0.3726323737797194
Avg_F1,0.8937785326968146,0.8962261720823287,0.9042156862315522,0.46451259844815873
