,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9589959538256005,0.9770776218375129,0.973388488407693,0.9006882497425478
Precision_0,0.9771624553939094,0.9901810210162906,0.9870370845742565,0.9262270979876176
Recall_0,0.9840494878858996,0.991860134969618,0.9924727920360426,0.9986670569230492
F1_0,0.9805938793169131,0.991019866750491,0.9897474751154077,0.9610840031176666
Precision_1,0.8749224331333831,0.8363561743303184,0.855353271156692,1.0
Recall_1,0.8952346840759976,0.8626084691402244,0.8092733992152776,0.0
F1_1,0.8849620187974765,0.8492794973311748,0.8316755481566377,0.0
Precision_2,0.8676230578404491,0.8897645907381652,0.8622071465389668,0.25129224652087473
Recall_2,0.8661105589859724,0.8442464034930514,0.8448166310953258,0.010296681275354764
F1_2,0.8668661486657263,0.8664080656757345,0.8534233048057933,0.019782765204870566
Precision_3,0.6950224639394655,0.825063037434538,0.8767500187167777,1.0
Recall_3,0.5668118340913109,0.8203030838703457,0.7527761261188873,0.0
F1_3,0.6244036291214871,0.8226761755106975,0.8100471229086508,0.0
Precision_4,0.7249312944824184,0.9171300600016902,0.8233355515416548,0.23912624400587967
Recall_4,0.673750736786954,0.8884340821271858,0.8508088283450128,0.3249557927827625
F1_4,0.6984046164290564,0.9025540373084057,0.8368467670504871,0.2755111956355762
Avg_F1,0.8110460584661319,0.8863875285153007,0.8643480436073954,0.2512755927916227
