,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9881798129644577,0.9906273483815302,0.9881493709816582,0.9166746395669236
Precision_0,0.9940021680316966,0.9951403194463087,0.9936731717109072,0.936534386371724
Recall_0,0.9954021499490345,0.9965734061054344,0.9956466283650481,0.9933070381050293
F1_0,0.9947016663933226,0.9958563472054494,0.9946589211779759,0.9640856348211466
Precision_1,0.9350565218799598,0.9425836540343095,0.9410067434996949,0.5696905308612358
Recall_1,0.9399736255148723,0.9410644221220064,0.9291796232681568,0.27063152239389154
F1_1,0.9375086263589052,0.9418234254197658,0.9350557858348215,0.36694554204101454
Precision_2,0.9446382802811079,0.9533188534570705,0.9419455811147883,0.5619808100972374
Recall_2,0.9307254924322651,0.9439221883706154,0.9413317258345688,0.2843643591456361
F1_2,0.9376302788583059,0.9485972509885144,0.9416385534314444,0.3776409879160942
Precision_3,0.9500264585262601,0.9574646085202014,0.9351418249933101,0.5743713803973316
Recall_3,0.923232680347759,0.9379851189997911,0.8985488614267119,0.2518199495395889
F1_3,0.9364379497795418,0.9476247686462967,0.9164802202935608,0.3501323889217844
Precision_4,0.9261896893588897,0.9565977133918021,0.9466179765955681,0.5422725140712945
Recall_4,0.9177582028947541,0.9411389089003864,0.9337382932739537,0.30286855720741374
F1_4,0.9219546695614987,0.9488053480790657,0.9401340246123919,0.3886624364415683
Avg_F1,0.9456466381903148,0.9565414280678184,0.9455935010700388,0.48949339802832165
