,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9592616688468925,0.9771572058782599,0.9733271695566256,0.9009831020902335
Precision_0,0.9770092389300298,0.9901283552022649,0.9871937917044762,0.9262270979876176
Recall_0,0.9845403927531143,0.9919380563771123,0.9923505528280357,0.9986670569230492
F1_0,0.9807603583236507,0.9910323796270729,0.9897654555222338,0.9610840031176666
Precision_1,0.8725237137563541,0.8377496555110315,0.8533795851078445,1.0
Recall_1,0.8970418247236377,0.8611269394200869,0.8090454715660258,0.0
F1_1,0.8846129146196577,0.8492774566473988,0.8306213697714262,0.0
Precision_2,0.871770004602538,0.8936700103770322,0.8636416871622413,0.2480180245307116
Recall_2,0.8640577396177845,0.841851447563499,0.8409879600514834,0.3353752912233826
F1_2,0.8678967393527799,0.866987139153852,0.8521642949120084,0.28515622294409776
Precision_3,0.703679728116845,0.8247283046857364,0.8746423927178153,0.22743538767395627
Recall_3,0.5590017195108232,0.8219583139151815,0.7566169026306908,0.009192151316952448
F1_3,0.623052122514777,0.8233409795162783,0.8113599352042531,0.017670136850885053
Precision_4,0.7255491654795195,0.9165164962864408,0.8196009315792786,1.0
Recall_4,0.6754535333027704,0.891021022987753,0.8527735935555701,0.0
F1_4,0.6996057150125069,0.9035889517073049,0.8358582616510464,0.0
Avg_F1,0.8111855699646744,0.8868453813303814,0.8639538634121935,0.25278207258252994
