,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9483969251857831,0.9479376861309805,0.9535864134821453,0.8183766073366918
Precision_0,0.9806424112692826,0.9813037973850329,0.9831066471444345,0.8790654583748208
Recall_0,0.9864546363244062,0.9846850258478719,0.9860352138724251,0.9782142511162581
F1_0,0.983539937042029,0.9829915039941448,0.9845687527823731,0.9259933812359629
Precision_1,0.8318073316283034,0.82337637967212,0.8428862041765267,0.39507737899242673
Recall_1,0.8027627854933193,0.7942062133877443,0.8351954847627197,0.1974346738629632
F1_1,0.8170270134481084,0.808528281026208,0.839023221023312,0.26329244475653374
Precision_2,0.8215548455804047,0.8134700551324081,0.8381660758905224,0.3625925592829091
Recall_2,0.7963037895241005,0.8175677349562748,0.8337778805420448,0.19975721941914334
F1_2,0.8087322620685028,0.8155137477142057,0.835966219572777,0.2575993951366001
Precision_3,0.8320922371525628,0.8257742635455023,0.8426815811861423,0.36928289102202144
Recall_3,0.8188622384704691,0.827236123805054,0.8237531803473063,0.22616900921374405
F1_3,0.8254242282138218,0.8265045472681428,0.8331098805013115,0.2805275977756331
Precision_4,0.8085140726015411,0.8184416638601764,0.8397752484252939,0.38146543208250466
Recall_4,0.8025754330336813,0.799261270681891,0.8331112647788028,0.24423605606247153
F1_4,0.8055338076032722,0.8087377605222177,0.8364299835325095,0.2978021130562196
Avg_F1,0.8480514496751468,0.8484551681049839,0.8658196114824566,0.4050429863921899
