,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9349080826073646,0.9518847066436583,0.9524096134042138,0.7974151277519552
Precision_0,0.9759727742524468,0.9819806503406548,0.9803552617517289,0.8185906321888142
Recall_0,0.9825469496696456,0.9846903550614396,0.9907045632494687,0.998591633886523
F1_0,0.9792488281731583,0.9833336359679603,0.9855027423355606,0.8996761328153312
Precision_1,0.7587925691518143,0.8406048480581149,0.8437648641112696,1.0
Recall_1,0.7673099880620772,0.8115797851173896,0.8529562939381881,0.0
F1_1,0.7630275100782351,0.8258373649734481,0.8483356832479944,0.0
Precision_2,0.7792572432562787,0.8430501420360705,0.8569098704919902,1.0
Recall_2,0.7428041311593846,0.8381360524112113,0.802325008620265,0.0
F1_2,0.7605941642778483,0.8405859153074079,0.8287195838085587,0.0
Precision_3,0.8302652448284008,0.8387626407018346,0.8389245564375709,1.0
Recall_3,0.8045996746053159,0.8395101093097218,0.7681276724469189,0.0
F1_3,0.8172309991903507,0.8391362085521074,0.801966675771647,0.0
Precision_4,0.735580246060271,0.828280463537399,0.8297687565984402,0.24917848748143556
Recall_4,0.7104152064350322,0.8266079236340577,0.8132071693201162,0.17779780381162177
F1_4,0.7227787493420718,0.8274433483958805,0.821404490594026,0.20752153566715525
Avg_F1,0.8085760502123328,0.8632672946393608,0.8571858351515573,0.2214395336964973
