,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.967862810969322,0.9726434943499184,0.9735149066554954,0.9750398781902552
Precision_0,0.9821412285092166,0.9826394002373017,0.9847567225790875,0.9750398781902552
Recall_0,0.9879986463383315,0.9912020598241341,0.9913986368365354,1.0
F1_0,0.9850612300867816,0.9869021573285319,0.9880665178766344,0.987362218816252
Precision_1,0.2401307596513076,0.38836399801093985,0.39001074409763353,1.0
Recall_1,0.19597032369530973,0.23812185578535494,0.3596981553940749,0.0
F1_1,0.21581465625786955,0.29522759489683414,0.37424164320551967,0.0
Precision_2,0.21354166666666666,0.43785794703607617,0.3689443239334779,1.0
Recall_2,0.14442626133747538,0.2481069536515685,0.28305550162261117,0.0
F1_2,0.1723116633850125,0.31673807584717256,0.3203427871862885,0.0
Precision_3,0.23362241972477063,0.37029856533540134,0.3421466086097769,1.0
Recall_3,0.19069767441860466,0.25142606406318563,0.22296328799180928,0.0
F1_3,0.20998888692038847,0.2994982228726741,0.2699868938401048,0.0
Precision_4,0.2535315734466134,0.32719897101019096,0.38198051251234066,1.0
Recall_4,0.19222903885480572,0.2536042944785276,0.2274795501022495,0.0
F1_4,0.2186650383099984,0.2857389726530436,0.2851466747841133,0.0
Avg_F1,0.3603682949920101,0.4368210047196513,0.44755690337853216,0.1974724437632504
