,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.8614582736834068,0.8734950323541202,0.8676472518085858,0.8223517818626047
Precision_0,0.91979546513764,0.9265248762775724,0.9257426753997559,0.8223517818626047
Recall_0,0.9569884595576769,0.953590158345604,0.9531389858047482,1.0
F1_0,0.9380234279586628,0.9398627075579475,0.9392410953450231,0.902517055211029
Precision_1,0.47195714409646916,0.5899138906402495,0.63279776485596,1.0
Recall_1,0.4542058025464412,0.4752104640645655,0.5625617477214221,0.0
F1_1,0.4629113573996469,0.5263859613969243,0.5956163192845857,0.0
Precision_2,0.5185642428741836,0.6012546372219657,0.5112644688200715,1.0
Recall_2,0.41675437596787496,0.506318421634812,0.45245262021760846,0.0
F1_2,0.4621182837263239,0.549717775246469,0.480064017071219,0.0
Precision_3,0.5621527329112288,0.5930582542766792,0.50706354957905,1.0
Recall_3,0.4179728245951139,0.5341065056272303,0.3889308262421082,0.0
F1_3,0.4794580935662387,0.5620407647451752,0.44020956072251066,0.0
Precision_4,0.5217871964079189,0.5460058963919697,0.5337937423674569,1.0
Recall_4,0.3907679962297556,0.49537954005566204,0.48437450244874825,0.0
F1_4,0.44687212092742096,0.5194621325702303,0.5078847816868725,0.0
Avg_F1,0.5578766567156587,0.6194938683033493,0.5926031548220421,0.1805034110422058
