,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9454886164080246,0.9506820372597301,0.9430173199526618,0.9221031609689057
Precision_0,0.9690609883053313,0.97038856749558,0.9710215546432271,0.9221031609689057
Recall_0,0.9818295082730756,0.9813576020565925,0.9771437609405262,1.0
F1_0,0.9754034634985007,0.9758422611676997,0.9740730381231435,0.9594731226643279
Precision_1,0.5399942877303808,0.6706764454312181,0.6154958169291339,1.0
Recall_1,0.48581447724421467,0.5570368355023504,0.6049365921492162,0.0
F1_1,0.5114735837046467,0.6085972850678733,0.6101705251442641,0.0
Precision_2,0.6533103599970672,0.6975035947542574,0.5910265944261482,1.0
Recall_2,0.5578214257766648,0.630127553016668,0.5224195946474685,0.0
F1_2,0.6018015888426438,0.6621059382657173,0.5546094223787726,0.0
Precision_3,0.6701649472287677,0.7082038423506145,0.5572962904938465,1.0
Recall_3,0.5236091342286032,0.6205056005940962,0.49531220991397984,0.0
F1_3,0.5878909473062526,0.6614605666787611,0.5244792477249085,0.0
Precision_4,0.5899937348966258,0.6365408937605397,0.5637890911409353,1.0
Recall_4,0.495713641149045,0.5449992480072191,0.5319747330425628,0.0
F1_4,0.5387601650933759,0.587223905751187,0.5474200637632711,0.0
Avg_F1,0.6430659496890839,0.6990459913862477,0.642150459426872,0.1918946245328656
