,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.8872436591671324,0.8801207029066518,0.9162263310508664,0.8072120423420905
Precision_0,0.9697567808827606,0.9702133444260472,0.9744686200939814,0.8392392134956782
Recall_0,0.9721399010690224,0.9741676585243342,0.9775576278404438,0.994168422891711
F1_0,0.9709468786782639,0.9721864805040014,0.9760106798482188,0.9101577944268862
Precision_1,0.5766417828798425,0.5267985014463887,0.6572525150710423,0.22341882111997055
Recall_1,0.6006223975454744,0.48689896997589305,0.5944685513916284,0.170221345605961
F1_1,0.5883878502666449,0.5060635050794953,0.6242859707345814,0.19322546619698688
Precision_2,0.5537978234040166,0.4954312375848847,0.7097922795436608,1.0
Recall_2,0.523778363369471,0.47417894345896044,0.69981253205525,0.0
F1_2,0.5383699475554666,0.48457218248607226,0.7047670783945285,0.0
Precision_3,0.5184143865763613,0.5280562633454782,0.6887311858710807,0.24422759345443626
Recall_3,0.5010765944885308,0.5775755786695376,0.6690340169129522,0.07062112556217333
F1_3,0.5095980644933423,0.5517069792707655,0.6787397274753151,0.10956136392718359
Precision_4,0.5628330106734739,0.49853451531116827,0.6636105289896488,1.0
Recall_4,0.5664089102680149,0.47801312057654677,0.7206748217687778,0.0
F1_4,0.5646152986822148,0.4880581973092986,0.6909664968158131,0.0
Avg_F1,0.6343836079351864,0.6005174689299266,0.7349539906536913,0.24258892491021133
