,layer0,layer1,layer2
Acc,0.9876644736842105,0.9969298245614036,0.999561403508772
Precision_0,0.9946532999164578,0.9986076301865775,0.9998886104149262
Recall_0,0.9928285523682455,0.9982740381938645,0.9996659056740353
F1_0,0.9937400884734162,0.9984408063258714,0.9997772456423678
Precision_1,0.5473684210526316,0.8912280701754386,0.9789473684210527
Recall_1,0.6190476190476191,0.910394265232975,0.9928825622775801
F1_1,0.5810055865921788,0.900709219858156,0.9858657243816255
