,layer0,layer1,layer2
Acc,0.9641741071428571,0.9635044642857142,0.9635602678571429
Precision_0,0.9850948509485095,0.9854028085735402,0.9824464153732446
Recall_0,0.9791845230806906,0.9774560117302052,0.9794301854353432
F1_0,0.9821307952103163,0.9814133235185866,0.9809359817969374
Precision_1,0.8782383419689119,0.8212435233160622,0.8756476683937824
Recall_1,0.7704545454545455,0.7220956719817767,0.7428571428571429
F1_1,0.8208232445520581,0.7684848484848484,0.8038049940546969
Precision_2,0.6278409090909091,0.6931818181818182,0.7471590909090909
Recall_2,0.8435114503816794,0.8591549295774648,0.8915254237288136
F1_2,0.7198697068403908,0.7672955974842768,0.812982998454405
Precision_3,0.7673956262425448,0.7455268389662028,0.7216699801192843
Recall_3,0.8109243697478992,0.8522727272727273,0.8231292517006803
F1_3,0.7885597548518897,0.7953340402969246,0.7690677966101694
Precision_4,0.7629796839729119,0.7471783295711061,0.7945823927765236
Recall_4,0.8284313725490197,0.8508997429305912,0.7945823927765236
F1_4,0.7943595769682728,0.795673076923077,0.7945823927765236
