,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9466169123812186,0.9474405219396311,0.9518572701229737,0.826553329373952
Precision_0,0.9819810135768531,0.9819745603434872,0.983409933518571,0.8824537581876938
Recall_0,0.9825696939254632,0.9827171076338462,0.9837648369167604,0.9796842070780419
F1_0,0.9822752655517161,0.9823456936672902,0.9835873532031177,0.9285305670138969
Precision_1,0.8128149427538683,0.8069948530779657,0.8221214650136366,0.3980463786531131
Recall_1,0.8003243480166558,0.7985623493315801,0.8376594345825115,0.21968880122726275
F1_1,0.8065212878262521,0.8027564571418501,0.8298177207714953,0.28311915722879655
Precision_2,0.8162306691718456,0.8117472408034144,0.8355300498202687,0.3918075422626788
Recall_2,0.7990379003590188,0.8123286702155882,0.8201103584882302,0.18650407654351556
F1_2,0.8075427856472586,0.8120378514318042,0.8277483990450052,0.252713939945841
Precision_3,0.8057680988816951,0.8131584680406082,0.8205333075781654,0.36592671388181286
Recall_3,0.8082446300508778,0.8101720814738926,0.8113789091666811,0.22698779280765424
F1_3,0.8070044644792164,0.8116625277798315,0.8159304320494519,0.28017832647462276
Precision_4,0.7858936335142058,0.8038312526904864,0.8243333676516009,0.38178836552117956
Recall_4,0.8040706545633227,0.8048637511745589,0.8282773424367031,0.22478254497806052
F1_4,0.7948782410465092,0.8043471705915546,0.8263006488731794,0.2829656317485811
Avg_F1,0.8396444089101905,0.8426299401224661,0.85667691078845,0.4055015244823476
