,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9799093418110676,0.9825937150642817,0.9821076718837339,0.9309041363890441
Precision_0,0.9915679035199083,0.9930248023783196,0.9914650513838248,0.9644613483737262
Recall_0,0.9918980210175152,0.9920822231791446,0.9934498877776277,0.974623357611729
F1_0,0.9917329347972134,0.9925532889984685,0.9924564772018004,0.9695157253700574
Precision_1,0.8654041021698872,0.878636226988983,0.8812294890877463,0.5798249189619363
Recall_1,0.8900508508076833,0.8927820602662929,0.8829712683952348,0.5367545325499075
F1_1,0.8775544551824326,0.8856526621628849,0.8820995189200833,0.5574590378083828
Precision_2,0.8978098173013427,0.9036422479303378,0.9101252876502174,0.619424201169216
Recall_2,0.8669276276169896,0.8951432923589216,0.8826561337631513,0.5480002833965072
F1_2,0.882098509560798,0.8993726920852427,0.8961802683163688,0.5815273574798414
Precision_3,0.8692912831523556,0.8839673108086915,0.8904289466005253,0.5894608073774348
Recall_3,0.8781155555555555,0.9018666666666667,0.8679822222222222,0.5568177777777777
F1_3,0.8736811383997665,0.8928272864069554,0.8790623143263535,0.5726744983315811
Precision_4,0.8741011752035225,0.8974971311602519,0.9074527252502781,0.6104210845198424
Recall_4,0.8618298796008558,0.9037899964083265,0.8917656979558692,0.5349251214141825
F1_4,0.8679221545114999,0.9006325716019701,0.8995408255688486,0.5701849293406794
Avg_F1,0.898597838490342,0.9142077002511044,0.9098678808666909,0.6502723096661083
