,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9418106309390721,0.9450779939910564,0.9521948365008385,0.8436386423979877
Precision_0,0.981465950149116,0.9837749297451931,0.9840853490196507,0.9233547223673646
Recall_0,0.9777262916313761,0.9786497636676593,0.9836255840004371,0.9501756782601568
F1_0,0.9795925518056174,0.9812056541369202,0.9838554127969021,0.9365732195285111
Precision_1,0.7937890484661018,0.7882961004172605,0.8293987816721109,0.46104396255480506
Recall_1,0.7961120680563856,0.8069040672127114,0.825623088550638,0.4103156747635955
F1_1,0.7949488611682733,0.7974915531003813,0.8275066282623823,0.4342031842868834
Precision_2,0.7766513529930105,0.8017923771663703,0.8240145758343332,0.4834981353542827
Recall_2,0.8053047103699104,0.8158609065909695,0.8224430054111594,0.42898075046571454
F1_2,0.7907185381000701,0.8087654657533042,0.8232280405780372,0.45461083248334894
Precision_3,0.7950420275632547,0.808945472098195,0.8229718642097706,0.4736498024101088
Recall_3,0.8051349856545336,0.811028725500363,0.8321321165612361,0.4194925507276435
F1_3,0.8000566764419217,0.8099857592888275,0.8275266414575455,0.44492921663970375
Precision_4,0.7825332074708381,0.7817655145326001,0.8259988468321802,0.479949485136973
Recall_4,0.7892651909279472,0.8121493420381516,0.8281053419021388,0.4199904791050359
F1_4,0.7858847827191008,0.7966678340921599,0.8270507530606354,0.44797258087915276
Avg_F1,0.8302402820469966,0.8388232532743187,0.8578334952311005,0.54365780676352
