,layer0,layer1,layer2
Acc,0.9931818181818182,0.9885416666666667,0.9993371212121213
Precision_0,0.9964405964405965,0.9965367965367965,0.9994227994227994
Recall_0,0.9966323486962378,0.9918613558023746,0.9999037536092397
F1_0,0.9965364633442371,0.9941935793464177,0.9996632186673081
Precision_1,0.7878787878787878,0.48484848484848486,0.9939393939393939
Recall_1,0.7784431137724551,0.6896551724137931,0.9647058823529412
F1_1,0.783132530120482,0.5693950177935942,0.9791044776119404
