,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states,layer0_bl_hidden_states,layer1_bl_hidden_states,layer2_bl_hidden_states
Acc,0.9740691489361702,0.9823803191489362,0.9730718085106383,0.8460771276595744,0.8125,0.8191489361702128,0.8101728723404256
Precision_0,0.9815649324047522,0.992129246064623,0.9855252274607114,0.8406098406098406,0.8284607256076083,0.8280542986425339,0.8261938202247191
Recall_0,0.9864141622066694,0.986002470152326,0.9810621655002059,0.9987649238369699,0.968299711815562,0.9794153972828324,0.9687114038699053
F1_0,0.9839835728952772,0.9890563700185835,0.983288632143594,0.9128880526810913,0.8929384965831435,0.8973972086005281,0.8917945802539322
Precision_1,0.9417989417989417,0.9427609427609428,0.9220338983050848,0.9754098360655737,0.5443786982248521,0.6296296296296297,0.525
Recall_1,0.9222797927461139,0.9671848013816926,0.9395509499136442,0.20552677029360966,0.15889464594127806,0.14680483592400692,0.14507772020725387
F1_1,0.9319371727748691,0.9548167092924126,0.93071000855432,0.33951497860199714,0.24598930481283424,0.23809523809523808,0.2273342354533153
Avg_F1,0.9319371727748691,0.9548167092924126,0.93071000855432,0.33951497860199714,0.24598930481283424,0.23809523809523808,0.2273342354533153
