,layer0,layer1,layer2
Acc,0.9959085051546391,0.9900773195876289,0.9904961340206185
Precision_0,0.9998706087856635,0.9941126997476871,0.9943067865691919
Recall_0,0.9960685743748389,0.995916780089442,0.9962403578142218
F1_0,0.9979659703612824,0.9950139221653824,0.9952726330786168
Precision_1,0.03225806451612903,0.0,0.03225806451612903
Recall_1,0.25,0.0,0.013888888888888888
F1_1,0.05714285714285715,0.0,0.019417475728155338
Precision_2,0.08333333333333333,0.0,0.25
Recall_2,1.0,0.0,0.1875
F1_2,0.15384615384615385,0.0,0.21428571428571427
Precision_3,0.0,0.0,0.0
Recall_3,0.0,0.0,0.0
F1_3,0.0,0.0,0.0
Precision_4,0.023255813953488372,0.0,0.06976744186046512
Recall_4,0.5,0.0,0.07894736842105263
F1_4,0.04444444444444444,0.0,0.07407407407407408
