,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states,layer0_bl_hidden_states,layer1_bl_hidden_states,layer2_bl_hidden_states
Acc,1.1084648058252426,1.1169599514563107,1.1023968446601942,1.045459142394822,1.0414138349514563,1.0414138349514563,1.0414138349514563
Precision_0,0.973189448441247,0.9823540818305216,0.9677988741532296,0.9094533534154337,0.9039238061797753,0.9039238061797753,0.9039238061797753
Recall_0,0.9852391357125516,0.983928137897548,0.9850449138140326,0.9968438941490653,1.0,1.0,1.0
F1_0,0.9791772228254313,0.9831404798292216,0.9763457419929253,0.951145497926753,0.9495377947854953,0.9495377947854953,0.9495377947854953
Precision_1,0.8428128231644261,0.8464749536178108,0.8309549945115258,0.6904761904761905,1.0,1.0,1.0
Recall_1,0.7446322521699407,0.8337140246687985,0.6916400182731841,0.06624029237094564,0.0,0.0,0.0
F1_1,0.790686393402862,0.8400460299194477,0.7549239591124408,0.12088370154230929,0.0,0.0,0.0
Avg_F1,0.790686393402862,0.8400460299194477,0.7549239591124408,0.12088370154230929,0.0,0.0,0.0
