,layer0,layer1,layer2
Acc,0.9405510355029586,0.953957100591716,0.9552514792899408
Precision_0,0.9633699633699634,0.9723789723789724,0.9721809721809722
Recall_0,0.9767138412124862,0.983872583391766,0.9847573204973927
F1_0,0.9699960127591707,0.978092013543119,0.9784287351168236
Precision_1,0.6549707602339181,0.5964912280701754,0.6432748538011696
Recall_1,0.6436781609195402,0.4396551724137931,0.7432432432432432
F1_1,0.6492753623188405,0.5062034739454094,0.6896551724137931
Precision_2,0.6971830985915493,0.6549295774647887,0.7183098591549296
Recall_2,0.5722543352601156,0.6,0.6296296296296297
F1_2,0.6285714285714286,0.6262626262626263,0.6710526315789473
Precision_3,0.5181347150259067,0.6683937823834197,0.7098445595854922
Recall_3,0.6993006993006993,0.6084905660377359,0.7172774869109948
F1_3,0.5952380952380952,0.6370370370370371,0.7135416666666666
Precision_4,0.6267942583732058,0.8229665071770335,0.7799043062200957
Recall_4,0.3608815426997245,0.7350427350427351,0.4752186588921283
F1_4,0.4580419580419581,0.7765237020316027,0.5905797101449275
