,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9647742422593459,0.9660037002775208,0.9718227947978452,0.9745639930347717
Precision_0,0.9784283299860053,0.9785514379254956,0.9823301479636087,0.9745639930347717
Recall_0,0.986908181034573,0.9880406067987423,0.991089780948027,1.0
F1_0,0.9826499614742799,0.9832731288682327,0.9866905232895214,0.9871181652987935
Precision_1,0.22997416020671835,0.16200236499802917,0.3357731015553522,1.0
Recall_1,0.13455965730124733,0.10356557893410609,0.23119566586871615,0.0
F1_1,0.16977982672283604,0.12635462301129813,0.2738397254141173,0.0
Precision_2,0.18890612878200155,0.1855963563905494,0.37887458273724367,1.0
Recall_2,0.1321394654727988,0.08845475512142179,0.21557454890788225,0.0
F1_2,0.15550411111998083,0.11980889378904815,0.27479463899697365,0.0
Precision_3,0.1354380721090977,0.16720109940448924,0.35957318300785185,1.0
Recall_3,0.10649236192714454,0.1072267920094007,0.26233842538190366,0.0
F1_3,0.11923361565660719,0.1306604617862896,0.30335456475583866,0.0
Precision_4,0.1501346034375647,0.24555403556771546,0.35095679621227066,1.0
Recall_4,0.09294871794871795,0.1841025641025641,0.22807692307692307,0.0
F1_4,0.11481510808456727,0.2104337631887456,0.27647835884684124,0.0
Avg_F1,0.30839652461165423,0.3141061741287229,0.4230315622606584,0.19742363305975869
