,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.8832042723090877,0.9041672965618521,0.9031779111955771,0.8227626797900829
Precision_0,0.9420359428306563,0.950234716316306,0.949578955212758,0.8227626797900829
Recall_0,0.957745421764475,0.9627039550557558,0.9668295039703128,1.0
F1_0,0.949825730684456,0.9564286961409508,0.9581265891931613,0.9027644562975535
Precision_1,0.5328238789883764,0.6596470702934581,0.7006782637070647,1.0
Recall_1,0.5358801610899921,0.6111784410403102,0.6788738755692725,0.0
F1_1,0.5343476498581358,0.6344884714119932,0.6896037559834223,0.0
Precision_2,0.5970037082001602,0.6768065950410608,0.6405104225844513,1.0
Recall_2,0.5427033438940525,0.6422543882040271,0.5501884412678869,0.0
F1_2,0.5685599789209576,0.6590779518944822,0.59192368736698,0.0
Precision_3,0.6727152505549521,0.6936044933841005,0.6501082574944111,1.0
Recall_3,0.5461091344089319,0.646762468560211,0.5664069688976137,0.0
F1_3,0.6028365492459993,0.669364982996639,0.6053781154467147,0.0
Precision_4,0.5438558297048863,0.6638424322797711,0.6590416837765808,1.0
Recall_4,0.5237374207976147,0.6296822586656727,0.635568082991676,0.0
F1_4,0.5336070631793801,0.6463112843257977,0.6470920741083322,0.0
Avg_F1,0.6378353943777858,0.7131342773539726,0.6984248444197221,0.1805528912595107
