,layer0,layer1,layer2
Acc,0.9453876201923077,0.9522235576923077,0.9637920673076923
Precision_0,0.9758797943851325,0.9791221826809016,0.9869513641755635
Recall_0,0.9699732746423518,0.975112231235725,0.9772905246671887
F1_0,0.9729175700713526,0.9771130928892747,0.9820971867007672
Precision_1,0.4276729559748428,0.39622641509433965,0.44654088050314467
Recall_1,0.4276729559748428,0.42,0.6698113207547169
F1_1,0.4276729559748428,0.4077669902912621,0.5358490566037737
Precision_2,0.38461538461538464,0.36538461538461536,0.5
Recall_2,0.4580152671755725,0.48717948717948717,0.6782608695652174
F1_2,0.41811846689895465,0.4175824175824176,0.5756457564575646
Precision_3,0.22535211267605634,0.5070422535211268,0.5422535211267606
Recall_3,0.29906542056074764,0.4022346368715084,0.5
F1_3,0.2570281124497992,0.4485981308411215,0.5202702702702704
Precision_4,0.40476190476190477,0.49047619047619045,0.5904761904761905
Recall_4,0.44041450777202074,0.6094674556213018,0.7425149700598802
F1_4,0.4218362282878412,0.5435356200527703,0.6578249336870027
