,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9419805058692007,0.9446862772498602,0.9524171150083846,0.8436373323085523
Precision_0,0.9815334427322826,0.9826425011118868,0.9839935071145738,0.9226364800261361
Recall_0,0.9779109860386328,0.9791131389852736,0.9838026283434879,0.950599163957269
F1_0,0.9797188659382385,0.9808746452400653,0.983898058471287,0.9364091158166028
Precision_1,0.7899497487437186,0.7971199802472619,0.8252219750967583,0.4700832520190172
Recall_1,0.8012795725384048,0.794415931381165,0.8282244173375048,0.39797693957183533
F1_1,0.7955743255034728,0.7957656586997667,0.8267204701960612,0.4310353032999876
Precision_2,0.7908108488656564,0.798590340450987,0.8253851079725355,0.480326533855046
Recall_2,0.7971524882462521,0.8171294242881221,0.8232325024394571,0.4290428457376031
F1_2,0.79396900567228,0.8077535218369235,0.8243073998738708,0.4532386235849764
Precision_3,0.7816152896635711,0.8046114534282516,0.8326744802300629,0.4731534582964474
Recall_3,0.8153410072937191,0.8136299215320267,0.8282346434373812,0.4249369145148467
F1_3,0.7981220260124775,0.8090955574939093,0.8304486276888418,0.4477508650519031
Precision_4,0.7876622654264468,0.7852934596166754,0.8242691242995072,0.4774585806252054
Recall_4,0.7824730524669319,0.8056207283484648,0.8302390424699921,0.4198969703152096
F1_4,0.7850590839115212,0.7953272322159141,0.8272433128356287,0.4468316070378579
Avg_F1,0.8304886614075979,0.8377633230973158,0.8585235738131379,0.5430531029582655
