,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states,layer0_bl_hidden_states,layer1_bl_hidden_states,layer2_bl_hidden_states
Acc,0.984375,0.9823803191489362,0.9847074468085106,0.9005984042553191,0.866688829787234,0.8912898936170213,0.8829787234042553
Precision_0,0.9929635761589404,0.9896949711459192,0.9893223819301848,0.9343393148450244,0.9001578531965272,0.911189358372457,0.9033009708737864
Recall_0,0.9876492383696994,0.9884726224783862,0.991766158913133,0.9431864965006176,0.939069575957184,0.9588307945656649,0.9575957184026348
F1_0,0.9902992776057792,0.9890834191555098,0.9905427631578947,0.9387420610530629,0.9192020955067499,0.9344032096288867,0.929656274980016
Precision_1,0.9493243243243243,0.9518900343642611,0.9650959860383944,0.7517985611510791,0.6877637130801688,0.7787610619469026,0.7621247113163973
Recall_1,0.9706390328151986,0.9568221070811744,0.9550949913644214,0.7219343696027634,0.5630397236614854,0.6079447322970639,0.5699481865284974
F1_1,0.9598633646456021,0.954349698535745,0.9600694444444444,0.7365638766519824,0.6191832858499525,0.6828322017458778,0.6521739130434783
Avg_F1,0.9598633646456021,0.954349698535745,0.9600694444444444,0.7365638766519824,0.6191832858499525,0.6828322017458778,0.6521739130434783
