,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.8870689805757407,0.8800001746785914,0.9163123602571269,0.807246104667412
Precision_0,0.9699657713754546,0.9690990130185996,0.9751473641713418,0.8392392134956782
Recall_0,0.9719389816442634,0.9746017099990173,0.9771912774762773,0.994168422891711
F1_0,0.970951373999628,0.9718425723276604,0.9761682509321655,0.9101577944268862
Precision_1,0.5771502164832278,0.5285011099314738,0.6588355167394468,0.22341882111997055
Recall_1,0.5971246986631602,0.48001753232522465,0.5951610782380014,0.170221345605961
F1_1,0.5869675740419995,0.5030939201139261,0.6253816925734024,0.19322546619698688
Precision_2,0.5455095990455187,0.4920860316196954,0.7067385396870505,1.0
Recall_2,0.5336911730895071,0.48111172028367793,0.7037387475019012,0.0
F1_2,0.5395356737379426,0.4865369997764364,0.705235453627067,0.0
Precision_3,0.5177594775207216,0.5342740947621147,0.6841905098836952,1.0
Recall_3,0.5038375384187953,0.5680251436906354,0.6716386809981073,0.0
F1_3,0.5107036465002486,0.5506329113924051,0.6778564950513268,0.0
Precision_4,0.5675746878128458,0.49841885870346414,0.6650023851168707,0.24656958414652455
Recall_4,0.5571676106240463,0.4782717390367324,0.7210627494590564,0.07079249316816234
F1_4,0.5623230016313213,0.48813750203463946,0.6918988671566417,0.11000227720252367
Avg_F1,0.6340962539822279,0.6000487811290135,0.7353081518681207,0.24267710756527938
