,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9491334117365652,0.955838383033009,0.9482140009567852,0.9262465615531813
Precision_0,0.9717674803001851,0.9743020097265913,0.9752003819865447,0.9262465615531813
Recall_0,0.9821140114084039,0.9827098523578758,0.9779404347352408,1.0
F1_0,0.9769133514840557,0.9784878698799376,0.9765684863568567,0.9617113198700018
Precision_1,0.6218913229905668,0.7291682815285637,0.6525418126528724,1.0
Recall_1,0.5310211689522034,0.6262148848355745,0.6571029157236054,0.0
F1_1,0.5728751481202198,0.6737814704723705,0.6548144217055292,0.0
Precision_2,0.5718360815417797,0.6254116717165064,0.5625924621345544,1.0
Recall_2,0.5864430966821262,0.677488405280057,0.5698180520870496,0.0
F1_2,0.5790474848527547,0.6504092886255437,0.5661822048918823,0.0
Precision_3,0.6335352422907489,0.7446104226786624,0.576417162543063,1.0
Recall_3,0.48128006693160424,0.6116572544098167,0.5132817402217109,0.0
F1_3,0.5470105788660407,0.6716172248803828,0.5430204683754379,0.0
Precision_4,0.6497839108347866,0.6914086687306501,0.5869623118923958,1.0
Recall_4,0.5416851020795146,0.5646292901839327,0.5571708488717527,0.0
F1_4,0.5908307480179249,0.6216206812567412,0.5716787185057881,0.0
Avg_F1,0.6533354622681992,0.7191833070229952,0.6624528599670988,0.19234226397400037
