,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.8849092421971434,0.9072184689649092,0.8977872619467466,0.8352156255510492
Precision_0,0.9308767338060172,0.9451994612157406,0.9435645208352477,0.8352156255510492
Recall_0,0.965604603866575,0.9687813905616777,0.9654248168729269,1.0
F1_0,0.9479227050011173,0.9568451508220437,0.9543695051003105,0.9102098019683807
Precision_1,0.5423822142685067,0.6427606795081384,0.6625730414974745,1.0
Recall_1,0.5186940494997367,0.5952474986835177,0.6605450236966824,0.0
F1_1,0.530273716794805,0.6180923413417176,0.661557478368356,0.0
Precision_2,0.6266933357577962,0.7120703764320786,0.5978637531085653,1.0
Recall_2,0.454248904412007,0.5734291080430987,0.48321196744538536,0.0
F1_2,0.5267159531587292,0.6352735038055084,0.5344582528517803,0.0
Precision_3,0.6531058020477816,0.6809838608413045,0.65077484047402,1.0
Recall_3,0.48305341456026385,0.6206118945844973,0.4805627545353573,0.0
F1_3,0.5553534806330535,0.6493977600901599,0.5528644169522371,0.0
Precision_4,0.5435390328368173,0.6952162358057502,0.6029018709431081,1.0
Recall_4,0.4465736519145727,0.5918549244112303,0.5954201090123753,0.0
F1_4,0.4903082539802025,0.6393852421072123,0.5991376336667816,0.0
Avg_F1,0.6101148219135815,0.6997987996333285,0.6604774573878931,0.18204196039367615
