,layer0,layer1,layer2
Acc,0.969598642172524,0.9752895367412141,0.9716952875399361
Precision_0,0.9880476017253027,0.989554643246895,0.9903341474822013
Recall_0,0.9804558580858086,0.9847952006619777,0.980399218026546
F1_0,0.984237090720849,0.9871691853080692,0.9853416405987435
Precision_1,0.5196451204055766,0.6273764258555133,0.5171102661596958
Recall_1,0.640625,0.7112068965517241,0.6868686868686869
F1_1,0.5738278516445066,0.6666666666666667,0.5900216919739696
