,layer0,layer1,layer2
Acc,0.9322916666666666,0.9449685534591195,0.9552869496855346
Precision_0,0.969253604749788,0.97264631043257,0.9818702290076335
Recall_0,0.963025387127357,0.9745060548119822,0.9748421052631578
F1_0,0.966129458388375,0.9735752944921999,0.9783435453200928
Precision_1,0.6149425287356322,0.5689655172413793,0.5459770114942529
Recall_1,0.66875,0.5380434782608695,0.7661290322580645
F1_1,0.6407185628742514,0.5530726256983239,0.6375838926174497
Precision_2,0.4,0.4810810810810811,0.4810810810810811
Recall_2,0.4868421052631579,0.6054421768707483,0.5741935483870968
F1_2,0.43916913946587544,0.5361445783132531,0.5235294117647059
Precision_3,0.27439024390243905,0.5914634146341463,0.6890243902439024
Recall_3,0.39473684210526316,0.42731277533039647,0.6384180790960452
F1_3,0.32374100719424465,0.4961636828644502,0.6627565982404692
Precision_4,0.5384615384615384,0.7104072398190046,0.7375565610859729
Recall_4,0.46303501945525294,0.7696078431372549,0.740909090909091
F1_4,0.497907949790795,0.7388235294117647,0.7392290249433107
