,layer0,layer1,layer2
Acc,0.9895833333333334,0.9892113095238095,0.9913194444444444
Precision_0,0.9961577223481985,0.9947089947089947,0.9969135802469136
Recall_0,0.9932797387262907,0.994333207404609,0.9942832014072119
F1_0,0.9947166488458393,0.9945210655582845,0.9955966534566271
Precision_1,0.5753968253968254,0.6428571428571429,0.6388888888888888
Recall_1,0.7038834951456311,0.6585365853658537,0.7666666666666667
F1_1,0.6331877729257641,0.6506024096385543,0.696969696969697
