,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9931872787051087,0.9950287683358624,0.9934164769853313,0.9279606095093577
Precision_0,0.986492478766586,0.9891575956733073,0.985410711855179,0.9266327872006156
Recall_0,0.9891241150518144,0.9883118437703068,0.9904322993262423,0.9884315469065289
F1_0,0.9878065441628526,0.988734538860281,0.987915124430723,0.9565350499768319
Precision_1,0.8747307968413496,0.8751783166904422,0.8898367952522255,0.49694749694749696
Recall_1,0.8611307420494699,0.8671378091872791,0.8477031802120142,0.14381625441696114
F1_1,0.8678774928774928,0.8711395101171459,0.8682591386174449,0.2230748150178131
Precision_2,0.8933011049723757,0.8768288533514801,0.9018759018759018,0.46845915201654603
Recall_2,0.8600398936170213,0.8567154255319149,0.8311170212765957,0.15059840425531915
F1_2,0.8763550135501355,0.8666554565327056,0.8650519031141869,0.22792452830188678
Precision_3,0.8575468363379286,0.8464309102815979,0.8548793662225423,0.46403242147923
Recall_3,0.8342503438789546,0.8889270976616231,0.8163686382393398,0.1574965612104539
F1_3,0.8457381906919993,0.8671586715867159,0.8351802990325418,0.23517329910141208
Precision_4,0.8656410256410256,0.8829891838741396,0.8892328861369109,0.4187234042553192
Recall_4,0.843437708194537,0.8974017321785477,0.8610926049300467,0.16389073950699534
F1_4,0.8543951408807153,0.8901371220882207,0.8749365374851921,0.23557577208522865
Avg_F1,0.8864344764326392,0.8967650598370138,0.8862686005360176,0.3756566928966345
