,layer0,layer1,layer2
Acc,0.915734649122807,0.9183662280701754,0.9268640350877193
Precision_0,0.9587486677951226,0.9474014168390696,0.9573067519277788
Recall_0,0.9456467969329706,0.9587615784798883,0.9589901400489858
F1_0,0.9521526632008218,0.9530476460757418,0.9581477065947168
Precision_1,0.6159895150720839,0.7160332022717344,0.7147225862822193
Recall_1,0.6818181818181818,0.6614205004035513,0.7060854553301683
F1_1,0.6472343355519853,0.6876442206838683,0.710377768128528
