,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,4.542893917624521,4.510416666666667,4.395863266283525,0.27684985632183906
Precision_0,0.946515812187454,0.9717476478584184,0.9425993297604611,0.847911622276029
Recall_0,0.9539740313379282,0.9411445829783939,0.9330003355791321,0.036158651488164384
F1_0,0.9502302873690672,0.9562013165831782,0.9377752696750926,0.06935951078210492
Precision_1,0.44640644361833953,0.1506482815394114,0.060903732809430254,1.0
Recall_1,0.35944125717136444,0.18258917435769517,0.0231978049388875,0.0
F1_1,0.39823131131684397,0.16508795669824086,0.03359826589595376,0.0
Precision_2,0.6858513189448441,0.18499874150515982,0.01733630080824646,0.03541684192815681
Recall_2,0.1592871066555277,0.2046783625730994,0.04121414647730437,0.7034252297410192
F1_2,0.2585310734463277,0.1943416181914331,0.024406332453825858,0.06743822834488006
Precision_3,0.24413489736070382,0.25545540796963945,0.3960429242119383,0.18052869116698905
Recall_3,0.2871308471653374,0.23216210390170294,0.25458072860530284,0.24143134296184524
F1_3,0.2638930163447251,0.2432523997741389,0.3099330796483401,0.2065848934796643
Precision_4,0.11158638646085177,0.2898842476094615,0.1852409638554217,0.0
Recall_4,0.15475883415011607,0.5942739231364457,0.22207892700541657,0.0
F1_4,0.12967365463583316,0.3896828752642706,0.2019941348973607,0.0
Avg_F1,0.40011186862255943,0.3897132333022523,0.3015414165141146,0.06867652652132986
