,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9800054150363331,0.9827491790106204,0.9817364798770263,0.9307975824482951
Precision_0,0.9918378120611384,0.993402023924416,0.9912111279149517,0.965031758881964
Recall_0,0.9916676468100949,0.9920496597363236,0.9932229157209498,0.9738986995035777
F1_0,0.9917527221363646,0.9927253812578682,0.9922160020586421,0.9694449544491236
Precision_1,0.8656745163267092,0.8795745130499102,0.8804812496617904,0.5855180286569044
Recall_1,0.8884157188291736,0.8974179289526171,0.877095574362568,0.5345444091064273
F1_1,0.8768977014755959,0.8884066349446347,0.8787851510459799,0.5588713237711462
Precision_2,0.8981256729874254,0.9078208241220599,0.913129863679011,0.6100061552666
Recall_2,0.8716390945481597,0.8873676006943214,0.879149101987318,0.5617095894293103
F1_2,0.8846841826140889,0.8974776969653542,0.8958173532464017,0.5848625122180624
Precision_3,0.8646501254530248,0.8846735634182388,0.891640473119061,0.5896617383512545
Recall_3,0.8822044444444445,0.9045688888888889,0.8724444444444445,0.5615466666666666
F1_3,0.8733390823815139,0.894510613984969,0.8819380172344077,0.5752608861935202
Precision_4,0.8743439819703394,0.8875768458214134,0.8991906857873065,0.6053843056941308
Recall_4,0.8663428955135313,0.9108484157596389,0.8900635570061058,0.5400783921795212
F1_4,0.8703250502008032,0.8990620640755898,0.8946038422903064,0.5708697159269102
Avg_F1,0.8993997477616732,0.9144364782456831,0.9086720731751475,0.6518618785117526
