,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9929422736469398,0.9948153768335862,0.993361153262519,0.9278815756196257
Precision_0,0.9861236596716728,0.9891886802143431,0.9851041941215981,0.9268865843779825
Recall_0,0.9892096172919731,0.9880553370498307,0.9906717055986867,0.9881237388419577
F1_0,0.9876642279684819,0.9886216838196922,0.987880105553495,0.9565260574658891
Precision_1,0.8770728190338861,0.867043847241867,0.8912962271199103,0.4965116279069767
Recall_1,0.8597173144876326,0.8664310954063604,0.8431095406360424,0.1508833922261484
F1_1,0.8683083511777302,0.8667373630258042,0.8665335028145996,0.23143631436314363
Precision_2,0.8940972222222222,0.8824130879345603,0.9027377521613833,0.4704641350210971
Recall_2,0.8560505319148937,0.8607047872340425,0.8331117021276596,0.14827127659574468
F1_2,0.8746603260869565,0.8714237630427466,0.8665283540802213,0.22548028311425683
Precision_3,0.8565836298932384,0.8500493258796449,0.8546511627906976,0.4513018322082932
Recall_3,0.8277166437414031,0.8889270976616231,0.8088033012379643,0.1609353507565337
F1_3,0.8419027632039174,0.8690536224575559,0.831095406360424,0.23726235741444868
Precision_4,0.8656614119259767,0.87268593699253,0.8948646773074254,0.42091836734693877
Recall_4,0.8414390406395736,0.8950699533644237,0.8590939373750833,0.16489007328447702
F1_4,0.8533783783783784,0.8837362275941457,0.8766145479265806,0.2369554810914313
Avg_F1,0.8851828093630928,0.8959145319879889,0.8857303833470642,0.37753209868983395
