,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9599219145169449,0.9595899721800708,0.9609809686393526,0.8385890870005058
Precision_0,0.9787781844732013,0.9802183798186926,0.9774830499534892,0.8807268155107529
Recall_0,0.9844527543457885,0.9810708177522683,0.9849069001169184,0.9746451382245799
F1_0,0.9816072684529488,0.9806444135373203,0.9811809325786454,0.9253089194470181
Precision_1,0.8105726872246696,0.7957291839099487,0.8257953568357695,0.36994027869940277
Recall_1,0.7733591981894601,0.7770772712576787,0.7762689945037181,0.180245716133204
F1_1,0.7915287888815354,0.7862926310624029,0.8002666444462961,0.24239130434782608
Precision_2,0.8156720119027938,0.7997796316700772,0.8061257216164208,0.3800383877159309
Recall_2,0.7788476716653512,0.802052091554854,0.7935280189423836,0.21878453038674034
F1_2,0.7968346253229974,0.8009142496847415,0.7997772651340387,0.2776998597475456
Precision_3,0.7782453868565878,0.7801507537688442,0.7812244897959184,0.35376044568245124
Recall_3,0.7738612586512152,0.7996137131820377,0.7701593433124094,0.20441010783840335
F1_3,0.7760471309821645,0.7897623400365631,0.7756524558275247,0.2591043558094461
Precision_4,0.7786859962985812,0.7902845464549599,0.8075507918733003,0.37366276107997964
Recall_4,0.7792869269949066,0.7758913412563667,0.7791325821886094,0.2264238308380923
F1_4,0.7789863457532978,0.7830218068535826,0.7930871956009427,0.28197981739548295
Avg_F1,0.8250008318785887,0.8281270882349221,0.8299928987174896,0.3972968513494638
