,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9602380500758725,0.9591789959534649,0.9612022635306019,0.838431019221042
Precision_0,0.9798017705927636,0.9802097821047752,0.9769698711500695,0.8783936553211472
Recall_0,0.9838633311109178,0.9806359973331015,0.9854093592679557,0.9760269008899325
F1_0,0.981828350473215,0.9804228433972381,0.981171467605688,0.9246401354784082
Precision_1,0.8043043043043043,0.7914606000659413,0.8216494845360824,0.3627878033602987
Recall_1,0.7793404461687682,0.776107339152926,0.7730358874878759,0.18849013902360168
F1_1,0.7916256157635468,0.7837087822396344,0.7966016991504248,0.24808510638297873
Precision_2,0.8084315942497173,0.8004105479235749,0.8159987019308779,0.382449425915801
Recall_2,0.7900552486187845,0.8001578531965272,0.793843725335438,0.2208366219415943
F1_2,0.7991377933897493,0.8002841806125671,0.8047687630020803,0.27999599719803864
Precision_3,0.7782615707144009,0.7744384198295895,0.7855365732293913,0.3475258918296893
Recall_3,0.7767584097859327,0.8046032512473845,0.7622726541123451,0.19443103170770965
F1_3,0.7775092637344934,0.7892327123460688,0.7737297827152426,0.24935493859015379
Precision_4,0.78524538918412,0.7929996832435857,0.8071983510385287,0.3872694824509221
Recall_4,0.7754283068374749,0.7728044451304213,0.7857694088593918,0.20095693779904306
F1_4,0.7803059718878621,0.7827718283436255,0.7963397465978413,0.2646072553602276
Avg_F1,0.8260813990497733,0.8272840693878267,0.8305222918142554,0.3933366866019614
