,xenc,layer0,layer1,layer2
Acc,0.8511416861826698,0.9342310694769711,0.9554669203747073,0.9496853044496487
Precision,0.34894970098927475,0.692557670287547,0.8079720761306235,0.7671143309911115
Recall,0.5178288410063197,0.7157562838433087,0.818108030979163,0.7947596184342368
F1,0.41693745398163384,0.7039659061506893,0.8130084629892618,0.7806923128697341
weights,"[[0.22012028098106384, -1.9537261724472046, -0.5303965210914612, -0.19797547161579132, -2.1057088375091553, 0.016678938642144203, -1.3761934041976929, 2.357970714569092, 0.396892249584198, 1.6593115329742432, -1.9959429502487183, 0.6251170039176941, -4.241295337677002, -2.3218185901641846, -2.259772539138794, -1.0143862962722778, 1.2837380170822144, -0.4427345395088196, -1.050842046737671, 0.6117755174636841, 0.7800359129905701, -0.9731683135032654, 1.2979310750961304, -1.7750533819198608, -1.9858981370925903, 0.11413271725177765, 0.6136216521263123, -1.0735807418823242, -0.3838619589805603, 0.7207671999931335, 2.9090518951416016, 2.9129574298858643], [-0.3623366951942444, 2.0693445205688477, 0.6660979986190796, 0.17692449688911438, 1.9930816888809204, -0.12700355052947998, 1.4972599744796753, -2.4598495960235596, -0.3569021224975586, -1.3974202871322632, 1.940798044204712, -0.891700267791748, 4.260008811950684, 2.3307127952575684, 2.1341679096221924, 1.0951529741287231, -1.0918562412261963, 0.4253435432910919, 1.0212169885635376, -0.5036814212799072, -1.0610307455062866, 0.9717643857002258, -1.1746234893798828, 1.830588459968567, 2.0275793075561523, -0.12758542597293854, -0.6975160837173462, 0.9500204920768738, 0.3635660707950592, -0.7867332696914673, -2.904677391052246, -2.9177517890930176]]","[[-0.4371069371700287, 0.5981193780899048, -0.22157321870326996, -0.034544482827186584, 1.1002978086471558, -0.16991223394870758, -0.21779310703277588, 0.3525402843952179, -0.4817624092102051, -0.5960090756416321, 0.6024261713027954, -0.550934374332428, -1.1818015575408936, -0.7046592831611633, 0.13545729219913483, -1.1636767387390137, -0.9625072479248047, -0.20446941256523132, 0.007546588312834501, 0.02188623510301113, 0.6296192407608032, 0.10761769860982895, -1.149429202079773, -0.5827597975730896, 0.9948237538337708, 0.9087901711463928, 0.09961793571710587, -0.04466542974114418, 0.02947971783578396, 0.3995131254196167, 0.2899722456932068, -0.17459729313850403], [0.3188605010509491, -0.4804888069629669, 0.26689523458480835, 0.06419502198696136, -1.0436222553253174, 0.20365764200687408, 0.19548313319683075, -0.5517706274986267, 0.2621399760246277, 0.6207408905029297, -0.6263606548309326, 0.5907888412475586, 1.120979905128479, 0.9648428559303284, -0.055184200406074524, 1.4007676839828491, 0.7093144655227661, -0.11149002611637115, -0.04909547045826912, 0.17261452972888947, -0.7986236214637756, -0.2875428795814514, 1.064327359199524, 0.5135787129402161, -0.7658334970474243, -1.0144094228744507, -0.027262341231107712, -0.034155432134866714, -0.21651023626327515, -0.167703777551651, -0.35549435019493103, 0.10956987738609314]]","[[-0.16878902912139893, 0.5834028720855713, 0.6920417547225952, -1.3002265691757202, 1.033715009689331, -0.6457103490829468, 0.1640901416540146, 0.03548772633075714, 0.01992461085319519, -0.5011390447616577, -0.06366517394781113, -0.8817235231399536, 0.7374079823493958, 0.4204048216342926, 0.296241819858551, -0.025838488712906837, -0.507993757724762, -0.6018242239952087, -0.02719983458518982, -0.1077926829457283, -0.26627135276794434, -0.19041134417057037, -0.13435962796211243, 0.3322674036026001, 0.16158032417297363, -0.08295858651399612, 0.3516233265399933, 1.0023099184036255, 1.2042537927627563, 0.3415723741054535, 0.1072969064116478, 0.16794192790985107], [0.2210060954093933, -0.6232578158378601, -0.7341208457946777, 1.1969980001449585, -0.7496246695518494, 0.4399523138999939, -0.2588660717010498, -0.10398761928081512, 0.17326553165912628, 0.49508771300315857, 0.10428333282470703, 1.058471441268921, -0.9670214653015137, -0.35860785841941833, -0.30592724680900574, -0.08562353253364563, 0.43548619747161865, 0.5169485211372375, -0.12285955995321274, 0.3261782228946686, 0.32720690965652466, 0.2356303334236145, 0.1308411806821823, -0.615961492061615, -0.15227392315864563, 0.07699722051620483, -0.2612914741039276, -0.8113446831703186, -1.2357591390609741, -0.11495774984359741, -0.36876747012138367, -0.37920641899108887]]","[[-0.5719469785690308, 0.7485499382019043, -0.8645605444908142, 0.015186876058578491, -0.8789987564086914, -0.08551695942878723, 0.17445668578147888, -0.3903454542160034, -0.12704609334468842, 0.10264741629362106, -0.5138081908226013, 0.12212208658456802, -0.015460332855582237, 0.319153368473053, -0.5162075757980347, -0.2326827347278595, -0.5878634452819824, -0.5087414383888245, -0.26728734374046326, 1.499528169631958, 0.033388346433639526, -0.18891236186027527, -0.020863676443696022, -0.17160922288894653, 0.1517166942358017, -0.3755926191806793, -0.5072608590126038, -0.6148651242256165, 1.394123911857605, -0.11684447526931763, -0.7006877064704895, -1.3102952241897583], [0.6985322833061218, -0.8336372971534729, 0.8646378517150879, -0.010896147228777409, 0.9149013161659241, 0.006477344781160355, -0.08504693955183029, 0.24230097234249115, 0.1409447342157364, -0.05720212683081627, 0.4164154529571533, -0.014854751527309418, -0.018275169655680656, -0.13088858127593994, 0.2073473036289215, 0.0546826608479023, 0.5930824279785156, 0.3226269483566284, 0.19994884729385376, -1.3515918254852295, -0.3306669592857361, 0.1395895928144455, 0.05142911896109581, 0.3877241909503937, -0.06997538357973099, 0.4226819574832916, 0.43898215889930725, 0.36659547686576843, -1.4627768993377686, 0.0390133410692215, 0.5632306933403015, 1.2052537202835083]]"
