,layer0,layer1,layer2
Acc,0.9932108626198083,0.9917132587859425,0.9946585463258786
Precision_0,0.9963486992240986,0.9957908616055581,0.9976672245042852
Recall_0,0.9967530820354117,0.9957908616055581,0.9969088882132361
F1_0,0.9965508496068984,0.9957908616055581,0.9972879121993258
Precision_1,0.7955271565495208,0.7348242811501597,0.805111821086262
Recall_1,0.7757009345794392,0.7348242811501597,0.8456375838926175
F1_1,0.7854889589905364,0.7348242811501596,0.8248772504091652
