,xenc,layer0,layer1,layer2
Acc,0.9065915300546448,0.9826551522248244,0.9797399492583919,0.9847653200624512
Precision,0.10473630151616112,0.29924723987955837,0.26755139214155615,0.3418032786885246
Recall,0.6675253708040594,0.6116445485297942,0.5819802237835027,0.6610981004423628
F1,0.18106333905233904,0.4018763705281421,0.3665775732256359,0.45062356671954423
weights,"[[-2.475250244140625, -0.8131477236747742, -2.2312357425689697, 1.337623119354248, -1.7519874572753906, -0.12555690109729767, -2.1078906059265137, 1.9002941846847534, 0.9631969332695007, 3.925433874130249, -3.0708389282226562, 2.0603272914886475, -5.007761478424072, -3.1347551345825195, -1.4651962518692017, -1.8273128271102905, 1.4252828359603882, -0.48821258544921875, -3.0857737064361572, -1.7706224918365479, 0.738639771938324, -0.9761106967926025, 2.384911298751831, -0.9633067846298218, -1.0002503395080566, 0.3787353038787842, 0.05073069781064987, -3.3097286224365234, 0.4778037369251251, -0.1836845427751541, 4.000254154205322, 5.046187877655029], [2.1713595390319824, 0.9854131937026978, 2.050229072570801, -1.351967453956604, 1.887757658958435, 0.2738047242164612, 2.150824785232544, -1.9665998220443726, -1.0360268354415894, -4.013200283050537, 3.042104721069336, -1.8767942190170288, 4.995201587677002, 3.1400134563446045, 1.1743555068969727, 1.6672255992889404, -1.638240098953247, 0.3454150855541229, 3.1114261150360107, 2.0341429710388184, -0.8782219886779785, 1.1300783157348633, -2.4221372604370117, 1.0692825317382812, 0.9428653717041016, -0.32716116309165955, -0.28332632780075073, 3.2809619903564453, -0.35452011227607727, 0.41265591979026794, -3.9596126079559326, -5.00575590133667]]","[[-0.29652097821235657, 0.20762808620929718, -1.0310595035552979, 0.2240506112575531, 0.2209894359111786, 0.6512549519538879, -2.983696460723877, 0.9932482242584229, -0.1695217788219452, -0.40659457445144653, -0.13271813094615936, 0.43732985854148865, -0.9440720081329346, 0.06278883665800095, 0.4353933334350586, 0.2658827006816864, -0.2554311156272888, 0.7032614350318909, -0.18388164043426514, -1.356881856918335, -0.23256590962409973, -0.009568344801664352, 0.27526605129241943, 0.20897284150123596, 1.1561262607574463, 0.3070913851261139, -0.33651840686798096, -0.4165648818016052, 0.24208001792430878, 1.2604103088378906, -0.6240201592445374, -0.578824520111084], [0.06744459271430969, -0.3977368474006653, 1.0704845190048218, -0.18131279945373535, -0.1296522319316864, -0.7366089820861816, 2.898995876312256, -0.81423419713974, 0.4237413704395294, 0.41639676690101624, 0.1951388120651245, -0.4404653012752533, 0.7784659266471863, 0.10180086642503738, -0.27724406123161316, -0.2533978521823883, 0.33137211203575134, -0.6657180190086365, 0.17221546173095703, 1.3654248714447021, 0.32266509532928467, 0.01541671622544527, -0.2986612915992737, -0.07622087001800537, -1.3625926971435547, -0.3595196306705475, 0.2193443924188614, 0.6729685068130493, -0.29904893040657043, -1.1141868829727173, 0.44021278619766235, 0.577299952507019]]","[[-0.12276539951562881, 0.22917208075523376, 0.35174259543418884, -2.3198349475860596, -0.8619964122772217, -0.8522047996520996, 0.2677551507949829, -0.11750266700983047, 0.27380576729774475, -0.2406429797410965, 0.11027871817350388, -1.1925876140594482, 0.5297959446907043, 0.12232635170221329, -0.013002371415495872, 0.3742316663265228, 0.5088648796081543, -0.20911762118339539, 0.28934937715530396, -0.20646706223487854, 1.2077593803405762, -1.4046818017959595, -0.48244374990463257, 0.5773510336875916, 0.43519291281700134, 0.6833115220069885, 0.7896435856819153, 0.2295418232679367, -0.1642223745584488, 1.0388243198394775, 0.19368159770965576, 0.43002063035964966], [0.023207668215036392, -0.17189516127109528, -0.3156558573246002, 2.2759532928466797, 0.9859285354614258, 1.0829051733016968, -0.21905644237995148, -0.04132359102368355, -0.47869646549224854, 0.14353226125240326, 0.02702900394797325, 1.3516343832015991, -0.4040640890598297, -0.37238234281539917, 0.008198189549148083, -0.10926821827888489, -0.4116654694080353, 0.28559058904647827, -0.21380871534347534, -0.14024627208709717, -0.9563887715339661, 1.3362271785736084, 0.4402095079421997, -0.45647233724594116, -0.3683561682701111, -1.0021865367889404, -0.7957571744918823, -0.2065146118402481, 0.4307975172996521, -0.9019547700881958, -0.06757287681102753, -0.3262864351272583]]","[[1.1540560722351074, 0.26161524653434753, -1.559125304222107, -0.5201352834701538, -0.16163070499897003, -0.23598617315292358, -0.027498571202158928, -0.7002971768379211, 0.3859691023826599, -0.39066848158836365, 0.09536996483802795, -0.8725054860115051, -0.40897640585899353, -0.2290540486574173, 0.6253116726875305, 0.024225790053606033, -0.40379372239112854, -0.3695152699947357, 0.1793789565563202, 0.6202270984649658, 2.141879081726074, -0.3018346130847931, 0.059379782527685165, 0.8835048079490662, -0.14210036396980286, -0.7581737637519836, -0.3244200348854065, 0.14072057604789734, 0.03533428907394409, -0.7408779859542847, 0.7867097854614258, -1.30354905128479], [-1.2407641410827637, -0.16817829012870789, 1.6319350004196167, 0.3924816846847534, 0.09101264178752899, 0.20805306732654572, 0.046547651290893555, 0.9820877909660339, -0.2264905720949173, 0.20877423882484436, -0.3439953625202179, 1.0758129358291626, 0.37736576795578003, 0.33198896050453186, -0.9309070110321045, 0.09294436872005463, 0.46757128834724426, 0.5265370607376099, -0.34220263361930847, -0.4303445816040039, -2.1379828453063965, 0.2582462728023529, -0.06724949181079865, -0.8192179799079895, 0.07430852204561234, 0.7047842144966125, 0.4343525767326355, -0.02908763848245144, -0.02855914644896984, 0.7012958526611328, -0.7284250259399414, 1.3023537397384644]]"
