,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9421102047233091,0.9438731484069313,0.9519834754052543,0.843248235746227
Precision_0,0.9814016694296728,0.9831107380282804,0.9839120052165462,0.9224456779744177
Recall_0,0.9778874894128575,0.9778563427228765,0.9836501734925275,0.9502871506242999
F1_0,0.9796414279055394,0.9804765008208871,0.9837810719330159,0.9361594580300296
Precision_1,0.7933377643293162,0.7863884749130651,0.8254375667957321,0.4620530588200054
Recall_1,0.7972281787183183,0.8068864906668541,0.8280925932435758,0.406686118044082
F1_1,0.7952782136814328,0.7965056258729429,0.8267629484693475,0.43260525098041047
Precision_2,0.7876441111539405,0.7997136271565272,0.8222716950888286,0.48182530592561335
Recall_2,0.7975516721369644,0.81252550341524,0.8190987314823028,0.4254235784618114
F1_2,0.7925669302444486,0.8060686596323251,0.8206821464281746,0.4518712546640033
Precision_3,0.797764011145859,0.8004883093982604,0.8235606625365244,0.47587384132907246
Recall_3,0.809049742472951,0.815997787687096,0.830585225897888,0.41437657713712883
F1_3,0.8033672431769133,0.8081686452065698,0.8270580288186422,0.443001136374135
Precision_4,0.7757016321656051,0.7809938290574155,0.8289834051448317,0.4771658380204634
Recall_4,0.7950882382943997,0.7993641402291816,0.82594613893706,0.4226087252201707
F1_4,0.7852753009923933,0.7900722150571965,0.8274619849174548,0.4482332681158767
Avg_F1,0.8312258232001455,0.8362583293179842,0.857149236113327,0.542374073632891
