,layer0,layer1,layer2
Acc,0.9876697284345048,0.985323482428115,0.9880191693290735
Precision_0,0.9951315989654648,0.9948273239008063,0.9962472742025458
Recall_0,0.99236370992212,0.990307436013933,0.991620816717985
F1_0,0.9937457270908767,0.9925622343655129,0.9939286617758664
Precision_1,0.5175718849840255,0.3865814696485623,0.4696485623003195
Recall_1,0.627906976744186,0.5426008968609866,0.665158371040724
F1_1,0.5674255691768826,0.4514925373134328,0.550561797752809
