,layer0,layer1,layer2
Acc,0.9858021077283372,0.9886685206869633,0.9841066549570648
Precision,0.3376507069130022,0.38656555518382263,0.3533350680891667
Recall,0.8050321155122088,0.9032847151114127,0.7888827496555834
F1,0.47575697744972023,0.5414252575319155,0.48806792493271056
weights,"[[-0.3356056213378906, 0.7428823709487915, 0.10461994260549545, -0.05467004328966141, -0.28582656383514404, 0.5633779168128967, -4.021378517150879, -0.22577866911888123, 0.28604912757873535, 0.08274749666452408, 0.3236628770828247, 0.47754645347595215, -1.037589192390442, -0.923519492149353, -0.15687188506126404, 1.690565824508667, 2.4303393363952637, 1.5184805393218994, -0.369181752204895, -0.15170994400978088, 0.0060695018619298935, -2.5607895851135254, 0.43769699335098267, -1.0528966188430786, -0.12171761691570282, 0.9018806219100952, -0.8907143473625183, -0.11031216382980347, -0.11603949964046478, 0.3842430114746094, 0.29305514693260193, -0.5567522048950195], [0.2748381793498993, -0.6933637857437134, -0.38367822766304016, 0.2922232747077942, 0.13672812283039093, -0.7098721265792847, 4.040028095245361, 0.1348731368780136, -0.3751342296600342, -0.053903620690107346, -0.25863972306251526, -0.5259789228439331, 1.2362154722213745, 1.0986946821212769, -0.09393123537302017, -1.676902413368225, -2.366652488708496, -1.6544049978256226, 0.26254159212112427, 0.09157099574804306, -0.24280278384685516, 2.5819125175476074, -0.4371567666530609, 1.0528488159179688, 0.066615030169487, -1.0267924070358276, 0.8868114948272705, 0.38293907046318054, 0.3226414918899536, -0.6966127753257751, -0.034737467765808105, 0.6320637464523315]]","[[-0.314129114151001, 0.5889254212379456, 0.3718791902065277, -2.5275676250457764, -0.5271952748298645, -0.6626224517822266, 1.367484211921692, 0.46894100308418274, 0.04240380600094795, 0.221608966588974, 0.6855559349060059, -1.689987301826477, 0.014439718797802925, -0.32652929425239563, -1.7037551403045654, 0.4759562611579895, 2.0637917518615723, -0.5161429643630981, -0.5758904814720154, -0.13524430990219116, -0.005947093013674021, -0.34390532970428467, -0.002430397318676114, 0.33919888734817505, -0.16524311900138855, 0.7317139506340027, 0.13450469076633453, 0.8065590262413025, -0.29194745421409607, 0.9224594831466675, 0.2052711546421051, 0.29448702931404114], [0.3382197916507721, -0.48115286231040955, -0.533448338508606, 2.4429049491882324, 0.4362585246562958, 0.8848971128463745, -1.247759222984314, -0.27668365836143494, 0.06780586391687393, -0.22709839046001434, -0.6421418190002441, 1.5306867361068726, -0.341957688331604, 0.4449608623981476, 1.493981957435608, -0.5603374242782593, -2.1880249977111816, 0.6220329999923706, 0.5296324491500854, 0.25459298491477966, -0.0386350080370903, 0.36473971605300903, 0.026049725711345673, -0.18146225810050964, 0.06785954535007477, -0.8687254190444946, -0.1921737641096115, -0.7755308747291565, 0.47547316551208496, -0.9249577522277832, -0.2310679703950882, -0.2996593713760376]]","[[2.34069561958313, 0.38612550497055054, -2.566742420196533, -0.49837765097618103, -0.9103181958198547, -1.9288606643676758, 0.6730643510818481, -0.5738927125930786, 0.6961958408355713, -0.2647314965724945, 1.3987421989440918, 0.23109355568885803, -0.3783417344093323, -0.23105251789093018, 0.39650988578796387, -0.32699453830718994, 0.8185651302337646, -0.5132198929786682, -0.02240573987364769, 1.065187931060791, 0.14196501672267914, -0.19125168025493622, 0.09810905158519745, 1.1564322710037231, 0.0141980592161417, 0.9516206383705139, -0.9489633440971375, 0.10460920631885529, -0.43633517622947693, -0.7575183510780334, 0.518480122089386, -2.665564775466919], [-2.2989988327026367, -0.31112557649612427, 2.863929271697998, 0.6251972913742065, 0.6613063216209412, 1.879775047302246, -0.5415570735931396, 0.6645100116729736, -0.6147677302360535, 0.3334685266017914, -1.3542371988296509, -0.26134374737739563, 0.6138575673103333, 0.30990564823150635, -0.41662895679473877, 0.4187903106212616, -0.5445531010627747, 0.6466203331947327, -0.06401672214269638, -0.8961645364761353, -0.2055203765630722, 0.04314124211668968, -0.10988545417785645, -0.9639750719070435, -0.031727343797683716, -1.0535509586334229, 1.0177996158599854, -0.33202284574508667, 0.5036357641220093, 0.7631368637084961, -0.5054617524147034, 2.7192115783691406]]"
