,layer0,layer1,layer2
Acc,0.9730803571428571,0.9725,0.9822321428571429
Precision_0,0.9894487902492268,0.9888120793159906,0.9962706931053302
Recall_0,0.9839446429379042,0.9838899447913838,0.98711247296323
F1_0,0.9866890405678133,0.9863448713877422,0.9916704391127208
Precision_1,0.1297709923664122,0.11450381679389313,0.24427480916030533
Recall_1,0.1827956989247312,0.36585365853658536,0.4266666666666667
F1_1,0.15178571428571427,0.1744186046511628,0.3106796116504854
Precision_2,0.12903225806451613,0.06451612903225806,0.1774193548387097
Recall_2,0.20512820512820512,0.045454545454545456,0.3333333333333333
F1_2,0.15841584158415842,0.05333333333333334,0.23157894736842108
Precision_3,0.06611570247933884,0.08264462809917356,0.2231404958677686
Recall_3,0.13793103448275862,0.12987012987012986,0.6
F1_3,0.0893854748603352,0.10101010101010101,0.3253012048192771
Precision_4,0.08163265306122448,0.1326530612244898,0.2653061224489796
Recall_4,0.08080808080808081,0.13541666666666666,0.4727272727272727
F1_4,0.08121827411167512,0.13402061855670103,0.33986928104575165
