,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9801307469256568,0.9828928521520403,0.9818089714924538,0.930285774175517
Precision_0,0.9916585499741318,0.9931779331628141,0.9912629190115176,0.9648860020825848
Recall_0,0.9921371436125592,0.9922897543744368,0.993317689920205,0.9736761016407115
F1_0,0.9918977890626348,0.992733645109749,0.992289240744018,0.9692611232119306
Precision_1,0.8695598482843786,0.8799482810535079,0.8791963194594206,0.5808811896851764
Recall_1,0.885684509370564,0.8926922178498913,0.8790541390401236,0.5278062278763049
F1_1,0.8775481137282131,0.8862744398458684,0.8791252235010827,0.5530733094209243
Precision_2,0.8977810245639668,0.9095586636712806,0.9147422201579192,0.6077067885819663
Recall_2,0.8707003436182649,0.8892273902724149,0.8720819015905629,0.5603457437387084
F1_2,0.8840333414259124,0.8992781270711304,0.892902804602704,0.5830660916362564
Precision_3,0.8716061151714155,0.8842121652480797,0.8902266801853997,0.5801008390990726
Recall_3,0.8777422222222222,0.90864,0.8741155555555555,0.5604444444444444
F1_3,0.8746634070294784,0.8962596664737755,0.882097558350227,0.5701032605747147
Precision_4,0.8726448617318656,0.8967721020701153,0.9011855215033422,0.6066085667913345
Recall_4,0.8628605337539235,0.907163046363821,0.8926714243328076,0.5369551977762855
F1_4,0.8677251169948805,0.9019376474972053,0.8969082678925856,0.5696606224269183
Avg_F1,0.8991735536482238,0.9152967051995458,0.9086646190181235,0.6490328814541488
