,layer0,layer1,layer2
Acc,0.9530346820809249,0.9640534682080925,0.9716401734104047
Precision_0,0.9754948162111216,0.9786993402450518,0.987181903864279
Recall_0,0.9788159636845092,0.9864158829676071,0.9859738303680693
F1_0,0.9771525679758307,0.9825424610871929,0.9865774972919511
Precision_1,0.5045045045045045,0.5675675675675675,0.4954954954954955
Recall_1,0.5714285714285714,0.504,0.6707317073170732
F1_1,0.5358851674641147,0.5338983050847458,0.5699481865284974
Precision_2,0.5172413793103449,0.5057471264367817,0.6666666666666666
Recall_2,0.5113636363636364,0.4943820224719101,0.4793388429752066
F1_2,0.5142857142857142,0.5,0.5576923076923077
Precision_3,0.29411764705882354,0.5378151260504201,0.5378151260504201
Recall_3,0.3431372549019608,0.3878787878787879,0.6597938144329897
F1_3,0.31674208144796384,0.4507042253521127,0.5925925925925926
Precision_4,0.45517241379310347,0.8206896551724138,0.7379310344827587
Recall_4,0.3142857142857143,0.7168674698795181,0.7181208053691275
F1_4,0.37183098591549296,0.765273311897106,0.7278911564625851
