,layer0,layer1,layer2
Acc,0.9733355978260869,0.9729393115942029,0.9672214673913043
Precision_0,0.9893061583946656,0.9866012455180223,0.9857205762093477
Recall_0,0.985277534143591,0.9873465533522191,0.9812147777082029
F1_0,0.9872877365893469,0.9869737587313574,0.9834625160824678
Precision_1,0.8985200845665962,0.8710359408033826,0.8773784355179705
Recall_1,0.9081196581196581,0.8710359408033826,0.8736842105263158
F1_1,0.9032943676939426,0.8710359408033826,0.8755274261603376
Precision_2,0.7265625,0.7526041666666666,0.640625
Recall_2,0.8017241379310345,0.8117977528089888,0.7192982456140351
F1_2,0.7622950819672131,0.7810810810810812,0.6776859504132231
Precision_3,0.8482328482328483,0.8731808731808732,0.7920997920997921
Recall_3,0.8225806451612904,0.8123791102514507,0.8054968287526427
F1_3,0.8352098259979529,0.841683366733467,0.7987421383647798
Precision_4,0.8251748251748252,0.8881118881118881,0.8694638694638694
Recall_4,0.9076923076923077,0.8799076212471132,0.9232673267326733
F1_4,0.8644688644688644,0.8839907192575406,0.8955582232893157
