,num_boxnotontar_until_change_linear_layer0_channelhidden_tick3,num_boxnotontar_until_change_linear_layer0_channelcell_tick3,num_boxnotontar_until_change_linear_layer0_channelhiddenxenc_tick3,num_boxnotontar_until_change_linear_layer1_channelhidden_tick3,num_boxnotontar_until_change_linear_layer1_channelcell_tick3,num_boxnotontar_until_change_linear_layer1_channelhiddenxenc_tick3,num_boxnotontar_until_change_linear_layer2_channelhidden_tick3,num_boxnotontar_until_change_linear_layer2_channelcell_tick3,num_boxnotontar_until_change_linear_layer2_channelhiddenxenc_tick3
train_loss,4.491581113606434,4.452971277044554,4.474899443150941,4.499225369104391,4.530449674177582,4.472634412369742,4.400510941870961,4.399218509794999,4.3926065703290345
val_loss,4.592013757369098,4.5897961055531225,4.5882907025954305,4.604907220952651,4.604142637813792,4.596160327686983,4.540505914127126,4.534394185683307,4.5458650981678685
val_acc,0.1550762365191521,0.15619189289698773,0.15879509111193751,0.14020081814801041,0.13945704722945332,0.15024172554853105,0.21457791000371884,0.21085905541093344,0.2045370026031982
test_acc,0.15755855216465578,0.16323633782824698,0.15826827537260468,0.14549325762952448,0.13981547196593327,0.15720369056068134,0.23243435060326473,0.2295954577714691,0.21256210078069554
