,action_ahead_2_linear_layer0_channelhidden_tick3,action_ahead_2_linear_layer0_channelcell_tick3,action_ahead_2_linear_layer0_channelhiddenxenc_tick3,action_ahead_2_linear_layer1_channelhidden_tick3,action_ahead_2_linear_layer1_channelcell_tick3,action_ahead_2_linear_layer1_channelhiddenxenc_tick3,action_ahead_2_linear_layer2_channelhidden_tick3,action_ahead_2_linear_layer2_channelcell_tick3,action_ahead_2_linear_layer2_channelhiddenxenc_tick3
train_loss,1.2608663094571875,1.2331368389386166,1.2238513666994963,1.2794118885752521,1.2745418158135837,1.2402980619970756,1.2100416091801245,1.2208403537545023,1.1927389557225794
val_loss,1.3854032692971168,1.4034704016400623,1.3582521584126857,1.4147301540746318,1.4375132600982468,1.3805143817678673,1.3406350318487588,1.3633485800260072,1.3292297295161657
val_acc,0.5172975172975173,0.49247049247049246,0.536019536019536,0.48066748066748066,0.45461945461945463,0.5144485144485145,0.5624745624745625,0.531949531949532,0.5746845746845747
test_acc,0.4961089494163424,0.4813229571984436,0.5237354085603113,0.47470817120622566,0.46070038910505834,0.519455252918288,0.5626459143968872,0.5319066147859922,0.5540856031128405
