,box_loc_until_change_linear_layer0_channelhidden_tick3,box_loc_until_change_linear_layer0_channelcell_tick3,box_loc_until_change_linear_layer0_channelhiddenxenc_tick3,box_loc_until_change_linear_layer1_channelhidden_tick3,box_loc_until_change_linear_layer1_channelcell_tick3,box_loc_until_change_linear_layer1_channelhiddenxenc_tick3,box_loc_until_change_linear_layer2_channelhidden_tick3,box_loc_until_change_linear_layer2_channelcell_tick3,box_loc_until_change_linear_layer2_channelhiddenxenc_tick3
train_loss,4.34802814381954,4.363943798054192,4.362597056012333,4.349742943684031,4.3640863586227905,4.305798285289182,4.233149784099128,4.238154363907036,4.209762038346327
val_loss,4.369368828044218,4.368265836379107,4.368322939031264,4.370586552339442,4.368503480799058,4.322615831038531,4.300759410858154,4.3106448005227485,4.295017163893756
val_acc,0.33246560059501673,0.33358125697285235,0.33358125697285235,0.3320937151357382,0.3332093715135738,0.3819263666790628,0.41204908888062475,0.38564522127184825,0.41837114168836
test_acc,0.3385379701916253,0.3371185237757275,0.3374733853797019,0.33498935415188075,0.3374733853797019,0.3914123491838183,0.407735982966643,0.3960255500354862,0.4137686302342087
