,agent_loc_ahead_3_linear_layer2_channel[35]_tick3,agent_loc_ahead_3_linear_layer2_channel[50]_tick3,agent_loc_ahead_3_linear_layer2_channel[53]_tick3,agent_loc_ahead_3_linear_layer2_channel[54]_tick3,agent_loc_ahead_3_linear_layer2_channel[58]_tick3,agent_loc_ahead_3_linear_layer2_channel[56]_tick3
train_loss,4.034252755613212,4.060725516583546,4.048081906445055,4.04156638628029,4.078651887824736,4.0444682420018205
val_loss,4.134083641899957,4.137001143561469,4.119723637898763,4.075335184733073,4.146628697713216,4.101363235049778
val_acc,0.08041958041958042,0.055944055944055944,0.0944055944055944,0.14685314685314685,0.06293706293706294,0.10839160839160839
test_acc,0.08256880733944955,0.03363914373088685,0.0672782874617737,0.14678899082568808,0.04892966360856269,0.09480122324159021
