,box_loc_change_loc_linear_layer0_channelhidden_tick3,box_loc_change_loc_linear_layer0_channelcell_tick3,box_loc_change_loc_linear_layer0_channelhiddenxenc_tick3,box_loc_change_loc_linear_layer1_channelhidden_tick3,box_loc_change_loc_linear_layer1_channelcell_tick3,box_loc_change_loc_linear_layer1_channelhiddenxenc_tick3,box_loc_change_loc_linear_layer2_channelhidden_tick3,box_loc_change_loc_linear_layer2_channelcell_tick3,box_loc_change_loc_linear_layer2_channelhiddenxenc_tick3
train_loss,3.342547759199005,3.323497575023332,3.278964610539527,3.3151251603272187,3.3761553139095692,3.2846961035165045,3.319786176557843,3.340494860833248,3.2935622789674257
val_loss,3.589399553747738,3.594032267963185,3.5543579662547393,3.568058692707735,3.6131002398098215,3.5735089638653923,3.52169290710898,3.5441923197577982,3.528868860356948
val_acc,0.5823726292301971,0.5678690963183339,0.6065451840833024,0.6009669021941242,0.5444403123837858,0.5879509111193753,0.6470806991446635,0.6154704351059873,0.6329490516920788
test_acc,0.5713271823988645,0.5457771469127041,0.6029098651525905,0.5958126330731015,0.5372604684173172,0.5887154009936125,0.6511710432931157,0.6383960255500355,0.638041163946061
