,agent_loc_ahead_2_linear_layer0_channelhidden_tick3,agent_loc_ahead_2_linear_layer0_channelcell_tick3,agent_loc_ahead_2_linear_layer0_channelhiddenxenc_tick3,agent_loc_ahead_2_linear_layer1_channelhidden_tick3,agent_loc_ahead_2_linear_layer1_channelcell_tick3,agent_loc_ahead_2_linear_layer1_channelhiddenxenc_tick3,agent_loc_ahead_2_linear_layer2_channelhidden_tick3,agent_loc_ahead_2_linear_layer2_channelcell_tick3,agent_loc_ahead_2_linear_layer2_channelhiddenxenc_tick3
train_loss,3.3643280675139606,3.3949702570710003,3.2106178651882122,3.450542609525632,3.640348597040659,3.2476515294630315,3.2488975404184077,3.2872607406181626,3.2126297603679608
val_loss,3.6896106577538825,3.69273270879473,3.457025958346082,3.7870736091167894,3.8861698825638014,3.551056131139978,3.4294538683705516,3.453379129434561,3.3796768436184177
val_acc,0.5441595441595442,0.5148555148555148,0.746031746031746,0.42450142450142453,0.30606430606430607,0.6552706552706553,0.7895807895807896,0.7492877492877493,0.8192918192918193
test_acc,0.5568093385214008,0.5077821011673151,0.7568093385214008,0.44863813229571986,0.309727626459144,0.642023346303502,0.8023346303501946,0.7501945525291829,0.8357976653696498
