,action_ahead_3_linear_layer0_channelhidden_tick3,action_ahead_3_linear_layer0_channelcell_tick3,action_ahead_3_linear_layer0_channelhiddenxenc_tick3,action_ahead_3_linear_layer1_channelhidden_tick3,action_ahead_3_linear_layer1_channelcell_tick3,action_ahead_3_linear_layer1_channelhiddenxenc_tick3,action_ahead_3_linear_layer2_channelhidden_tick3,action_ahead_3_linear_layer2_channelcell_tick3,action_ahead_3_linear_layer2_channelhiddenxenc_tick3
train_loss,1.2805784281470842,1.2496541172606326,1.2562936812785088,1.291296204968339,1.2851910058281355,1.2723212224624285,1.2463462185509637,1.2450673459599109,1.2284370250452985
val_loss,1.4144946924845379,1.4364132070541382,1.419590417544047,1.4267049757639567,1.4658599297205608,1.4276059293746948,1.387690323193868,1.4034281126658121,1.3817077843348184
val_acc,0.4754511120436425,0.45195132186319764,0.47587075115400757,0.4695761644985313,0.4238355014687369,0.468317247167436,0.49979018044481743,0.49055812001678556,0.5060847671002937
test_acc,0.47563431333064843,0.450664518727346,0.4679822795006041,0.45509464357631896,0.46516310914216674,0.4720096657269432,0.5263793797825211,0.48570277889649616,0.509061619009263
