,action_linear_layer2_channel[3]_tick3,action_linear_layer2_channel[21]_tick3,action_linear_layer2_channel[22]_tick3,action_linear_layer2_channel[24]_tick3,action_linear_layer2_channel[26]_tick3,action_linear_layer2_channel[28]_tick3
train_loss,1.2698494165986027,1.2530998584613129,1.2066812125881712,1.360889179023666,1.2213843437894505,1.4386321521883634
val_loss,1.2991484271155462,1.2491890986760457,1.2211587208288688,1.3942968492154721,1.2349031192285043,1.4540236084549516
val_acc,0.6537102473498233,0.7396937573616019,0.7538280329799765,0.5135453474676089,0.7078916372202592,0.45936395759717313
test_acc,0.655011655011655,0.6608391608391608,0.7144522144522144,0.5722610722610723,0.745920745920746,0.46736596736596736
