,agent_loc_ahead_1_linear_layer2_channel[35]_tick3,agent_loc_ahead_1_linear_layer2_channel[50]_tick3,agent_loc_ahead_1_linear_layer2_channel[53]_tick3,agent_loc_ahead_1_linear_layer2_channel[54]_tick3,agent_loc_ahead_1_linear_layer2_channel[58]_tick3,agent_loc_ahead_1_linear_layer2_channel[56]_tick3
train_loss,3.8286125280640344,3.9888491955670444,3.929973003539172,3.8061599081212822,4.062858738682487,3.9553035524758426
val_loss,3.928050327301025,4.098091173171997,4.003944611549377,3.7907636880874636,4.132425260543823,3.990771007537842
val_acc,0.3104575163398693,0.14705882352941177,0.27450980392156865,0.4673202614379085,0.10130718954248366,0.3235294117647059
test_acc,0.28695652173913044,0.11594202898550725,0.22028985507246376,0.3855072463768116,0.06666666666666667,0.2289855072463768
