,num_boxnotontar_linear_layer0_channelhidden_tick3,num_boxnotontar_linear_layer0_channelcell_tick3,num_boxnotontar_linear_layer0_channelhiddenxenc_tick3,num_boxnotontar_linear_layer1_channelhidden_tick3,num_boxnotontar_linear_layer1_channelcell_tick3,num_boxnotontar_linear_layer1_channelhiddenxenc_tick3,num_boxnotontar_linear_layer2_channelhidden_tick3,num_boxnotontar_linear_layer2_channelcell_tick3,num_boxnotontar_linear_layer2_channelhiddenxenc_tick3
train_loss,0.9637431030829977,0.8964212809928213,0.7437695590322918,0.9610143461900761,0.9114422726012787,0.7437639801577807,0.8685595306436336,0.8766457921146316,0.7437875999153862
val_loss,1.1130039362346424,1.0810609943726484,0.7444258128895479,1.1124033549252679,1.097578892287086,0.7440561631146599,0.9634367031209609,1.0099638672435984,0.7508981690687292
val_acc,0.6154704351059873,0.6586091483822982,0.9996281145407214,0.6188174042394943,0.6355522499070286,1.0,0.797694310152473,0.7326143547787282,0.9914466344365935
test_acc,0.6039744499645139,0.652235628105039,0.9996451383960255,0.5993612491128459,0.6071682044002839,0.9996451383960255,0.7771469127040455,0.7437899219304471,0.9992902767920511
